"date", "temperature_dewpoint", "cloud_cover_fraction", "air_pressure", "wind_speed", "wind_dir_degrees", "ISD_precip_01hr", "ISD_precip_03hr", "ISD_precip_06hr", "ISD_precip_12hr", "ISD_precip_24hr"
2010-01-22 18:52:00, -1.1, 1, 992.9, 6.7, 160, 5, NA, NA, NA, NA
2010-01-22 19:52:00, -0.6, 1, 991.9, 5.7, 150, 0, NA, NA, NA, NA
2010-01-22 20:52:00, -0.6, 1, 992.1, 5.1, 160, 0, NA, NA, NA, NA
2010-01-22 21:00:00, -0.6, 1, 992.1, 5.1, 160, NA, 5, NA, NA, NA
2010-01-22 21:18:00, -1, 1, NA, 5.7, 150, NA, NA, NA, NA, NA
2010-01-22 21:52:00, -0.6, 1, 991.7, 4.1, 150, 0, NA, NA, NA, NA
2010-01-22 22:52:00, -0.6, 1, 992.1, 5.1, 160, 0, NA, NA, NA, NA
2010-01-22 23:52:00, -0.6, 1, 991.1, 2.6, 150, 0, NA, NA, NA, NA
2010-01-23 00:00:00, -0.6, 1, 991.1, 2.6, 150, NA, NA, 5, NA, NA
2010-01-23 00:29:00, -1, 0.5, NA, 4.6, 150, NA, NA, NA, NA, NA
2010-01-23 00:52:00, -0.6, 0, 990.8, 4.6, 160, 0, NA, NA, NA, NA
2010-01-23 01:52:00, -0.6, 0, 991.1, 6.2, 170, 0, NA, NA, NA, NA
2010-01-23 02:52:00, -1.1, 0, 991.3, 3.1, 160, 0, NA, NA, NA, NA
2010-01-23 03:00:00, -1.1, 0, 991.3, 3.1, 160, NA, NA, NA, NA, NA
2010-01-23 03:52:00, -1.1, 0, 991.5, 1.5, 200, 0, NA, NA, NA, NA
2010-01-23 04:52:00, -2.8, 0, 991.4, 3.1, 100, 0, NA, NA, NA, NA
2010-01-23 05:52:00, -2.2, 0, 992.6, 3.1, 360, 0, NA, NA, NA, NA
2010-01-23 06:00:00, -2.2, 0, 992.6, 3.1, 360, NA, NA, NA, NA, NA
2010-01-23 06:30:00, -3, NA, NA, 5.7, 350, NA, NA, NA, NA, NA
2010-01-23 06:33:00, -3, NA, NA, 5.1, 350, NA, NA, NA, NA, NA
2010-01-23 06:41:00, -2, NA, NA, 5.1, 340, NA, NA, NA, NA, NA
2010-01-23 06:49:00, -2, 1, NA, 6.7, 330, NA, NA, NA, NA, NA
2010-01-23 06:52:00, -2.2, 1, 992.7, 6.7, 330, 0, NA, NA, NA, NA
2010-01-23 06:59:00, NA, NA, NA, NA, NA, NA, NA, NA, NA, 5
2010-01-23 07:07:00, -2, 1, NA, 6.7, 340, NA, NA, NA, NA, NA
2010-01-23 07:13:00, -2, 1, NA, 7.7, 340, NA, NA, NA, NA, NA
2010-01-23 07:27:00, -2, 1, NA, 7.7, 340, NA, NA, NA, NA, NA
2010-01-23 07:52:00, -2.2, 0.875, 992.6, 6.7, 340, 0, NA, NA, NA, NA
2010-01-23 08:02:00, -2, 0.5, NA, 7.2, 340, NA, NA, NA, NA, NA
2010-01-23 08:52:00, -2.2, 0, 992.9, 7.2, 350, 0, NA, NA, NA, NA
2010-01-23 09:00:00, -2.2, 0, 992.9, 7.2, 350, NA, NA, NA, NA, NA
2010-01-23 09:21:00, -2, 0.25, NA, 8.8, 360, NA, NA, NA, NA, NA
2010-01-23 09:40:00, -2, 0.875, NA, 7.2, 350, NA, NA, NA, NA, NA
2010-01-23 09:50:00, -2, 0.875, NA, 8.2, 350, NA, NA, NA, NA, NA
2010-01-23 09:52:00, -2.2, 1, 993.5, 8.2, 350, 0, NA, NA, NA, NA
2010-01-23 10:15:00, -3, 0.5, NA, 8.2, 350, NA, NA, NA, NA, NA
2010-01-23 10:50:00, -3, NA, NA, 5.7, 340, NA, NA, NA, NA, NA
2010-01-23 10:52:00, -2.2, 0.875, 993.9, 5.7, 340, 0, NA, NA, NA, NA
2010-01-23 11:52:00, -3.3, 1, 994.6, 8.8, 340, 0, NA, NA, NA, NA
2010-01-23 12:00:00, -3.3, 1, 994.6, 8.7, 340, NA, NA, NA, NA, 5
2010-01-23 12:50:00, -5, NA, NA, 6.7, 350, NA, NA, NA, NA, NA
2010-01-23 12:52:00, -5, 1, 995.2, 6.7, 350, 0, NA, NA, NA, NA
2010-01-23 13:12:00, -6, 0.5, NA, 4.6, 350, NA, NA, NA, NA, NA
2010-01-23 13:52:00, -6.1, 0, 995.9, 5.7, 340, 0, NA, NA, NA, NA
2010-01-23 14:52:00, -6.7, 0, 997.4, 3.6, 290, 0, NA, NA, NA, NA
2010-01-23 15:00:00, -6.7, 0, 997.4, 3.6, 290, NA, NA, NA, NA, NA
2010-01-23 15:50:00, -6, NA, NA, 3.6, 330, NA, NA, NA, NA, NA
2010-01-23 15:52:00, -6.1, 0.875, 997.9, 4.1, 340, 0, NA, NA, NA, NA
2010-01-23 16:52:00, -5.6, 1, 998.6, 4.1, 360, 0, NA, NA, NA, NA
2010-01-23 17:47:00, -4, 1, NA, 0, 0, NA, NA, NA, NA, NA
2010-01-23 17:52:00, -3.9, 1, 998.4, 0, 0, 0, NA, NA, NA, NA
2010-01-23 18:00:00, -3.9, 1, 998.4, 0, 0, NA, NA, NA, NA, NA
2010-01-23 18:34:00, -3, 1, NA, 1.5, NA, NA, NA, NA, NA, NA
2010-01-23 18:52:00, -6.7, 1, 998.5, 3.1, 340, 0, NA, NA, NA, NA
2010-01-23 19:42:00, -6, 0.5, NA, 6.7, 330, NA, NA, NA, NA, NA
2010-01-23 19:52:00, -6.1, 0.25, 998.2, 6.2, 340, 0, NA, NA, NA, NA
2010-01-23 20:50:00, -5, NA, NA, 8.2, 320, NA, NA, NA, NA, NA
2010-01-23 20:52:00, -5.6, 0.875, 998.4, 8.2, 330, 0, NA, NA, NA, NA
2010-01-23 21:00:00, -5.6, 0.75, 998.4, 8.2, 330, NA, NA, NA, NA, NA
2010-01-23 21:52:00, -7.2, 1, 999.8, 8.8, 340, 0, NA, NA, NA, NA
2010-01-23 22:28:00, -7, 1, NA, 7.7, 340, NA, NA, NA, NA, NA
2010-01-23 22:52:00, -8.3, 1, 1000.7, 9.3, 340, 0, NA, NA, NA, NA
2010-01-23 23:07:00, -8, 0.875, NA, 7.7, 340, NA, NA, NA, NA, NA
2010-01-23 23:19:00, -9, 0.25, NA, 9.8, 340, NA, NA, NA, NA, NA
2010-01-23 23:52:00, -8.9, 1, 1002, 8.8, 330, 0, NA, NA, NA, NA
2010-01-24 00:00:00, -8.9, 1, 1002, 8.7, 330, NA, NA, 0, NA, NA
2010-01-24 00:52:00, -9.4, 0, 1003.2, 5.7, 340, 0, NA, NA, NA, NA
2010-01-24 01:52:00, -10, 0, 1003.8, 4.6, 350, 0, NA, NA, NA, NA
2010-01-24 02:52:00, -10.6, 0.25, 1004.2, 5.1, 340, 0, NA, NA, NA, NA
2010-01-24 03:00:00, -10.6, 0.25, 1004.2, 5.1, 340, NA, NA, NA, NA, NA
2010-01-24 03:52:00, -11.7, 0, 1004, 4.6, 340, 0, NA, NA, NA, NA
2010-01-24 04:52:00, -12.8, 0, 1004.2, 4.6, 310, 0, NA, NA, NA, NA
2010-01-24 05:52:00, -12.8, 0, 1004.2, 5.1, 320, 0, NA, NA, NA, NA
2010-01-24 06:00:00, -12.8, 0, 1004.2, 5.1, 320, NA, NA, NA, NA, NA
2010-01-24 06:52:00, -12.2, 0, 1004.1, 4.6, 330, 0, NA, NA, NA, NA
2010-01-24 06:59:00, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0
2010-01-24 07:52:00, -12.8, 0, 1004, 7.7, 320, 0, NA, NA, NA, NA
2010-01-24 08:52:00, -12.8, 0.875, 1004.3, 11.8, 320, 0, NA, NA, NA, NA
2010-01-24 09:00:00, -12.8, 0.75, 1004.3, 11.8, 320, NA, NA, NA, NA, NA
2010-01-24 09:52:00, -12.8, 1, 1004.6, 12.4, 310, 0, NA, NA, NA, NA
2010-01-24 10:52:00, -12.2, 1, 1004.5, 11.3, 330, 0, NA, NA, NA, NA
2010-01-24 11:52:00, -11.7, 1, 1004.8, 13.9, 320, 0, NA, NA, NA, NA
2010-01-24 12:00:00, -11.7, 1, 1004.8, 13.9, 320, NA, NA, NA, NA, NA
2010-01-24 12:52:00, -11.1, 1, 1005.7, 12.4, 330, 0, NA, NA, NA, NA
2010-01-24 13:52:00, -10, 1, 1006.7, 12.9, 330, 0, NA, NA, NA, NA
2010-01-24 14:52:00, -10.6, 1, 1007, 16.5, 330, 0, NA, NA, NA, NA
2010-01-24 14:59:00, -11, 1, NA, 15.4, 320, 0, NA, NA, NA, NA
2010-01-24 15:00:00, -10.6, 1, 1007, 16.4, 330, NA, 0, NA, NA, NA
2010-01-24 15:11:00, -11, 1, NA, 16, 320, 0, NA, NA, NA, NA
2010-01-24 15:33:00, -10, 1, NA, 17.5, 330, 0, NA, NA, NA, NA
2010-01-24 15:50:00, -10, NA, NA, 17.5, 320, NA, NA, NA, NA, NA
2010-01-24 15:52:00, -10, 1, 1007.3, 18, 320, 0, NA, NA, NA, NA
2010-01-24 16:03:00, -10, 0.875, NA, 14.9, 320, 0, NA, NA, NA, NA
2010-01-24 16:11:00, -10, 0.875, NA, 17, 320, 0, NA, NA, NA, NA
2010-01-24 16:32:00, -9, 0.875, NA, 16.5, 320, 0, NA, NA, NA, NA
2010-01-24 16:40:00, -9, 0.875, NA, 15.4, 320, 0, NA, NA, NA, NA
2010-01-24 16:43:00, -9, 0.875, NA, 18, 320, 0, NA, NA, NA, NA
2010-01-24 16:52:00, -10, 0.875, 1007.3, 18, 320, 0, NA, NA, NA, NA
2010-01-24 17:31:00, -9, 0.875, NA, 18, 320, 0, NA, NA, NA, NA
2010-01-24 17:38:00, -9, 0.875, NA, 19.6, 320, 0, NA, NA, NA, NA
2010-01-24 17:47:00, -9, 0.875, NA, 17.5, 320, 0, NA, NA, NA, NA
2010-01-24 17:52:00, -9.4, 0.5, 1007.3, 19.6, 320, 0, NA, NA, NA, NA
2010-01-24 18:00:00, -9.4, 0.5, 1007.3, 19.5, 320, NA, NA, 0, NA, NA
2010-01-24 18:01:00, -9, 0.875, NA, 18, 320, 0, NA, NA, NA, NA
2010-01-24 18:17:00, -9, 0.875, NA, 20.6, 320, 0, NA, NA, NA, NA
2010-01-24 18:30:00, -9, 0.5, NA, 17, 320, 0, NA, NA, NA, NA
2010-01-24 18:52:00, -10, 0.25, 1006.7, 18, 330, 0, NA, NA, NA, NA
2010-01-24 19:18:00, -9, 0.875, NA, 19.6, 330, 0, NA, NA, NA, NA
2010-01-24 19:34:00, -9, 0.875, NA, 20.6, 330, 0, NA, NA, NA, NA
2010-01-24 19:44:00, -9, 0.875, NA, 21.6, 320, 0, NA, NA, NA, NA
2010-01-24 19:52:00, -9.4, 0.875, 1006.8, 19, 330, 0, NA, NA, NA, NA
2010-01-24 20:02:00, -9, 0.875, NA, 20.1, 330, 0, NA, NA, NA, NA
2010-01-24 20:14:00, -10, 0.5, NA, 19.6, 320, 0, NA, NA, NA, NA
2010-01-24 20:31:00, -9, 0.875, NA, 18.5, 330, 0, NA, NA, NA, NA
2010-01-24 20:52:00, -8.9, 0.875, 1007.4, 17.5, 320, 0, NA, NA, NA, NA
2010-01-24 21:00:00, -8.9, 0.75, 1007.4, 17.5, 320, NA, 0, NA, NA, NA
2010-01-24 21:19:00, -9, 0.5, NA, 19, 320, 0, NA, NA, NA, NA
2010-01-24 21:52:00, -10.6, 0, 1007.8, 16, 320, 0, NA, NA, NA, NA
2010-01-24 22:52:00, -10, 0.25, 1008.4, 14.9, 320, 0, NA, NA, NA, NA
2010-01-24 23:52:00, -11.1, 0, 1008.6, 16, 320, 0, NA, NA, NA, NA
2010-01-25 00:00:00, -11.1, 0, 1008.6, 15.9, 320, NA, NA, 0, NA, NA
2010-01-25 00:52:00, -12.2, 0.875, 1009.1, 17, 310, 0, NA, NA, NA, NA
2010-01-25 01:52:00, -12.2, 0.5, 1009.9, 16, 320, 0, NA, NA, NA, NA
2010-01-25 02:52:00, -10.6, 1, 1010.2, 13.4, 320, 0, NA, NA, NA, NA
2010-01-25 03:00:00, -10.6, 1, 1010.2, 13.4, 320, NA, 0, NA, NA, NA
2010-01-25 03:08:00, -10, 0.875, NA, 13.4, 320, 0, NA, NA, NA, NA
2010-01-25 03:28:00, -11, 0.25, NA, 13.4, 320, 0, NA, NA, NA, NA
2010-01-25 03:52:00, -11.1, 0.25, 1010.2, 17, 320, 0, NA, NA, NA, NA
2010-01-25 04:52:00, -11.1, 1, 1010, 15.4, 330, 0, NA, NA, NA, NA
2010-01-25 05:52:00, -11.1, 1, 1010.6, 14.9, 330, 0, NA, NA, NA, NA
2010-01-25 06:00:00, -11.1, 1, 1010.6, 14.9, 330, NA, NA, 0, NA, NA
2010-01-25 06:52:00, -11.7, 1, 1011, 14.9, 330, 0, NA, NA, NA, NA
2010-01-25 06:59:00, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0
2010-01-25 07:52:00, -12.2, 1, 1011.2, 16, 330, 0, NA, NA, NA, NA
2010-01-25 08:52:00, -12.2, 1, 1011.4, 17, 330, 0, NA, NA, NA, NA
2010-01-25 09:00:00, -12.2, 1, 1011.4, 17, 330, NA, 0, NA, NA, NA
2010-01-25 09:52:00, -13.3, 0.875, 1011.3, 19.6, 330, 0, NA, NA, NA, NA
2010-01-25 10:52:00, -13.9, 0.25, 1011.5, 18.5, 320, 0, NA, NA, NA, NA
2010-01-25 11:52:00, -13.9, 0.5, 1011.2, 16, 330, 0, NA, NA, NA, NA
2010-01-25 12:00:00, -13.9, 0.5, 1011.2, 15.9, 330, NA, NA, 0, NA, NA
2010-01-25 12:52:00, -13.9, 0, 1012.7, 17, 330, 0, NA, NA, NA, NA
2010-01-25 13:52:00, -13.3, 0, 1012.3, 18, 320, 0, NA, NA, NA, NA
2010-01-25 14:52:00, -13.9, 0.875, 1014.8, 15.4, 320, 0, NA, NA, NA, NA
2010-01-25 15:00:00, -13.9, 0.75, 1014.8, 15.4, 320, NA, NA, NA, NA, NA
2010-01-25 15:52:00, -13.3, 0.25, 1015, 18, 320, 0, NA, NA, NA, NA
2010-01-25 16:52:00, -12.8, 0, 1015, 17.5, 330, 0, NA, NA, NA, NA
2010-01-25 17:52:00, -12.8, 0.875, 1016.3, 18, 330, 0, NA, NA, NA, NA
2010-01-25 18:00:00, -12.8, 0.75, 1016.3, 18, 330, NA, NA, NA, NA, NA
2010-01-25 18:52:00, -12.8, 1, 1016.9, 14.4, 320, 0, NA, NA, NA, NA
2010-01-25 19:52:00, -12.8, 0, 1016.5, 14.9, 330, 0, NA, NA, NA, NA
2010-01-25 20:52:00, -12.8, 0, 1016.4, 14.9, 330, 0, NA, NA, NA, NA
2010-01-25 21:00:00, -12.8, 0, 1016.4, 14.9, 330, NA, NA, NA, NA, NA
2010-01-25 21:52:00, -12.8, 0, 1017.5, 14.4, 340, 0, NA, NA, NA, NA
2010-01-25 22:52:00, -12.8, 0, 1018.4, 13.9, 340, 0, NA, NA, NA, NA
2010-01-25 23:52:00, -12.8, 0, 1019, 13.4, 340, 0, NA, NA, NA, NA
2010-01-26 00:00:00, -12.8, 0, 1019, 13.4, 340, NA, NA, NA, NA, NA
2010-01-26 00:52:00, -13.3, 0, 1020.8, 10.3, 340, 0, NA, NA, NA, NA
2010-01-26 01:52:00, -13.3, 0, 1021, 11.3, 340, 0, NA, NA, NA, NA
2010-01-26 02:52:00, -14.4, 0, 1021.1, 7.7, 350, 0, NA, NA, NA, NA
2010-01-26 03:00:00, -14.4, 0, 1021.1, 7.7, 350, NA, NA, NA, NA, NA
2010-01-26 03:52:00, -14.4, 0, 1020.9, 5.7, 350, 0, NA, NA, NA, NA
2010-01-26 04:52:00, -14.4, 0, 1021.6, 6.7, 350, 0, NA, NA, NA, NA
2010-01-26 05:52:00, -15, 0, 1022.5, 5.1, 350, 0, NA, NA, NA, NA
2010-01-26 06:00:00, -15, 0, 1022.5, 5.1, 350, NA, NA, NA, NA, NA
2010-01-26 06:52:00, -15, 0, 1022, 3.1, 350, 0, NA, NA, NA, NA
2010-01-26 06:59:00, NA, NA, NA, NA, NA, NA, NA, NA, NA, 0
2010-01-26 07:52:00, -16.7, 0, 1022, 0, 0, 0, NA, NA, NA, NA
2010-01-26 08:52:00, -15.6, 0, 1022.3, 0, 0, 0, NA, NA, NA, NA
2010-01-26 09:00:00, -15.6, 0, 1022.3, 0, 0, NA, NA, NA, NA, NA
2010-01-26 09:52:00, -15, 0, 1021.6, 0, 0, 0, NA, NA, NA, NA
2010-01-26 10:52:00, -15.6, 0, 1021.2, 0, 0, 0, NA, NA, NA, NA
2010-01-26 11:52:00, -16.1, 0, 1021.6, 0, 0, 0, NA, NA, NA, NA
2010-01-26 12:00:00, -16.1, 0, 1021.6, 0, 0, NA, NA, NA, NA, NA
2010-01-26 12:52:00, -16.1, 0, 1021.7, 1.5, 180, 0, NA, NA, NA, NA
2010-01-26 13:52:00, -14.4, 1, 1021.5, 0, 0, 0, NA, NA, NA, NA
2010-01-26 14:52:00, -13.3, 1, 1021.1, 0, 0, 0, NA, NA, NA, NA
2010-01-26 15:00:00, -13.3, 1, 1021.1, 0, 0, NA, NA, NA, NA, NA
2010-01-26 15:52:00, -12.2, 1, 1021.2, 1.5, 150, 0, NA, NA, NA, NA
2010-01-26 16:52:00, -10, 0.5, 1020.5, 3.6, 140, 0, NA, NA, NA, NA
2010-01-26 17:52:00, -8, 0.5, 1019.8, 2.6, 110, 0, NA, NA, NA, NA
2010-01-26 18:00:00, -8, 0.5, 1019.8, 2.6, 110, NA, NA, NA, NA, NA
2010-01-26 18:52:00, -10, 0, 1020, 4.6, 30, 0, NA, NA, NA, NA
2010-01-26 19:52:00, -10, 0, 1019.8, 5.7, 30, 0, NA, NA, NA, NA
2010-01-26 20:52:00, -11.7, 0, 1020, 5.1, 360, 0, NA, NA, NA, NA
2010-01-26 21:00:00, -11.7, 0, 1020, 5.1, 360, NA, NA, NA, NA, NA
2010-01-26 21:52:00, -11.7, 0.875, 1020.6, 8.8, 360, 0, NA, NA, NA, NA
2010-01-26 22:52:00, -11.7, 0.875, 1021.4, 5.1, 20, 0, NA, NA, NA, NA
2010-01-26 23:52:00, -11.7, 1, 1022, 3.1, 30, 0, NA, NA, NA, NA
2010-01-27 00:00:00, -11.7, 1, 1022, 3.1, 30, NA, NA, NA, NA, NA
2010-01-27 00:52:00, -11.7, 1, 1022.3, 2.6, 360, 0, NA, NA, NA, NA
2010-01-27 01:52:00, -11.1, 0.875, 1022.3, 3.6, 10, 0, NA, NA, NA, NA
2010-01-27 02:52:00, -10.6, 1, 1022, 3.6, 30, 0, NA, NA, NA, NA
2010-01-27 03:00:00, -10.6, 1, 1022, 3.6, 30, NA, 0, NA, NA, NA
2010-01-27 03:16:00, -11, 1, NA, 3.6, 30, 0, NA, NA, NA, NA
2010-01-27 03:29:00, -11, 1, NA, 3.1, 30, 3, NA, NA, NA, NA
2010-01-27 03:47:00, -11, 1, NA, 3.6, 360, 3, NA, NA, NA, NA
2010-01-27 03:50:00, -11, NA, NA, 3.1, 10, NA, NA, NA, NA, NA
2010-01-27 03:52:00, -11.1, 1, 1022.3, 3.1, 10, 3, NA, NA, NA, NA
2010-01-27 03:57:00, -11, 1, NA, 2.6, 10, 0, NA, NA, NA, NA
2010-01-27 04:09:00, -12, NA, NA, 4.1, 360, NA, NA, NA, NA, NA
2010-01-27 04:33:00, -11, 1, NA, 4.1, 360, 0, NA, NA, NA, NA
2010-01-27 04:52:00, -11.7, 1, 1021.8, 3.6, 30, 3, NA, NA, NA, NA
2010-01-27 05:03:00, -12, 1, NA, 4.1, 10, 3, NA, NA, NA, NA
2010-01-27 05:43:00, -12, 1, NA, 3.1, 10, 3, NA, NA, NA, NA
2010-01-27 05:46:00, -12, 1, NA, 3.6, 10, 3, NA, NA, NA, NA
2010-01-27 05:52:00, -11.7, 1, 1022.1, 2.1, 10, 3, NA, NA, NA, NA
2010-01-27 06:00:00, -11.7, 1, 1022.1, 2.1, 10, NA, NA, 5, NA, NA
2010-01-27 06:27:00, -12, 1, NA, 3.1, 30, 5, NA, NA, NA, NA
2010-01-27 06:35:00, -12, NA, NA, 4.1, 10, NA, NA, NA, NA, NA
2010-01-27 06:49:00, -12, 1, NA, 3.6, 10, 5, NA, NA, NA, NA
2010-01-27 06:52:00, -12.2, 1, 1021.7, 3.1, 10, 3, NA, NA, NA, NA
2010-01-27 06:59:00, NA, NA, NA, NA, NA, NA, NA, NA, NA, 10
2010-01-27 07:52:00, -12.2, 1, 1021.9, 3.6, 20, 3, NA, NA, NA, NA
2010-01-27 08:00:00, -12, 1, NA, 3.6, 10, 0, NA, NA, NA, NA
2010-01-27 08:16:00, -12, 1, NA, 4.1, 360, 3, NA, NA, NA, NA
2010-01-27 08:23:00, -12, 1, NA, 4.1, 360, 3, NA, NA, NA, NA
2010-01-27 08:31:00, -12, 1, NA, 3.1, 360, 3, NA, NA, NA, NA
2010-01-27 08:38:00, -12, 1, NA, 3.6, 340, 3, NA, NA, NA, NA
2010-01-27 08:50:00, -12, NA, NA, 4.1, 340, NA, NA, NA, NA, NA
2010-01-27 08:52:00, -12.8, 1, 1022.4, 4.1, 340, 3, NA, NA, NA, NA
2010-01-27 09:00:00, -12.8, 1, 1022.4, 4.1, 340, NA, 10, NA, NA, NA
2010-01-27 09:40:00, -12, 1, NA, 6.2, 270, 0, NA, NA, NA, NA
2010-01-27 09:49:00, -12, 1, NA, 0, 0, 3, NA, NA, NA, NA
2010-01-27 09:52:00, -12.2, 1, 1022.9, 1.5, 330, 3, NA, NA, NA, NA
2010-01-27 10:02:00, -12, 1, NA, 1.5, 350, 0, NA, NA, NA, NA
2010-01-27 10:15:00, -12, 1, NA, 2.1, 340, 0, NA, NA, NA, NA
2010-01-27 10:40:00, -12, 1, NA, 1.5, 360, 0, NA, NA, NA, NA
2010-01-27 10:52:00, -12.2, 1, 1023.2, 2.1, 10, 0, NA, NA, NA, NA
2010-01-27 11:52:00, -12.2, 1, 1023.7, 0, 0, 0, NA, NA, NA, NA
2010-01-27 12:00:00, -12.2, 1, 1023.7, 0, 0, NA, NA, 10, NA, NA
2010-01-27 12:52:00, -12.2, 1, 1024.2, 2.1, 250, 0, NA, NA, NA, NA
2010-01-27 13:52:00, -12.2, 1, 1025.2, 0, 0, 0, NA, NA, NA, NA
2010-01-27 14:22:00, -12, 1, NA, 1.5, 10, NA, NA, NA, NA, NA
2010-01-27 14:48:00, -12, 1, NA, 1.5, NA, NA, NA, NA, NA, NA
2010-01-27 14:52:00, -12.2, 1, 1026.2, NA, NA, 0, NA, NA, NA, NA
2010-01-27 15:00:00, -12.2, 1, 1026.2, NA, NA, NA, NA, NA, NA, NA
2010-01-27 15:52:00, -12.2, 0.5, 1026.9, 1.5, 50, 0, NA, NA, NA, NA
2010-01-27 16:00:00, -12, 0.875, NA, 0, 0, NA, NA, NA, NA, NA
2010-01-27 16:10:00, -12, 0.5, NA, 0, 0, NA, NA, NA, NA, NA
2010-01-27 16:52:00, -11.7, 0.5, 1027.1, 1.5, 360, 0, NA, NA, NA, NA
2010-01-27 17:52:00, -11.1, 0, 1027.6, 1.5, 220, 0, NA, NA, NA, NA
2010-01-27 18:00:00, -11.1, 0, 1027.6, 1.5, 220, NA, NA, NA, NA, NA
2010-01-27 18:52:00, -10.6, 0.25, 1027.4, 3.6, 220, 0, NA, NA, NA, NA
2010-01-27 19:52:00, -9.4, 0, 1026.8, 0, 0, 0, NA, NA, NA, NA
2010-01-27 20:52:00, -9.4, 0, 1026.9, 1.5, NA, 0, NA, NA, NA, NA
2010-01-27 21:00:00, -9.4, 0, 1026.9, NA, NA, NA, NA, NA, NA, NA
2010-01-27 21:52:00, -11.1, 0, 1027.5, 5.7, 350, 0, NA, NA, NA, NA
2010-01-27 22:52:00, -12.2, 0, 1028.3, 8.2, 340, 0, NA, NA, NA, NA
2010-01-27 23:52:00, -13.3, 0, 1029.2, 8.2, 330, 0, NA, NA, NA, NA
2010-01-28 00:00:00, -13.3, 0, 1029.2, 8.2, 330, NA, NA, NA, NA, NA
2010-01-28 00:52:00, -14.4, 0, 1030.5, 5.1, 320, 0, NA, NA, NA, NA
2010-01-28 01:52:00, -15.6, 0, 1031.8, 2.1, 320, 0, NA, NA, NA, NA
2010-01-28 02:52:00, -15, 0, 1032.5, 2.1, 330, 0, NA, NA, NA, NA
2010-01-28 03:00:00, -15, 0, 1032.5, 2.1, 330, NA, NA, NA, NA, NA
2010-01-28 03:52:00, -16.1, 0, 1033.2, 2.1, 360, 0, NA, NA, NA, NA
2010-01-28 04:52:00, -16.7, 0, 1033.8, 0, 0, 0, NA, NA, NA, NA
2010-01-28 05:52:00, -18.9, 0, 1034.5, 0, 0, 0, NA, NA, NA, NA
2010-01-28 06:00:00, -18.9, 0, 1034.5, 0, 0, NA, NA, NA, NA, NA
2010-01-28 06:52:00, -17.8, 0, 1033.9, 1.5, 310, 0, NA, NA, NA, NA
2010-01-28 06:59:00, NA, NA, NA, NA, NA, NA, NA, NA, NA, 8
2010-01-28 07:52:00, -17.8, 0, 1033.3, 0, 0, 0, NA, NA, NA, NA
2010-01-28 08:52:00, -16.1, 0, 1033.6, 3.6, 20, 0, NA, NA, NA, NA
2010-01-28 09:00:00, -16.1, 0, 1033.6, 3.6, 20, NA, NA, NA, NA, NA
2010-01-28 09:52:00, -16.7, 0, 1034.2, 0, 0, 0, NA, NA, NA, NA
2010-01-28 10:52:00, -18.3, 0, 1034.6, 1.5, 340, 0, NA, NA, NA, NA
2010-01-28 11:52:00, -16.7, 0, 1034.7, 0, 0, 0, NA, NA, NA, NA
2010-01-28 12:00:00, -16.7, 0, 1034.7, 0, 0, NA, NA, NA, NA, NA
2010-01-28 12:52:00, -15.6, 0, 1034.8, 0, 0, 0, NA, NA, NA, NA
2010-01-28 13:52:00, -15, 0, 1035.2, 0, 0, 0, NA, NA, NA, NA
2010-01-28 14:52:00, -13.9, 0, 1035.3, 1.5, 170, 0, NA, NA, NA, NA
2010-01-28 15:00:00, -13.9, 0, 1035.3, 1.5, 170, NA, NA, NA, NA, NA
2010-01-28 15:52:00, -12.8, 0, 1034.9, 0, 0, 0, NA, NA, NA, NA
2010-01-28 16:52:00, -11.7, 0, 1034.3, 2.1, 150, 0, NA, NA, NA, NA
2010-01-28 17:52:00, -11.1, 0, 1033.4, 4.1, 140, 0, NA, NA, NA, NA
2010-01-28 18:00:00, -11.1, 0, 1033.4, 4.1, 140, NA, NA, NA, NA, NA
2010-01-28 18:52:00, -11.1, 0, 1031.7, 5.7, 150, 0, NA, NA, NA, NA
2010-01-28 19:52:00, -11.1, 0, 1030.1, 6.2, 130, 0, NA, NA, NA, NA
2010-01-28 20:52:00, -10.6, 0, 1028.8, 4.6, 160, 0, NA, NA, NA, NA
2010-01-28 21:00:00, -10.6, 0, 1028.8, 4.6, 160, NA, NA, NA, NA, NA
2010-01-28 21:52:00, -11.1, 0, 1029.4, 3.1, 100, 0, NA, NA, NA, NA
2010-01-28 22:52:00, -10.6, 0, 1028.9, 4.6, 140, 0, NA, NA, NA, NA
2010-01-28 23:52:00, -12.2, 0, 1029.5, 2.6, 80, 0, NA, NA, NA, NA
2010-01-29 00:00:00, -12.2, 0, 1029.5, 2.6, 80, NA, NA, NA, NA, NA
2010-01-29 00:52:00, -13.3, 0, 1029.6, 3.1, 90, 0, NA, NA, NA, NA
2010-01-29 01:52:00, -13.9, 0, 1029.1, 0, 0, 0, NA, NA, NA, NA
2010-01-29 02:52:00, -13.9, 0, 1028.4, 0, 0, 0, NA, NA, NA, NA
2010-01-29 03:00:00, -13.9, 0, 1028.4, 0, 0, NA, NA, NA, NA, NA
2010-01-29 03:52:00, -14.4, 0, 1027.7, 2.1, 100, 0, NA, NA, NA, NA
