"date", "max_temperature", "min_temperature", "precipitation", "snowfall", "snowdepth", "snowdepth_water_equiv"
1958-10-26, 6.1, -1.7, 0, 0, 0, NA
1958-10-27, 6.1, -1.7, 0, 0, 0, NA
1958-10-28, 2.8, 0, 2.5, 3, 0, NA
1958-10-29, 8.9, 1.1, 0, 0, 0, NA
1958-10-30, -1.7, 1.1, 0, 0, 0, NA
1958-10-31, 16.1, 2.8, 0, 0, 0, NA
1958-11-01, 17.2, 3.3, 0, 0, 0, NA
1958-11-02, 16.7, 5.6, 0, 0, 0, NA
1958-11-03, 15.6, 3.3, 0, 0, 0, NA
1958-11-04, 13.9, 0.6, 1.3, 0, 0, NA
1958-11-05, 7.8, -1.1, 0, 0, 0, NA
1958-11-06, 11.7, -1.7, 0, 0, 0, NA
1958-11-07, 11.7, 3.3, 0, 0, 0, NA
1958-11-08, 13.3, -1.7, 0, 0, 0, NA
1958-11-09, 10.6, 2.8, 0, 0, 0, NA
1958-11-10, 21.7, 2.8, 0, 0, 0, NA
1958-11-11, 10.6, 3.3, 0.8, 0, 0, NA
1958-11-12, 13.3, 2.2, 0, 0, 0, NA
1958-11-13, 17.8, 2.8, 0, 0, 0, NA
1958-11-14, 4.4, -0.6, 5.1, 36, 0, NA
1958-11-15, 0, -3.3, 5.6, 0, 25, NA
1958-11-16, -3.3, -7.2, 7.6, 76, 25, NA
1958-11-17, -3.3, -10, 0, 0, 51, NA
1958-11-18, 7.2, -6.7, 0, 0, 51, NA
1958-11-19, 13.3, 0.6, 0, 0, 25, NA
1958-11-20, 8.3, -2.8, 0, 0, 0, NA
1958-11-21, 15, 3.9, 0, 0, 0, NA
1958-11-22, 14.4, 1.7, 0, 0, 0, NA
1958-11-23, 2.8, -3.3, 0, 0, 0, NA
1958-11-24, 12.8, -1.7, 0, 0, 0, NA
1958-11-25, 1.1, -12.2, 0, 0, 0, NA
1958-11-26, -6.1, -15, 0, 0, 0, NA
1958-11-27, -5, -12.2, 0, 0, 0, NA
1958-11-28, 7.2, -11.1, 0, 0, 0, NA
1958-11-29, 1.7, -10.6, 0, 0, 0, NA
1958-11-30, 15.6, -10.6, 0, 0, 0, NA
1958-12-01, 15, 0.6, 0, 0, 0, NA
1958-12-02, 13.3, 5, 0, 0, 0, NA
1958-12-03, 18.3, 1.7, 0.5, 0, 0, NA
1958-12-04, 1.7, -11.1, 3.8, 33, 25, NA
1958-12-05, -11.1, -18.3, 0, 0, 25, NA
1958-12-06, -13.3, -19.4, 0, 0, 25, NA
1958-12-07, -13.9, -19.4, 5.1, 51, 25, NA
1958-12-08, -14.4, -22.2, 0, 0, 76, NA
1958-12-09, -3.9, -17.8, 0, 0, 76, NA
1958-12-10, 3.9, -7.8, 0, 0, 51, NA
1958-12-11, -3.3, -11.7, 5.6, 58, 51, NA
1958-12-12, -9.4, -15.6, 1.3, 15, 76, NA
1958-12-13, -8.3, -17.8, 1, 10, 76, NA
1958-12-14, -4.4, -18.9, 0, 0, 76, NA
1958-12-15, 5.6, -4.4, 0, 0, 76, NA
1958-12-16, 10, -2.2, 0, 0, 51, NA
1958-12-17, 7.8, -1.7, 0, 0, 25, NA
1958-12-18, 15, -1.7, 0, 0, 25, NA
1958-12-19, 6.1, -2.8, 0, 0, 0, NA
1958-12-20, 5, -5.6, 0, 0, 0, NA
1958-12-21, 11.1, 2.8, 0, 0, 0, NA
1958-12-22, 8.9, 0.6, 0, 0, 0, NA
1958-12-23, 6.1, -2.8, 0, 0, 0, NA
1958-12-24, 4.4, -3.9, 0, 0, 0, NA
1958-12-25, 7.8, -5.6, 0, 0, 0, NA
1958-12-26, 10, -2.2, 0, 0, 0, NA
1958-12-27, 10, -2.2, 0, 0, 0, NA
1958-12-28, 6.1, -6.7, 0, 0, 0, NA
1958-12-29, 2.2, -7.8, 0, 0, 0, NA
1958-12-30, 4.4, -7.2, 0, 0, 0, NA
1958-12-31, 7.8, -2.2, 0, 0, 0, NA
1959-01-01, 10.6, -15, 3.6, 36, 0, NA
1959-01-02, -15, -22.2, 1, 0, 25, NA
1959-01-03, -18.9, -25, 0, 0, 0, NA
1959-01-04, -15, -26.1, 0, 0, 0, NA
1959-01-05, -10, -20.6, 0, 0, 0, NA
1959-01-06, 3.3, -18.3, 0, 0, 0, NA
1959-01-07, 7.8, -12.2, 0, 0, 0, NA
1959-01-08, 3.9, -4.4, 0, 0, 0, NA
1959-01-09, 10.6, -10, 0, 0, 0, NA
1959-01-10, 13.9, -1.7, 0, 0, 0, NA
1959-01-11, 13.3, 0.6, 0, 0, 0, NA
1959-01-12, 14.4, -0.6, 0, 0, 0, NA
1959-01-13, 8.9, 0.6, 1, 3, 0, NA
1959-01-14, 2.2, -6.7, 0, 0, 0, NA
1959-01-15, -6.1, -15.6, 0, 0, 0, NA
1959-01-16, -5.6, -15.6, 5.1, 51, 0, NA
1959-01-17, 3.3, -7.2, 0.5, 5, 51, NA
1959-01-18, 6.7, -4.4, 1.3, 0, 25, NA
1959-01-19, -1.1, -16.7, 2.3, 10, 0, NA
1959-01-20, -16.1, -20.6, 0.3, 8, 25, NA
1959-01-21, -9.4, -23.3, 0, 0, 0, NA
1959-01-22, -11.7, -16.7, 0, 0, 0, NA
1959-01-23, 5, -13.9, 0, 0, 0, NA
1959-01-24, 7.8, -10.6, 0, 0, 0, NA
1959-01-25, -6.7, -13.9, 0.8, 8, 0, NA
1959-01-26, -2.2, -15.6, 0, 0, 0, NA
1959-01-27, 11.1, -5, 0, 0, 0, NA
1959-01-28, 9.4, -7.8, 0, 0, 0, NA
1959-01-29, -2.2, -10.6, 0, 0, 0, NA
1959-01-30, -9.4, -14.4, 0, 0, 0, NA
1959-01-31, -3.9, -13.9, 0, 0, 0, NA
1959-02-01, -4.4, -14.4, 0, 0, 0, NA
1959-02-02, 1.7, -12.2, 0.5, 5, 0, NA
1959-02-03, 2.2, -6.1, 0, 0, 0, NA
1959-02-04, 0.6, -9.4, 0, 0, 0, NA
1959-02-05, -5, -12.8, 0.8, 8, 0, NA
1959-02-06, 12.2, -11.1, 0, 0, 0, NA
1959-02-07, 4.4, -16.7, 0.5, 5, 0, NA
1959-02-08, -11.1, -17.8, 0, 0, 0, NA
1959-02-09, -11.7, -16.7, 4.6, 46, 0, NA
1959-02-10, -9.4, -20, 0.3, 3, 51, NA
1959-02-11, 7.2, -13.3, 0, 0, 51, NA
1959-02-12, 1.7, -13.3, 0, 0, 25, NA
1959-02-13, -6.7, -16.7, 2.3, 23, 25, NA
1959-02-14, -1.7, -11.7, 6.1, 56, 102, NA
1959-02-15, 8.3, -3.3, 0, 0, 76, NA
1959-02-16, -0.6, -8.9, 0, 0, 51, NA
1959-02-17, -8.9, -12.8, 3, 30, 76, NA
1959-02-18, -9.4, -17.2, 0, 0, 102, NA
1959-02-19, -10, -16.7, 0, 0, 102, NA
1959-02-20, -4.4, -17.2, 0, 0, 102, NA
1959-02-21, 2.8, -11.7, 0, 0, 51, NA
1959-02-22, -1.1, -7.8, 0, 0, 51, NA
1959-02-23, 4.4, -5.6, 0, 0, 51, NA
1959-02-24, 4.4, -4.4, 0, 0, 51, NA
1959-02-25, 4.4, -2.8, 0, 0, 25, NA
1959-02-26, 5.6, -1.1, 0, 0, 25, NA
1959-02-27, 4.4, -1.7, 0, 0, 25, NA
1959-02-28, 8.3, -1.7, 0, 0, 0, NA
1959-03-01, 16.1, 0, 0, 0, 0, NA
1959-03-02, 2.8, -2.8, 0, 0, 0, NA
1959-03-03, 7.2, -5, 0.3, 3, 0, NA
1959-03-04, 1.7, -3.9, 1, 10, 0, NA
1959-03-05, 1.1, -5.6, 0.5, 5, 0, NA
1959-03-06, 1.7, -8.3, 0, 0, 0, NA
1959-03-07, 7.2, -2.8, 0, 0, 0, NA
1959-03-08, 8.9, -1.1, 0, 0, 0, NA
1959-03-09, 5, -2.8, 0.8, 8, 0, NA
1959-03-10, 5.6, -3.3, 0, 0, 0, NA
1959-03-11, 4.4, -3.9, 0, 0, 0, NA
1959-03-12, 13.9, -5, 0, 0, 0, NA
1959-03-13, 5.6, -0.6, 1.5, 15, 0, NA
1959-03-14, 2.2, -3.3, 0, 0, 25, NA
1959-03-15, 1.1, -5, 0, 0, 0, NA
1959-03-16, 8.9, -3.3, 0, 0, 0, NA
1959-03-17, 15.6, 1.7, 0, 0, 0, NA
1959-03-18, 13.9, 1.7, 0, 0, 0, NA
1959-03-19, 10.6, -1.7, 0, 0, 0, NA
1959-03-20, 2.8, -5, 0, 0, 0, NA
1959-03-21, 18.9, -6.7, 0, 0, 0, NA
1959-03-22, 17.2, 4.4, 0, 0, 0, NA
1959-03-23, 13.3, 1.1, 0, 0, 0, NA
1959-03-24, 1.7, -1.7, 1.3, 13, 0, NA
1959-03-25, 5, -1.1, 0, 0, 0, NA
1959-03-26, 7.8, -2.8, 0, 0, 0, NA
1959-03-27, 13.3, -1.1, 0, 0, 0, NA
1959-03-28, 13.9, -1.7, 0, 0, 0, NA
1959-03-29, 17.2, 0, 0, 0, 0, NA
1959-03-30, 14.4, 1.1, 0, 0, 0, NA
1959-03-31, 12.8, 1.7, 0, 0, 0, NA
1959-04-01, 19.4, 2.8, 0, 0, 0, NA
1959-04-02, 14.4, 1.1, 0.3, 0, 0, NA
1959-04-03, 18.3, 1.1, 0, 0, 0, NA
1959-04-04, 23.9, 6.7, 0, 0, 0, NA
1959-04-05, 20.6, 2.8, 0, 0, 0, NA
1959-04-06, 23.9, 4.4, 0, 0, 0, NA
1959-04-07, 7.8, -1.1, 0, 0, 0, NA
1959-04-08, 5, -3.3, 0, 0, 0, NA
1959-04-09, 2.2, -5.6, 0, 0, 0, NA
1959-04-10, 2.2, -5, 0.3, 3, 0, NA
1959-04-11, 0.6, -5.6, 0.5, 5, 0, NA
1959-04-12, 7.2, -8.3, 0, 0, 0, NA
1959-04-13, 20.6, -1.7, 0, 0, 0, NA
1959-04-14, 18.3, 8.9, 0, 0, 0, NA
1959-04-15, 18.9, 5.6, 0.3, 0, 0, NA
1959-04-16, 10, 0.6, 4.1, 0, 0, NA
1959-04-17, 5, -1.1, 0, 0, 0, NA
1959-04-18, -0.6, -2.2, 8.6, 76, 0, NA
1959-04-19, -1.1, -3.3, 18.5, 203, 152, NA
1959-04-20, 10, -3.9, 5.6, 51, 279, NA
1959-04-21, 5, -6.7, 0, 0, 178, NA
1959-04-22, 15, 0.6, 0, 0, 76, NA
1959-04-23, 13.9, 3.3, 0, 0, 25, NA
1959-04-24, 8.9, 0, 0, 0, 0, NA
1959-04-25, 5.6, -2.2, 0, 0, 0, NA
1959-04-26, 14.4, 0, 0, 0, 0, NA
1959-04-27, 15, 4.4, 0, 0, 0, NA
1959-04-28, 17.2, 7.2, 0, 0, 0, NA
1959-04-29, 22.8, 7.2, 0, 0, 0, NA
1959-04-30, 28.9, 9.4, 0, 0, 0, NA
1959-05-01, 26.1, 17.2, 0, 0, 0, NA
1959-05-02, 26.1, 12.8, 0, 0, 0, NA
1959-05-03, 16.1, 8.9, 0, 0, 0, NA
1959-05-04, 9.4, 3.9, 5.8, 0, 0, NA
1959-05-05, 13.3, 3.3, 0.8, 0, 0, NA
1959-05-06, 10, 3.9, 0, 0, 0, NA
1959-05-07, 13.9, 2.2, 0, 0, 0, NA
1959-05-08, 16.7, 4.4, 0, 0, 0, NA
1959-05-09, 21.7, 6.7, 0, 0, 0, NA
1959-05-10, 13.3, 5, 0.5, 0, 0, NA
1959-05-11, 16.7, 6.1, 0, 0, 0, NA
1959-05-12, 20, 3.9, 0, 0, 0, NA
1959-05-13, 16.1, 5, 0, 0, 0, NA
1959-05-14, 14.4, 2.8, 0, 0, 0, NA
1959-05-15, 19.4, 2.2, 0, 0, 0, NA
1959-05-16, 20.6, 8.3, 0, 0, 0, NA
1959-05-17, 25, 9.4, 0, 0, 0, NA
1959-05-18, 22.2, 10, 0, 0, 0, NA
1959-05-19, 17.8, 7.2, 0.3, 0, 0, NA
1959-05-20, 7.2, 0, 27.2, 0, 0, NA
1959-05-21, 10.6, 2.8, 0, 0, 0, NA
1959-05-22, 12.8, 3.9, 0, 0, 0, NA
1959-05-23, 18.3, 3.3, 0, 0, 0, NA
1959-05-24, 29.4, 11.7, 0, 0, 0, NA
1959-05-25, 25.6, 12.8, 0, 0, 0, NA
1959-05-26, 16.1, 8.3, 0.3, 0, 0, NA
1959-05-27, 13.3, 7.2, 5.8, 0, 0, NA
1959-05-28, 13.9, 8.3, 0, 0, 0, NA
1959-05-29, 12.8, 8.3, 0.5, 0, 0, NA
1959-05-30, 13.9, 9.4, 21.8, 0, 0, NA
1959-05-31, 16.1, 8.3, 1.5, 0, 0, NA
1959-06-01, 20, 6.1, 0, 0, 0, NA
1959-06-02, 25, 10, 0, 0, 0, NA
1959-06-03, 28.9, 13.3, 0, 0, 0, NA
1959-06-04, 26.7, 15.6, 0, 0, 0, NA
1959-06-05, 29.4, 14.4, 0, 0, 0, NA
1959-06-06, 35, 18.3, 0, 0, 0, NA
1959-06-07, 29.4, 17.2, 0, 0, 0, NA
1959-06-08, 23.3, 13.9, 0, 0, 0, NA
1959-06-09, 33.9, 15.6, 0, 0, 0, NA
1959-06-10, 23.3, 15, 0, 0, 0, NA
1959-06-11, 27.8, 12.2, 0, 0, 0, NA
1959-06-12, 29.4, 12.8, 0, 0, 0, NA
1959-06-13, 35, 13.3, 0, 0, 0, NA
1959-06-14, 35, 23.3, 0, 0, 0, NA
1959-06-15, 35.6, 21.7, 2.3, 0, 0, NA
1959-06-16, 31.1, 20, 0, 0, 0, NA
1959-06-17, 31.1, 17.8, 0.3, 0, 0, NA
1959-06-18, 30, 16.7, 0, 0, 0, NA
1959-06-19, 25.6, 18.9, 0, 0, 0, NA
1959-06-20, 32.8, 19.4, 0, 0, 0, NA
1959-06-21, 24.4, 13.9, 0, 0, 0, NA
1959-06-22, 21.7, 12.2, 2.3, 0, 0, NA
1959-06-23, 30.6, 16.1, 0, 0, 0, NA
1959-06-24, 27.8, 15.6, 4.6, 0, 0, NA
1959-06-25, 28.3, 16.7, 1, 0, 0, NA
1959-06-26, 32.8, 16.7, 0, 0, 0, NA
1959-06-27, 25, 12.8, 3.6, 0, 0, NA
1959-06-28, 16.7, 9.4, 1, 0, 0, NA
1959-06-29, 11.7, 8.9, 19.6, 0, 0, NA
1959-06-30, 11.1, 6.7, 12.7, 0, 0, NA
1959-07-01, 25.6, 5.6, 0, 0, 0, NA
1959-07-02, 32.2, 12.8, 0, 0, 0, NA
1959-07-03, 31.1, 15.6, 1.3, 0, 0, NA
1959-07-04, 23.3, 13.9, 0, 0, 0, NA
1959-07-05, 26.7, 10, 0, 0, 0, NA
1959-07-06, 35, 17.2, 0, 0, 0, NA
1959-07-07, 25, 12.2, 0, 0, 0, NA
1959-07-08, 23.3, 10.6, 0, 0, 0, NA
1959-07-09, 28.9, 10.6, 0, 0, 0, NA
1959-07-10, 27.2, 16.1, 0, 0, 0, NA
1959-07-11, 25.6, 15, 0, 0, 0, NA
1959-07-12, 29.4, 15.6, 0, 0, 0, NA
1959-07-13, 30, 17.8, 0, 0, 0, NA
1959-07-14, 31.1, 17.2, 0, 0, 0, NA
1959-07-15, 32.8, 17.2, 25.7, 0, 0, NA
1959-07-16, 28.3, 16.7, 0, 0, 0, NA
1959-07-17, 28.9, 18.3, 0, 0, 0, NA
1959-07-18, 28.3, 17.2, 0, 0, 0, NA
1959-07-19, 31.1, 17.2, 0, 0, 0, NA
1959-07-20, 30.6, 19.4, 0, 0, 0, NA
1959-07-21, 33.9, 17.8, 0.5, 0, 0, NA
1959-07-22, 31.1, 21.1, 0, 0, 0, NA
1959-07-23, 32.2, 18.3, 0, 0, 0, NA
1959-07-24, 35.6, 19.4, 0, 0, 0, NA
1959-07-25, 33.3, 22.8, 0, 0, 0, NA
1959-07-26, 34.4, 20.6, 0, 0, 0, NA
1959-07-27, 35, 20, 0, 0, 0, NA
1959-07-28, 36.1, 21.1, 0, 0, 0, NA
1959-07-29, 26.7, 16.1, 0, 0, 0, NA
1959-07-30, 32.8, 14.4, 0, 0, 0, NA
1959-07-31, 31.1, 17.8, 0, 0, 0, NA
1959-08-01, 33.3, 20.6, 0, 0, 0, NA
1959-08-02, 33.9, 21.7, 0, 0, 0, NA
1959-08-03, 35, 22.8, 0, 0, 0, NA
1959-08-04, 35.6, 18.9, 0, 0, 0, NA
1959-08-05, 35.6, 19.4, 0, 0, 0, NA
1959-08-06, 27.2, 16.7, 0, 0, 0, NA
1959-08-07, 28.9, 16.1, 20.1, 0, 0, NA
1959-08-08, 33.3, 17.2, 0.8, 0, 0, NA
1959-08-09, 32.8, 19.4, 0, 0, 0, NA
1959-08-10, 29.4, 16.1, 0, 0, 0, NA
1959-08-11, 36.1, 18.3, 0, 0, 0, NA
1959-08-12, 20, 15, 0, 0, 0, NA
1959-08-13, 25, 12.2, 0, 0, 0, NA
1959-08-14, 22.8, 13.9, 0, 0, 0, NA
1959-08-15, 30.6, 11.1, 0, 0, 0, NA
1959-08-16, 29.4, 16.7, 0, 0, 0, NA
1959-08-17, 36.7, 15, 0, 0, 0, NA
1959-08-18, 37.8, NA, 0, 0, 0, NA
1959-08-19, 31.1, 17.8, 0, 0, 0, NA
1959-08-20, 28.9, 15.6, 0, 0, 0, NA
1959-08-21, 33.9, 19.4, 0, 0, 0, NA
1959-08-22, 31.7, 18.9, 0, 0, 0, NA
1959-08-23, 30, 19.4, 0, 0, 0, NA
1959-08-24, 35.6, 21.1, 0, 0, 0, NA
1959-08-25, 25.6, 15.6, 0, 0, 0, NA
1959-08-26, 32.8, 14.4, 0, 0, 0, NA
1959-08-27, 35, 18.9, 0, 0, 0, NA
1959-08-28, 36.1, 17.8, 0, 0, 0, NA
1959-08-29, 28.9, 17.2, 0, 0, 0, NA
1959-08-30, 25.6, 13.3, 5.1, 0, 0, NA
1959-08-31, 31.1, 15.6, 0, 0, 0, NA
1959-09-01, 20.6, 10, 0.8, 0, 0, NA
1959-09-02, 21.7, 6.7, 0, 0, 0, NA
1959-09-03, 27.2, 7.8, 0, 0, 0, NA
1959-09-04, 31.1, 15.6, 0, 0, 0, NA
1959-09-05, 29.4, 18.3, 0, 0, 0, NA
1959-09-06, 27.8, 17.2, 0, 0, 0, NA
1959-09-07, 29.4, 15.6, 0, 0, 0, NA
1959-09-08, 38.9, 15.6, 0, 0, 0, NA
1959-09-09, 19.4, 7.8, 0, 0, 0, NA
1959-09-10, 30, 7.8, 0, 0, 0, NA
1959-09-11, 33.3, 14.4, 0, 0, 0, NA
1959-09-12, 32.2, 15.6, 0, 0, 0, NA
1959-09-13, 30, 14.4, 0, 0, 0, NA
1959-09-14, 32.8, 13.3, 0, 0, 0, NA
1959-09-15, 14.4, 6.1, 0.3, 0, 0, NA
1959-09-16, 7.2, 1.1, 18.8, 0, 0, NA
1959-09-17, 5.6, 2.2, 8.6, 0, 0, NA
1959-09-18, 13.9, 5.6, 7.1, 0, 0, NA
1959-09-19, 24.4, 10, 0, 0, 0, NA
1959-09-20, 21.7, 11.7, 0, 0, 0, NA
1959-09-21, 18.9, 9.4, 0, 0, 0, NA
1959-09-22, 17.2, 7.8, 0, 0, 0, NA
1959-09-23, 13.9, 5.6, 0, 0, 0, NA
1959-09-24, 12.2, 8.3, 27.4, 0, 0, NA
1959-09-25, 14.4, 8.3, 2.8, 0, 0, NA
1959-09-26, 16.1, 10.6, 0, 0, 0, NA
1959-09-27, 15, 6.7, 0, 0, 0, NA
1959-09-28, 8.3, 1.7, 0, 0, 0, NA
1959-09-29, 5.6, 0, 0, 0, 0, NA
1959-09-30, 10, -1.7, 0, 0, 0, NA
1959-10-01, 5, 0, 1.3, 13, 0, NA
1959-10-02, 8.9, 0, 0, 0, 0, NA
1959-10-03, 17.2, 2.8, 0, 0, 0, NA
1959-10-04, 20.6, 5.6, 0, 0, 0, NA
1959-10-05, 18.3, 4.4, 0, 0, 0, NA
1959-10-06, 16.1, 5, 0, 0, 0, NA
1959-10-07, 6.1, -1.1, 0, 0, 0, NA
1959-10-08, 4.4, -3.3, 0, 0, 0, NA
1959-10-09, 12.8, -4.4, 0.5, 0, 0, NA
1959-10-10, 7.2, -4.4, 0, 0, 0, NA
1959-10-11, 8.3, -6.1, 0, 0, 0, NA
1959-10-12, 10, -1.1, 0, 0, 0, NA
1959-10-13, 13.9, 0.6, 0, 0, 0, NA
1959-10-14, 17.8, 4.4, 0, 0, 0, NA
1959-10-15, 22.8, 7.2, 0, 0, 0, NA
1959-10-16, 9.4, 0, 0, 0, 0, NA
1959-10-17, 18.9, -0.6, 0, 0, 0, NA
1959-10-18, 23.9, 2.2, 0, 0, 0, NA
1959-10-19, 20, 3.9, 0, 0, 0, NA
1959-10-20, 7.2, -1.7, 0, 0, 0, NA
1959-10-21, 16.1, 3.3, 0, 0, 0, NA
1959-10-22, 18.3, 3.3, 1, 0, 0, NA
1959-10-23, 12.2, 7.8, 0, 0, 0, NA
1959-10-24, 16.7, 5.6, 0, 0, 0, NA
1959-10-25, 16.1, 7.2, 0, 0, 0, NA
1959-10-26, 7.2, -1.7, 0, 0, 0, NA
1959-10-27, 13.3, -2.2, 0, 0, 0, NA
1959-10-28, 11.7, 2.8, 0, 0, 0, NA
1959-10-29, 2.8, -1.7, 0, 0, 0, NA
1959-10-30, 0.6, -3.3, 0, 0, 0, NA
1959-10-31, 14.4, -4.4, 0, 0, 0, NA
1959-11-01, 17.2, 2.2, 0, 0, 0, NA
1959-11-02, 22.2, -1.1, 0, 0, 0, NA
1959-11-03, 12.2, 0.6, 0, 0, 0, NA
1959-11-04, 0.6, -12.2, 10.9, 109, 0, NA
1959-11-05, -10, -16.1, 1, 10, 102, NA
1959-11-06, 8.3, -15.6, 0, 0, 76, NA
1959-11-07, 5, -3.3, 0, 0, 25, NA
1959-11-08, 9.4, -3.3, 0, 0, 0, NA
1959-11-09, 15, 3.9, 0, 0, 0, NA
1959-11-10, 10.6, -6.7, 0.5, 0, 0, NA
1959-11-11, -2.2, -8.9, 3.8, 38, 0, NA
1959-11-12, -8.9, -16.1, 16, 180, 178, NA
1959-11-13, -16.1, -25.6, 2.5, 25, 254, NA
1959-11-14, -6.1, -25.6, 0, 0, 254, NA
1959-11-15, -5.6, -20, 0, 0, 178, NA
1959-11-16, -17.2, -23.3, 0, 0, 152, NA
1959-11-17, 6.7, -20, 0, 0, 152, NA
1959-11-18, 9.4, -2.8, 0, 0, 127, NA
1959-11-19, 3.3, -5, 0, 0, 25, NA
1959-11-20, 7.2, -1.7, 0, 0, 25, NA
1959-11-21, 10, 2.8, 0, 0, 0, NA
1959-11-22, 6.1, 0, 0, 0, 0, NA
1959-11-23, 6.1, 0, 15.7, 0, 0, NA
1959-11-24, 5, -1.1, 0, 0, 0, NA
1959-11-25, 7.2, -3.3, 1.8, 18, 0, NA
1959-11-26, -1.7, -6.1, 1.8, 18, 25, NA
1959-11-27, -5, -12.2, 0.8, 8, 51, NA
1959-11-28, 5.6, -12.2, 0, 0, 25, NA
1959-11-29, 7.8, 0, 0, 0, 0, NA
1959-11-30, 7.2, 0.6, 0, 0, 0, NA
1959-12-01, 6.7, -1.7, 0, 0, 0, NA
1959-12-02, 17.2, 1.7, 0, 0, 0, NA
1959-12-03, 13.3, -0.6, 2.8, 20, 0, NA
1959-12-04, 1.7, -3.3, 0, 0, 25, NA
1959-12-05, 5.6, -4.4, 0, 0, 0, NA
1959-12-06, 13.3, 3.9, 0, 0, 0, NA
1959-12-07, 10, 0, 0, 0, 0, NA
1959-12-08, 7.2, -3.3, 0, 0, 0, NA
1959-12-09, 4.4, -4.4, 0, 0, 0, NA
1959-12-10, 10, -1.7, 0, 0, 0, NA
1959-12-11, 9.4, 0.6, 0, 0, 0, NA
1959-12-12, 8.9, 0.6, 0, 0, 0, NA
1959-12-13, 6.7, -1.1, 0, 0, 0, NA
1959-12-14, 5, -2.8, 0, 0, 0, NA
1959-12-15, 16.1, 0.6, 0, 0, 0, NA
1959-12-16, 13.9, 1.7, 0, 0, 0, NA
1959-12-17, 4.4, -2.2, 0, 0, 0, NA
1959-12-18, 5, -2.2, 0, 0, 0, NA
1959-12-19, 7.8, -2.8, 0, 0, 0, NA
1959-12-20, 3.9, -6.1, 0, 0, 0, NA
1959-12-21, 0.6, -9.4, 0, 0, 0, NA
1959-12-22, -0.6, -8.3, 0, 0, 0, NA
1959-12-23, -3.3, -11.7, 0, 0, 0, NA
1959-12-24, 5.6, -12.8, 0, 0, 0, NA
1959-12-25, 15, 1.1, 0, 0, 0, NA
1959-12-26, 6.1, -1.7, 0, 0, 0, NA
1959-12-27, -1.7, -5, 3, 30, 0, NA
1959-12-28, 3.9, -3.3, 0, 0, 25, NA
1959-12-29, 0, -5, 2.5, 25, 0, NA
1959-12-30, -3.3, -12.2, 0, 0, 25, NA
1959-12-31, -1.7, -8.9, 1, 10, 25, NA
1960-01-01, -8.9, -12.8, 1.8, 18, 51, NA
1960-01-02, -7.8, -13.3, 0, 0, 51, NA
1960-01-03, -9.4, -20, 0, 0, 51, NA
1960-01-04, -2.2, -20.6, 3.6, 36, 25, NA
1960-01-05, 2.8, -21.1, 0, 0, 51, NA
1960-01-06, 7.8, -2.2, 0, 0, 0, NA
1960-01-07, 4.4, -4.4, 0, 0, 0, NA
1960-01-08, 6.1, -4.4, 0, 0, 0, NA
1960-01-09, 7.8, -2.8, 0, 0, 0, NA
1960-01-10, 3.9, -6.7, 0, 0, 0, NA
1960-01-11, 13.3, 0, 0, 0, 0, NA
1960-01-12, 7.2, -3.3, 0, 0, 0, NA
1960-01-13, 0.6, -7.2, 0, 0, 0, NA
1960-01-14, -4.4, -10.6, 0, 0, 0, NA
1960-01-15, -0.6, -8.9, 0, 0, 0, NA
1960-01-16, -1.7, -7.8, 2, 20, 0, NA
1960-01-17, -7.8, -15.6, 0, 0, 25, NA
1960-01-18, -11.7, -15, 0, 0, 25, NA
1960-01-19, -6.7, -17.2, 0, 0, 0, NA
1960-01-20, -2.2, -13.3, 0, 0, 0, NA
1960-01-21, -10, -18.3, 0, 0, 0, NA
1960-01-22, -7.8, -18.9, 0, 0, 0, NA
1960-01-23, 4.4, -12.2, 0, 0, 0, NA
1960-01-24, 7.8, -3.3, 0, 0, 0, NA
1960-01-25, 0.6, -11.7, 1.8, 18, 25, NA
1960-01-26, -3.3, -13.3, 0.8, 8, 0, NA
1960-01-27, 8.3, -8.3, 0, 0, 0, NA
1960-01-28, 7.2, -3.3, 0, 0, 0, NA
1960-01-29, 16.1, -5.6, 0, 0, 0, NA
1960-01-30, 15, 0, 0, 0, 0, NA
1960-01-31, 7.2, -3.9, 0, 0, 0, NA
1960-02-01, -4.4, -6.1, 3.6, 36, 0, NA
1960-02-02, 1.7, -5.6, 0, 0, 25, NA
1960-02-03, 5.6, -2.2, 0, 0, 0, NA
1960-02-04, 8.3, -1.1, 0, 0, 0, NA
1960-02-05, 8.9, -3.9, 0, 0, 0, NA
1960-02-06, 6.1, -2.2, 0, 0, 0, NA
1960-02-07, 17.2, -3.3, 0, 0, 0, NA
1960-02-08, 7.8, -1.7, 2.5, 25, 0, NA
1960-02-09, -1.7, -15, 7.4, 74, 51, NA
1960-02-10, -8.3, -15, 0, 0, 102, NA
1960-02-11, -6.1, -12.8, 0, 0, 102, NA
1960-02-12, 0.6, -12.2, 0, 0, 102, NA
1960-02-13, 3.9, -5, 0, 0, 51, NA
1960-02-14, 1.7, -6.1, 0, 0, 25, NA
1960-02-15, 7.8, -7.2, 0, 0, 25, NA
1960-02-16, 1.7, -3.9, 0.5, 5, 25, NA
1960-02-17, -1.1, -7.8, 1.3, 13, 25, NA
1960-02-18, -5, -18.3, 0.8, 8, 25, NA
1960-02-19, -6.7, -17.2, 0.3, 3, 25, NA
