"date", "max_temperature", "min_temperature", "precipitation", "snowfall", "snowdepth", "snowdepth_water_equiv"
1949-01-01, 4.4, -5.6, 0, 0, 51, NA
1949-01-02, -3.9, -17.8, 0, 0, 51, NA
1949-01-03, -18.3, -20, 0, 0, 51, NA
1949-01-04, -14.4, -18.3, 0.8, 76, 102, NA
1949-01-05, -0.6, -14.4, 0.3, 25, 152, NA
1949-01-06, 8.9, -5.6, 0, 0, 152, NA
1949-01-07, 12.2, -1.1, 0, 0, 152, NA
1949-01-08, 2.2, -18.9, 0, 0, 152, NA
1949-01-09, -18.9, -21.7, 0.3, 13, 152, NA
1949-01-10, -19.4, -22.2, 3, 36, 178, NA
1949-01-11, -14.4, -20, 0.5, 5, 203, NA
1949-01-12, 3.9, -14.4, 0, 0, 178, NA
1949-01-13, 6.7, -6.1, 0, 0, 152, NA
1949-01-14, 8.9, -4.4, 0, 0, 152, NA
1949-01-15, -0.6, -10.6, 0, 15, 152, NA
1949-01-16, -10.6, -19.4, 0, 0, 178, NA
1949-01-17, -4.4, -23.3, 1.3, 51, 152, NA
1949-01-18, -3.3, -20, 0, 0, 203, NA
1949-01-19, -18.3, -26.1, 0, 0, 203, NA
1949-01-20, -23.9, -28.3, 0.3, 28, 229, NA
1949-01-21, -17.8, -31.7, 0, 0, 229, NA
1949-01-22, -21.1, -24.4, 0, 0, 229, NA
1949-01-23, -21.1, -24.4, 2.3, 23, 254, NA
1949-01-24, -22.2, -27.8, 0, 0, 254, NA
1949-01-25, -18.3, -26.7, 0, 0, 254, NA
1949-01-26, -1.7, -24.4, 0, 0, 254, NA
1949-01-27, -7.2, -16.7, 2.5, 25, 254, NA
1949-01-28, -13.3, -18.9, 0, 0, 279, NA
1949-01-29, -8.9, -26.1, 0, 0, 279, NA
1949-01-30, -1.7, -9.4, 0, 0, 279, NA
1949-01-31, -5, -15.6, 1, 10, 279, NA
1949-02-01, -14.4, -21.7, 0, 0, 279, NA
1949-02-02, -9.4, -20, 0, 0, 279, NA
1949-02-03, -8.9, -21.1, 0, 0, 279, NA
1949-02-04, -11.1, -22.8, 0, 0, 279, NA
1949-02-05, -11.1, -17.8, 0, 0, 279, NA
1949-02-06, -4.4, -20.6, 0, 0, 279, NA
1949-02-07, 0, -12.2, 6.4, 64, 254, NA
1949-02-08, -6.1, -19.4, 0, 0, 305, NA
1949-02-09, -3.9, -13.3, 0, 0, 305, NA
1949-02-10, 5.6, -15.6, 0, 0, 254, NA
1949-02-11, 7.8, -17.2, 0, 0, 254, NA
1949-02-12, -17.8, -23.3, 0, 0, 254, NA
1949-02-13, -15, -23.9, 0, 0, 254, NA
1949-02-14, -1.7, -18.9, 0, 0, 229, NA
1949-02-15, 3.3, -13.3, 0, 0, 229, NA
1949-02-16, 6.1, -16.1, 0, 0, 229, NA
1949-02-17, 11.1, 1.7, 0, 0, 178, NA
1949-02-18, 3.9, -15.6, 0, 0, 178, NA
1949-02-19, -12.8, -16.7, 0, 0, 178, NA
1949-02-20, -7.2, -18.9, 0, 0, 178, NA
1949-02-21, 3.3, -11.7, 0, 0, 152, NA
1949-02-22, 11.1, -5, 0, 0, 127, NA
1949-02-23, 7.2, -1.1, 0, 0, 127, NA
1949-02-24, 4.4, -7.2, 0, 0, 102, NA
1949-02-25, 5.6, -2.8, 0, 0, 76, NA
1949-02-26, 3.3, -5, 0, 0, 51, NA
1949-02-27, 1.1, -6.1, 0, 0, 51, NA
1949-02-28, 8.3, -5.6, 0, 0, 25, NA
1949-03-01, 7.2, -3.9, 0, 0, 25, NA
1949-03-02, 11.7, -3.9, 0, 0, 25, NA
1949-03-03, 12.2, -0.6, 0, 0, 0, NA
1949-03-04, 13.3, -1.1, 0, 0, 0, NA
1949-03-05, 7.8, 0.6, 0, 0, 0, NA
1949-03-06, 10, 1.7, 0, 0, 0, NA
1949-03-07, 10, -0.6, 0, 0, 0, NA
1949-03-08, 1.1, -6.7, 0, 0, 0, NA
1949-03-09, -2.8, -8.9, 1.3, 13, 0, NA
1949-03-10, -6.7, -17.8, 1.3, 13, 25, NA
1949-03-11, 2.8, -16.1, 0, 0, 25, NA
1949-03-12, 1.7, -7.8, 0, 0, 25, NA
1949-03-13, -3.9, -7.8, 2.5, 25, 51, NA
1949-03-14, -7.8, -18.9, 1, 3, 51, NA
1949-03-15, 0, -19.4, 0, 0, 51, NA
1949-03-16, -4.4, -12.2, 1.5, 3, 51, NA
1949-03-17, -2.8, -9.4, 0.5, 5, 51, NA
1949-03-18, 2.8, -10, 0, 0, 51, NA
1949-03-19, 12.2, -5, 0, 0, 25, NA
1949-03-20, 8.9, 3.9, 0, 0, 25, NA
1949-03-21, 8.9, 0.6, 0, 0, 0, NA
1949-03-22, 13.3, -1.7, 0, 0, 0, NA
1949-03-23, 7.2, 0.6, 0, 0, 0, NA
1949-03-24, 0, -4.4, 0, 0, 0, NA
1949-03-25, 11.7, -5, 0, 0, 0, NA
1949-03-26, 9.4, -0.6, 0, 0, 0, NA
1949-03-27, 10.6, -0.6, 0, 0, 0, NA
1949-03-28, 6.1, -1.7, 0, 0, 0, NA
1949-03-29, 7.2, -2.8, 0, 0, 0, NA
1949-03-30, 3.3, -2.8, 0, 0, 0, NA
1949-03-31, 4.4, -5.6, 0, 0, 0, NA
1949-04-01, 10, -6.7, 0, 0, 0, NA
1949-04-02, 10, -4.4, 0, 0, 0, NA
1949-04-03, 15.6, -2.8, 0, 0, 0, NA
1949-04-04, 15.6, 1.1, 0, 0, 0, NA
1949-04-05, 22.2, 1.1, 0, 0, 0, NA
1949-04-06, 17.8, 6.1, 0, 0, 0, NA
1949-04-07, 20, 6.1, 0, 0, 0, NA
1949-04-08, 18.9, 4.4, 0.3, 0, 0, NA
1949-04-09, 9.4, 1.7, 8.9, 0, 0, NA
1949-04-10, 13.9, 1.7, 2.5, 0, 0, NA
1949-04-11, 25.6, 0, 0, 0, 0, NA
1949-04-12, 20, 7.8, 0, 0, 0, NA
1949-04-13, 10, 3.3, 18.8, 0, 0, NA
1949-04-14, 8.9, -1.1, 0, 0, 0, NA
1949-04-15, 14.4, -2.8, 0, 0, 0, NA
1949-04-16, 20.6, 2.2, 0, 0, 0, NA
1949-04-17, 12.8, 1.1, 0, 0, 0, NA
1949-04-18, 20, -0.6, 0, 0, 0, NA
1949-04-19, 26.1, 5.6, 0, 0, 0, NA
1949-04-20, 19.4, 5, 1, 0, 0, NA
1949-04-21, 13.9, 4.4, 0, 0, 0, NA
1949-04-22, 16.7, 4.4, 0, 0, 0, NA
1949-04-23, 24.4, 2.8, 0, 0, 0, NA
1949-04-24, 21.1, 7.8, 0, 0, 0, NA
1949-04-25, 19.4, 8.9, 0, 0, 0, NA
1949-04-26, 22.2, 7.2, 0, 0, 0, NA
1949-04-27, 22.8, 6.7, 0, 0, 0, NA
1949-04-28, 27.8, 11.1, 0, 0, 0, NA
1949-04-29, 28.3, 12.8, 3.3, 0, 0, NA
1949-04-30, 13.3, 2.8, 26.7, 0, 0, NA
1949-05-01, 15.6, 5, 0, 0, 0, NA
1949-05-02, 28.3, 6.1, 0, 0, 0, NA
1949-05-03, 22.2, 11.1, 0, 0, 0, NA
1949-05-04, 18.9, 11.1, 0, 0, 0, NA
1949-05-05, 11.1, 7.8, 5.3, 0, 0, NA
1949-05-06, 15.6, 6.7, 0, 0, 0, NA
1949-05-07, 16.1, 5, 0, 0, 0, NA
1949-05-08, 20, 8.9, 0, 0, 0, NA
1949-05-09, 22.2, 6.7, 0, 0, 0, NA
1949-05-10, 24.4, 8.3, 0, 0, 0, NA
1949-05-11, 27.2, 9.4, 0, 0, 0, NA
1949-05-12, 27.2, 12.2, 0, 0, 0, NA
1949-05-13, 23.3, 11.7, 0, 0, 0, NA
1949-05-14, 23.9, 9.4, 0, 0, 0, NA
1949-05-15, 26.1, 11.1, 0, 0, 0, NA
1949-05-16, 18.3, 11.7, 0, 0, 0, NA
1949-05-17, 23.3, 9.4, 0.3, 0, 0, NA
1949-05-18, 10, 5.6, 0, 0, 0, NA
1949-05-19, 13.9, 5, 0, 0, 0, NA
1949-05-20, 17.2, 5, 0, 0, 0, NA
1949-05-21, 17.8, 10, 5.1, 0, 0, NA
1949-05-22, 18.3, 6.7, 2.3, 0, 0, NA
1949-05-23, 6.1, 1.7, 26.2, 0, 0, NA
1949-05-24, 22.2, 1.7, 0, 0, 0, NA
1949-05-25, 23.9, 7.2, 0, 0, 0, NA
1949-05-26, 29.4, 9.4, 0, 0, 0, NA
1949-05-27, 28.9, 11.7, 0, 0, 0, NA
1949-05-28, 30, 17.8, 0, 0, 0, NA
1949-05-29, 27.8, 15.6, 0, 0, 0, NA
1949-05-30, 30, 12.2, 1.8, 0, 0, NA
1949-05-31, 24.4, 12.2, 0, 0, 0, NA
1949-06-01, 16.7, 11.1, 7.9, 0, 0, NA
1949-06-02, 18.9, 8.3, 33.8, 0, 0, NA
1949-06-03, 19.4, 8.9, 0, 0, 0, NA
1949-06-04, 22.2, 7.2, 0, 0, 0, NA
1949-06-05, 26.7, 11.7, 0, 0, 0, NA
1949-06-06, 22.8, 11.1, 0.5, 0, 0, NA
1949-06-07, 13.9, 9.4, 8.4, 0, 0, NA
1949-06-08, 23.9, 11.1, 0, 0, 0, NA
1949-06-09, 26.7, 13.3, 0, 0, 0, NA
1949-06-10, 30.6, 13.9, 0, 0, 0, NA
1949-06-11, 32.2, 16.1, 0, 0, 0, NA
1949-06-12, 24.4, 13.3, 0, 0, 0, NA
1949-06-13, 13.3, 9.4, 0, 0, 0, NA
1949-06-14, 26.1, 7.2, 0, 0, 0, NA
1949-06-15, 28.9, 12.2, 0, 0, 0, NA
1949-06-16, 28.3, 12.2, 0, 0, 0, NA
1949-06-17, 16.7, 11.1, 0, 0, 0, NA
1949-06-18, 18.3, 10.6, 0.5, 0, 0, NA
1949-06-19, 32.2, 13.9, 0, 0, 0, NA
1949-06-20, 25.6, 15.6, 1.5, 0, 0, NA
1949-06-21, 31.1, 10, 0, 0, 0, NA
1949-06-22, 35, 16.7, 0, 0, 0, NA
1949-06-23, 25.6, 13.9, 0.3, 0, 0, NA
1949-06-24, 26.7, 11.7, 0, 0, 0, NA
1949-06-25, 29.4, 15, 0, 0, 0, NA
1949-06-26, 33.9, 15.6, 0, 0, 0, NA
1949-06-27, 25.6, 14.4, 0, 0, 0, NA
1949-06-28, 34.4, 13.3, 0, 0, 0, NA
1949-06-29, 36.1, 17.8, 0, 0, 0, NA
1949-06-30, 28.3, 14.4, 0, 0, 0, NA
1949-07-01, 35, 16.7, 0, 0, 0, NA
1949-07-02, 39.4, 18.3, 0, 0, 0, NA
1949-07-03, 38.9, 15.6, 0, 0, 0, NA
1949-07-04, 32.2, 18.3, 0, 0, 0, NA
1949-07-05, 30, 17.8, 0.8, 0, 0, NA
1949-07-06, 32.8, 19.4, 0, 0, 0, NA
1949-07-07, 32.8, 18.9, 0, 0, 0, NA
1949-07-08, 28.9, 19.4, 0, 0, 0, NA
1949-07-09, 30, 15.6, 0, 0, 0, NA
1949-07-10, 26.1, 17.8, 0, 0, 0, NA
1949-07-11, 27.2, 16.7, 0, 0, 0, NA
1949-07-12, 31.1, 13.9, 0, 0, 0, NA
1949-07-13, 26.7, 15, 0, 0, 0, NA
1949-07-14, 25.6, 13.3, 0, 0, NA, NA
1949-07-15, 32.2, 14.4, 0, 0, 0, NA
1949-07-16, 36.7, 20, 0, 0, 0, NA
1949-07-17, 31.7, 19.4, 0, 0, 0, NA
1949-07-18, 27.8, 16.7, 0, 0, 0, NA
1949-07-19, 36.7, 17.8, 0, 0, 0, NA
1949-07-20, 36.7, 13.3, 0, 0, 0, NA
1949-07-21, 27.8, 12.2, 0, 0, 0, NA
1949-07-22, 36.7, 13.3, 0, 0, 0, NA
1949-07-23, 38.3, 22.2, 0, 0, 0, NA
1949-07-24, 40, 18.3, 0, 0, 0, NA
1949-07-25, 30, 20.6, 0, 0, 0, NA
1949-07-26, 33.9, 16.7, 0, 0, 0, NA
1949-07-27, 35, 18.9, 0.3, 0, 0, NA
1949-07-28, 26.7, 15.6, 0, 0, 0, NA
1949-07-29, 27.2, 15.6, 0, 0, 0, NA
1949-07-30, 33.9, 15, 0, 0, 0, NA
1949-07-31, 37.2, 17.8, 0, 0, 0, NA
1949-08-01, 31.7, 15.6, 0, 0, 0, NA
1949-08-02, 28.9, 13.3, 0, 0, 0, NA
1949-08-03, 33.9, 16.7, 0, 0, 0, NA
1949-08-04, 37.8, 19.4, 0, 0, 0, NA
1949-08-05, 35.6, 23.9, 0, 0, 0, NA
1949-08-06, 38.9, 17.8, 0, 0, 0, NA
1949-08-07, 38.3, 21.1, 0, 0, 0, NA
1949-08-08, 33.9, 21.1, 0, 0, 0, NA
1949-08-09, 31.7, 17.2, 0, 0, 0, NA
1949-08-10, 33.9, 16.7, 0, 0, 0, NA
1949-08-11, 37.8, 18.9, 0, 0, 0, NA
1949-08-12, 35, 18.3, 0, 0, 0, NA
1949-08-13, 36.7, 16.1, 0, 0, 0, NA
1949-08-14, 34.4, 15.6, 4.3, 0, 0, NA
1949-08-15, 31.7, 14.4, 9.4, 0, 0, NA
1949-08-16, 31.1, 15, 0, 0, 0, NA
1949-08-17, 28.9, 16.7, 2, 0, 0, NA
1949-08-18, 24.4, 15.6, 9.7, 0, 0, NA
1949-08-19, 25, 15.6, 0, 0, 0, NA
1949-08-20, 28.9, 15.6, 1, 0, 0, NA
1949-08-21, 35, 16.1, 0, 0, 0, NA
1949-08-22, 40, 17.8, 0, 0, 0, NA
1949-08-23, 40, 21.1, 0, 0, 0, NA
1949-08-24, 28.3, 18.9, 0, 0, 0, NA
1949-08-25, 35.6, 16.7, 0, 0, 0, NA
1949-08-26, 27.8, 17.2, 0, 0, 0, NA
1949-08-27, 28.3, 14.4, 0, 0, 0, NA
1949-08-28, 27.2, 15.6, 0, 0, 0, NA
1949-08-29, 26.7, 13.9, 0, 0, 0, NA
1949-08-30, 24.4, 8.9, 0, 0, 0, NA
1949-08-31, 22.8, 8.9, 0, 0, 0, NA
1949-09-01, 30.6, 8.9, 0, 0, 0, NA
1949-09-02, 30.6, 12.2, 0, 0, 0, NA
1949-09-03, 18.3, 12.8, 0, 0, 0, NA
1949-09-04, 18.9, 11.7, NA, 0, 0, NA
1949-09-05, 20.6, 11.7, 0, 0, 0, NA
1949-09-06, 12.8, 9.4, 1, 0, 0, NA
1949-09-07, 16.1, 9.4, 0, 0, 0, NA
1949-09-08, 25, 11.7, 0, 0, 0, NA
1949-09-09, 25.6, 12.2, 0, 0, 0, NA
1949-09-10, 25.6, 13.9, 0, 0, 0, NA
1949-09-11, 16.7, 3.3, 0.5, 0, 0, NA
1949-09-12, 9.4, 0.6, 0, 0, 0, NA
1949-09-13, 17.8, 0, 0, 0, 0, NA
1949-09-14, 21.1, 5.6, 0, 0, 0, NA
1949-09-15, 28.3, 8.3, 0, 0, 0, NA
1949-09-16, 33.9, 12.2, 0, 0, 0, NA
1949-09-17, 21.1, 8.9, 0, 0, 0, NA
1949-09-18, 22.2, 6.1, 0, 0, 0, NA
1949-09-19, 27.8, 7.2, 0, 0, 0, NA
1949-09-20, 21.1, 8.3, 0, 0, 0, NA
1949-09-21, 23.3, 6.7, 0, 0, 0, NA
1949-09-22, 23.3, 10, 0, 0, 0, NA
1949-09-23, 27.8, 8.9, 0, 0, 0, NA
1949-09-24, 29.4, 11.1, 0, 0, 0, NA
1949-09-25, 29.4, 13.3, 0, 0, 0, NA
1949-09-26, 21.7, 9.4, 0, 0, 0, NA
1949-09-27, 23.9, 7.8, 0, 0, 0, NA
1949-09-28, 20.6, 3.9, 0, 0, 0, NA
1949-09-29, 27.8, 3.9, 0, 0, 0, NA
1949-09-30, 25, 11.1, 0, 0, 0, NA
1949-10-01, 22.2, 11.7, 0, 0, 0, NA
1949-10-02, 22.2, 8.9, 0, 0, 0, NA
1949-10-03, 17.8, 8.9, 0, 0, 0, NA
1949-10-04, 23.3, 6.7, 0, 0, 0, NA
1949-10-05, 31.1, 12.8, 0, 0, 0, NA
1949-10-06, 16.1, 7.8, 0, 0, 0, NA
1949-10-07, 10.6, 4.4, 15, 0, 0, NA
1949-10-08, 4.4, 1.1, 2, 0, 0, NA
1949-10-09, 10.6, 3.3, 0, 0, 0, NA
1949-10-10, 14.4, 2.8, 0, 0, 0, NA
1949-10-11, 15, 0.6, 0, 0, 0, NA
1949-10-12, 23.3, 4.4, 0, 0, 0, NA
1949-10-13, 10, 1.1, 0, 0, 0, NA
1949-10-14, 15, -0.6, 0, 0, 0, NA
1949-10-15, 25, 3.9, 0, 0, 0, NA
1949-10-16, 14.4, 3.9, 0, 0, 0, NA
1949-10-17, 13.9, 2.8, 0, 0, 0, NA
1949-10-18, 6.7, 1.7, 0, 0, 0, NA
1949-10-19, 2.2, -3.3, 5.1, 0, 0, NA
1949-10-20, 1.1, -3.9, 7.1, 25, 0, NA
1949-10-21, 5, -5.6, 0, 0, 0, NA
1949-10-22, 15.6, 1.1, 0, 0, 0, NA
1949-10-23, 5.6, 1.1, 0, 0, 0, NA
1949-10-24, 17.2, 1.1, 0, 0, 0, NA
1949-10-25, 7.2, 0, 0, 0, 0, NA
1949-10-26, 21.1, 0, 0, 0, 0, NA
1949-10-27, 16.7, 4.4, 0, 0, 0, NA
1949-10-28, 21.1, 4.4, 0, 0, 0, NA
1949-10-29, 14.4, 2.2, 0, 0, 0, NA
1949-10-30, 7.8, 0, 0, 0, 0, NA
1949-10-31, 21.1, 2.2, 0, 0, 0, NA
1949-11-01, 18.9, 6.1, 0, 0, 0, NA
1949-11-02, 14.4, 0.6, 0, 0, 0, NA
1949-11-03, 22.2, 5, 0, 0, 0, NA
1949-11-04, 20, 5, 0, 0, 0, NA
1949-11-05, 21.1, 3.3, 0, 0, 0, NA
1949-11-06, 22.2, 2.2, 0, 0, 0, NA
1949-11-07, 20.6, 5, 0, 0, 0, NA
1949-11-08, 20, 5.6, 0, 0, 0, NA
1949-11-09, 17.8, 2.2, 0, 0, 0, NA
1949-11-10, 18.9, 3.3, 0, 0, 0, NA
1949-11-11, 11.7, 2.8, 0, 0, 0, NA
1949-11-12, 15.6, -0.6, 0, 0, 0, NA
1949-11-13, 12.2, 2.8, 2.3, 0, 0, NA
1949-11-14, 8.9, -0.6, 0, 0, 0, NA
1949-11-15, 13.3, -3.3, 0, 0, 0, NA
1949-11-16, 7.8, 0, 0, 0, 0, NA
1949-11-17, 10.6, -1.7, 0, 0, 0, NA
1949-11-18, 20, 0, 0, 0, 0, NA
1949-11-19, 13.3, 1.7, 0, 0, 0, NA
1949-11-20, 3.9, -7.8, 0, 0, 0, NA
1949-11-21, 11.7, -9.4, 0, 0, 0, NA
1949-11-22, 16.7, 1.1, 0, 0, 0, NA
1949-11-23, 12.8, 1.1, 1, 0, 0, NA
1949-11-24, 8.9, 1.7, 0, 0, 0, NA
1949-11-25, 15.6, 0, 0, 0, 0, NA
1949-11-26, 12.8, 6.1, 0, 0, 0, NA
1949-11-27, 22.2, 3.3, 0, 0, 0, NA
1949-11-28, 11.7, 4.4, 0, 0, 0, NA
1949-11-29, 10, -1.7, 0, 0, 0, NA
1949-11-30, 12.8, -2.8, 0, 0, 0, NA
1949-12-01, 10.6, -5.6, 0, 0, 0, NA
1949-12-02, 15, 2.2, 0, 0, 0, NA
1949-12-03, 5.6, -7.2, 0, 0, 0, NA
1949-12-04, 7.2, -7.2, 0, 0, 0, NA
1949-12-05, 7.8, -6.1, 0, 0, 0, NA
1949-12-06, 7.8, -10.6, 0, 0, 0, NA
1949-12-07, 0.6, -12.8, 0, 0, 0, NA
1949-12-08, -3.3, -12.8, 0, 0, 0, NA
1949-12-09, 10.6, -11.1, 0, 0, 0, NA
1949-12-10, 2.8, -12.8, 3.8, 38, 0, NA
1949-12-11, -12.8, -17.2, NA, 25, 25, NA
1949-12-12, -2.8, -18.3, 0, 0, 0, NA
1949-12-13, -7.2, -16.7, 0, 0, 0, NA
1949-12-14, -0.6, -13.3, 0, 0, 0, NA
1949-12-15, 5.6, -7.8, 0, 0, 0, NA
1949-12-16, 5, -6.1, 0, 0, 0, NA
1949-12-17, -1.1, -10.6, 0, 0, 0, NA
1949-12-18, 2.2, -12.2, 0, 0, 0, NA
1949-12-19, -8.3, -17.2, NA, 38, 51, NA
1949-12-20, -12.2, -18.9, NA, 51, 51, NA
1949-12-21, -4.4, -18.9, 0, 0, 51, NA
1949-12-22, -1.1, -12.8, 0.5, 13, 51, NA
1949-12-23, 0.6, -16.7, 0, 8, 51, NA
1949-12-24, 1.1, -12.8, 0, 5, 76, NA
1949-12-25, -6.7, -17.2, 0, 8, 76, NA
1949-12-26, 1.7, -9.4, 0, 0, 76, NA
1949-12-27, 1.7, -9.4, 0, 0, 76, NA
1949-12-28, 3.9, -13.3, 0, 0, 51, NA
1949-12-29, 9.4, -16.7, 0, 0, 51, NA
1949-12-30, 10.6, -7.8, 0, 0, 25, NA
1949-12-31, 2.2, -7.8, 0, 0, 25, NA
1950-01-01, 2.2, -15, 0.3, 0, 25, NA
1950-01-02, -15, -24.4, 3, 23, 51, NA
1950-01-03, -22.8, -30.6, 0, 5, 102, NA
1950-01-04, -11.7, -31.1, 0, 0, 76, NA
1950-01-05, -8.3, -20.6, 0, 0, 76, NA
1950-01-06, 3.9, -14.4, 0, 0, 51, NA
1950-01-07, 2.2, -14.4, 0, 0, 51, NA
1950-01-08, 3.3, -10, 0, 0, 51, NA
1950-01-09, -1.7, -16.1, 0, 13, 76, NA
1950-01-10, -1.7, -17.2, 0, 0, 76, NA
1950-01-11, 10, -10, 0, 0, 51, NA
1950-01-12, -9.4, -19.4, 0, 0, 51, NA
1950-01-13, -17.2, -23.3, 0, 0, 51, NA
1950-01-14, -18.3, -25.6, 0, 0, 51, NA
1950-01-15, -12.8, -28.3, 0, 0, 51, NA
1950-01-16, -16.1, -22.8, 0, 0, 51, NA
1950-01-17, -20, -23.3, 0, 0, 51, NA
1950-01-18, -6.7, -20.6, 12.7, 20, 51, NA
1950-01-19, -5.6, -17.8, 0, 0, 51, NA
1950-01-20, 9.4, -13.3, 0, 0, 51, NA
1950-01-21, 11.7, 2.2, 0, 0, 25, NA
1950-01-22, 3.3, -7.8, 0, 0, 25, NA
1950-01-23, 1.1, -11.1, 0, 0, 25, NA
1950-01-24, -11.1, -26.7, 0, 0, 25, NA
1950-01-25, -23.9, -27.8, 0, 0, 25, NA
1950-01-26, -7.2, -27.8, 0, 0, 25, NA
1950-01-27, 6.7, -8.3, 0, 0, 25, NA
1950-01-28, 6.1, -20, 0, 0, 25, NA
1950-01-29, -9.4, -23.3, 0, 0, 25, NA
1950-01-30, -14.4, -21.7, 0, 0, 25, NA
1950-01-31, -8.9, -21.7, 0, 0, 25, NA
1950-02-01, -8.3, -20, 0, 0, 25, NA
1950-02-02, -1.7, -19.4, 0, 0, 25, NA
1950-02-03, 7.2, -14.4, 0, 0, 0, NA
1950-02-04, 12.8, -11.1, 0, 0, 0, NA
1950-02-05, 7.2, -1.1, 0, 0, 0, NA
1950-02-06, 10.6, -2.2, 0, 0, 0, NA
1950-02-07, 8.3, -3.3, 0, 0, 0, NA
1950-02-08, 8.3, -7.8, 0, 0, 0, NA
1950-02-09, 1.1, -6.7, 0, 0, 0, NA
1950-02-10, 2.2, -5.6, 0, 0, 0, NA
1950-02-11, 1.1, -6.1, 0, 0, 0, NA
1950-02-12, -4.4, -8.3, 7.1, 43, 51, NA
1950-02-13, -2.2, -10.6, 0, 0, 25, NA
1950-02-14, 3.3, -11.7, 0, 0, 25, NA
1950-02-15, 8.3, -7.2, 0, 0, 0, NA
1950-02-16, 16.7, -2.2, 0, 0, 0, NA
1950-02-17, 6.7, -6.7, 0, 0, 0, NA
1950-02-18, 4.4, -9.4, 0, 0, 0, NA
1950-02-19, 15.6, -9.4, 0, 0, 0, NA
1950-02-20, 3.9, -8.3, 0, 0, 0, NA
1950-02-21, 0.6, -10.6, 0.5, 5, 25, NA
1950-02-22, 5, -6.7, 0, 0, 0, NA
1950-02-23, 5.6, -12.2, 0, 0, 0, NA
1950-02-24, 1.7, -12.2, 0, 0, 0, NA
1950-02-25, 5.6, -12.2, 0, 0, 0, NA
1950-02-26, 16.7, -6.7, 0, 0, 0, NA
1950-02-27, 16.7, -1.7, 0, 0, 0, NA
1950-02-28, 2.8, -5.6, 0, 0, 0, NA
1950-03-01, -2.8, -12.8, 0, 0, 0, NA
1950-03-02, 7.8, -12.8, 0, 0, 0, NA
1950-03-03, 13.3, -2.8, 0, 0, 0, NA
1950-03-04, 18.9, 1.1, 0, 0, 0, NA
1950-03-05, 15.6, -1.7, 0, 0, 0, NA
1950-03-06, 15, -3.3, 0, 0, 0, NA
1950-03-07, -2.8, -12.2, 3.8, 15, 25, NA
1950-03-08, 0, -16.7, 0, 0, 25, NA
1950-03-09, -8.9, -11.7, 0, 53, 76, NA
1950-03-10, -9.4, -14.4, 15.5, 79, 152, NA
1950-03-11, -11.7, -25, 0, 0, 152, NA
1950-03-12, -6.7, -25.6, 0, 0, 152, NA
1950-03-13, -0.6, -22.2, 0, 0, 152, NA
1950-03-14, 5.6, -12.2, 0, 0, 127, NA
1950-03-15, 4.4, -7.8, 0, 0, 102, NA
1950-03-16, 11.1, -5.6, 0, 0, 0, NA
1950-03-17, 0, -10.6, 5.6, 56, 0, NA
1950-03-18, -6.1, -15.6, 12.4, 163, 254, NA
1950-03-19, -3.9, -15, 0, 0, 254, NA
1950-03-20, 0, -8.3, 7.6, 76, 330, NA
1950-03-21, 4.4, -7.2, 0, 0, 305, NA
1950-03-22, 7.2, -8.3, 0, 0, 152, NA
1950-03-23, 4.4, -4.4, 2, 20, 102, NA
1950-03-24, 5, -6.7, 0, 0, 51, NA
1950-03-25, 0.6, -2.8, 0, 0, 51, NA
1950-03-26, -1.1, -3.9, 6.4, 170, 203, NA
1950-03-27, -2.2, -6.1, 4.6, 66, 254, NA
1950-03-28, -0.6, -6.1, 2.3, 30, 305, NA
1950-03-29, 2.2, -10, 0, 0, 203, NA
1950-03-30, 6.7, -8.9, 0, 0, 152, NA
1950-03-31, 3.9, -4.4, 0, 0, 127, NA
1950-04-01, 16.1, -2.2, 0, 0, 76, NA
1950-04-02, 6.1, -0.6, 0, 0, 51, NA
1950-04-03, 0.6, -3.3, 0, 0, 51, NA
1950-04-04, 1.1, -5, 0, 0, 51, NA
1950-04-05, 7.2, -7.2, 0, 0, 25, NA
1950-04-06, 16.7, 0.6, 0, 0, 25, NA
1950-04-07, 6.1, -4.4, 0, 0, 25, NA
1950-04-08, 9.4, -4.4, 0, 0, 25, NA
1950-04-09, 3.9, -1.7, 10.4, 102, 0, NA
1950-04-10, 2.8, -3.3, 3.6, 36, 51, NA
1950-04-11, 7.2, -4.4, 0, 0, 0, NA
1950-04-12, 2.2, -4.4, 0, 0, 0, NA
1950-04-13, 13.9, -3.9, 0, 0, 0, NA
1950-04-14, 18.9, 1.7, 0, 0, 0, NA
1950-04-15, 14.4, 5, 0, 0, 0, NA
1950-04-16, 16.7, 5, 0, 0, 0, NA
1950-04-17, 23.3, 5, 0, 0, 0, NA
1950-04-18, 6.7, 1.1, 0, 0, 0, NA
1950-04-19, 6.7, -2.2, 0, 0, 0, NA
1950-04-20, 13.9, -3.9, 0, 0, 0, NA
1950-04-21, 22.2, 1.7, 0, 0, 0, NA
1950-04-22, 21.1, 4.4, 0, 0, 0, NA
1950-04-23, 18.3, 3.9, 0, 0, 0, NA
1950-04-24, 6.1, -1.7, 0, 0, 0, NA
1950-04-25, 7.2, -5, 0.3, 3, 0, NA
1950-04-26, 3.3, -6.1, 0, 0, 0, NA
1950-04-27, 9.4, -1.7, 0, 0, 0, NA
1950-04-28, 1.7, -3.3, 35.6, 117, 102, NA
