"date", "max_temperature", "min_temperature", "precipitation"
1919-06-23, 28.9, 13.9, 0
1919-06-24, 33.3, 13.3, 0
1919-06-25, 30, 14.4, 0
1919-06-26, 24.4, 16.7, 0
1919-06-27, 35.6, 17.2, 1.8
1919-06-28, 30.6, 17.2, 0
1919-06-29, 37.2, 17.8, 0
1919-06-30, 31.7, 18.3, 0
1919-07-01, 28.3, 18.3, 6.1
1919-07-02, 32.2, 14.4, 0
1919-07-03, 31.1, 13.9, 15.7
1919-07-04, 28.9, 13.3, 3
1919-07-05, 31.7, 12.8, 3.3
1919-07-06, 29.4, 12.8, 1.5
1919-07-07, 18.3, 13.9, 6.1
1919-07-08, 21.7, 12.2, 0.8
1919-07-09, 27.8, 12.2, 0
1919-07-10, 28.3, 16.7, 0
1919-07-11, 35.6, 12.8, 0.3
1919-07-12, NA, 12.2, 0
1919-07-13, NA, NA, 0.5
1919-07-14, NA, 12.2, 0
1919-07-15, 26.7, 15, 0
1919-07-16, 34.4, NA, 0.3
1919-07-17, 31.1, 15.6, 0
1919-07-18, 27.8, 13.3, 0.8
1919-07-19, NA, 15, 27.7
1919-07-20, 28.9, 12.2, 0
1919-07-21, NA, 12.8, 0.8
1919-07-22, 26.7, 15, 6.6
1919-07-23, 26.7, 11.7, 0.8
1919-07-24, 25.6, 10.6, 0
1919-07-25, 33.3, 13.3, 0
1919-07-26, 28.3, 10, 0
1919-07-27, 28.9, 15.6, 0
1919-07-28, 31.7, 15, 0
1919-07-29, 28.9, 12.8, 0
1919-07-30, 26.7, 12.8, 0
1919-07-31, NA, 15.6, 0
1919-08-01, NA, 17.8, 2.5
1919-08-02, NA, 15.6, 0
1919-08-03, NA, 15.6, 0
1919-08-04, 33.3, 16.7, 0
1919-08-05, 36.1, 14.4, 8.9
1919-08-06, 31.1, 15.6, 0
1919-08-07, 36.7, 17.8, 0
1919-08-08, 35, 12.8, 0
1919-08-09, 33.3, 16.7, 4.8
1919-08-10, 28.3, 11.7, 0.5
1919-08-11, 23.3, 7.2, 0
1919-08-12, 23.3, 7.2, 0
1919-08-13, 26.1, 8.9, 0
1919-08-14, 25, 6.7, 0
1919-08-15, 27.2, 8.3, 0
1919-08-16, 26.1, 3.9, 3
1919-08-17, 16.1, -1.7, 0
1919-08-18, 16.1, 1.1, 0
1919-08-19, 21.7, 9.4, 1.5
1919-08-20, 16.1, 10, 3
1919-08-21, 13.3, 7.8, 6.9
1919-08-22, 11.1, 8.3, 2
1919-08-23, 22.2, 2.2, 0
1919-08-24, 21.1, 6.7, 0
1919-08-25, 27.8, 11.1, 4.1
1919-08-26, 25.6, -5, 0
1919-08-27, 17.2, 2.2, 0
1919-08-28, 27.8, 5.6, 0
1919-08-29, 25, 7.2, 0
1919-08-30, 25.6, 10, 0
1919-08-31, 20, 3.3, 0
1919-09-01, 26.7, 9.4, 0
1919-09-02, 29.4, 9.4, 0
1919-09-03, 31.1, 8.9, 0
1919-09-04, 28.9, 4.4, 0
1919-09-05, 16.1, 0, 0
1919-09-06, 22.2, 3.3, 0
1919-09-07, 16.1, 0.6, 0
1919-09-08, 16.1, 2.8, 0
1919-09-09, 21.7, 4.4, 0
1919-09-10, 30, 7.2, 0
1919-09-11, 23.3, 4.4, 0
1919-09-12, 18.9, -1.1, 0
1919-09-13, 19.4, 2.8, 0
1919-09-14, 26.7, 8.9, 0
1919-09-15, 23.3, 5.6, 0
1919-09-16, 14.4, -3.3, 0
1919-09-17, 16.7, 0.6, 0
1919-09-18, 22.8, 2.8, 0
1919-09-19, 28.3, 8.3, 0
1919-09-20, 27.8, 8.9, 0
1919-09-21, 25.6, 8.9, 0
1919-09-22, 24.4, 8.9, 0
1919-09-23, 19.4, 16.1, 0
1919-09-24, 23.9, 5.6, 0
1919-09-25, 20, NA, 0
1919-09-26, 28.3, 6.1, 0
1919-09-27, 19.4, 1.1, 0
1919-09-28, 15, 3.3, 0
1919-09-29, 16.1, NA, 0
1919-09-30, 18.3, 5, 0
1919-10-01, 9.4, 6.1, 0
1919-10-02, 12.8, 2.2, 0
1919-10-03, 15, 1.7, 0
1919-10-04, 15, 5.6, 0
1919-10-05, 18.3, 7.8, 0
1919-10-06, 21.7, 0.6, 0
1919-10-07, 15.6, 0.6, 0
1919-10-08, 8.9, -1.1, 0
1919-10-09, 13.9, 0, 3
1919-10-10, 20.6, 3.3, 0
1919-10-11, 23.9, 5, 0
1919-10-12, 11.1, 2.8, 34
1919-10-13, 5, -2.2, 4.3
1919-10-14, 18.9, -0.6, 0
1919-10-15, 19.4, 5, 0
1919-10-16, 6.7, -1.7, 3
1919-10-17, 2.2, -2.8, 0
1919-10-18, 7.8, -1.1, 0.8
1919-10-19, 1.7, -4.4, 14.2
1919-10-20, 7.8, -2.8, 0
1919-10-21, 13.3, 1.7, 0
1919-10-22, 11.7, -0.6, 0.3
1919-10-23, 4.4, -2.2, 1.5
1919-10-24, 7.8, -4.4, 0
1919-10-25, 10.6, -6.1, 1.5
1919-10-26, 16.1, -1.7, 0
1919-10-27, 21.1, 6.1, 0
1919-10-28, 22.2, 6.7, 0
1919-10-29, 24.4, 9.4, 0
1919-10-30, 17.8, 3.9, 0
1919-10-31, 8.9, 2.8, 0.3
1919-11-01, 5.6, 0, 2
1919-11-02, 2.2, 0.6, 17.5
1919-11-03, 6.1, 1.1, 2.5
1919-11-04, 7.2, 2.2, 0
1919-11-05, 15.6, 2.8, 0
1919-11-06, 20.6, 4.4, 0
1919-11-07, 21.7, 6.1, 0
1919-11-08, 23.3, 6.1, 0
1919-11-09, 15.6, 4.4, 0
1919-11-10, 22.8, 8.3, 0
1919-11-11, 21.1, 6.1, 0
1919-11-12, 18.9, 10, 0
1919-11-13, 26.7, 10, 0.3
1919-11-14, 26.7, 6.7, 1.8
1919-11-15, 18.3, 6.7, 5.6
1919-11-16, 17.8, 5, 54.9
1919-11-17, 9.4, 3.9, 0.5
1919-11-18, 15, 6.1, 0
1919-11-19, 10, 3.9, 0
1919-11-20, 10.6, 6.1, 1.8
1919-11-21, 5.6, 5, 0.3
1919-11-22, 20.6, 9.4, 0
1919-11-23, 15.6, 4.4, 0
1919-11-24, 20.6, 4.4, 0
1919-11-25, 25.6, 7.8, 0
1919-11-26, 26.7, 11.1, 0.5
1919-11-27, 23.9, 11.7, 0
1919-11-28, 22.2, 7.2, 6.6
1919-11-29, 22.2, 9.4, 0
1919-11-30, 25, 9.4, 0
1919-12-01, 27.2, 11.7, 0
1919-12-02, 27.8, 12.8, 8.1
1919-12-03, 23.9, 12.8, 0
1919-12-04, 26.1, 12.8, 0.5
1919-12-05, 14.4, 5, 18
1919-12-06, 10.6, 5.6, 1.3
1919-12-07, 6.1, -2.2, 0
1919-12-08, 15, 0.6, 0.3
1919-12-09, 14.4, -0.6, 0
1919-12-10, 25, 11.7, 0
1919-12-11, 25.6, 11.1, 0
1919-12-12, 27.8, 16.1, 0
1919-12-13, 30.6, 8.9, 0
1919-12-14, 20, -0.6, 0
1919-12-15, 24.4, 7.2, 0
1919-12-16, 32.2, 5, 0
1919-12-17, 14.4, -1.1, 0
1919-12-18, 15.6, 0, 7.9
1919-12-19, 5.6, 0.6, 20.8
1919-12-20, 6.1, 2.2, 4.1
1919-12-21, 2.8, 0.6, 30.2
1919-12-22, 10, 1.7, 1.5
1919-12-23, 12.2, 1.1, 0.3
1919-12-24, 13.3, 5, 0
1919-12-25, 16.7, 4.4, 0
1919-12-26, 15, 8.3, 1.3
1919-12-27, 11.1, 8.3, 38.6
1919-12-28, 17.2, 7.8, 0.3
1919-12-29, 12.8, 3.3, 1.8
1919-12-30, 18.3, 7.8, 2.3
1919-12-31, 13.9, 8.3, 7.1
1920-01-01, 23.3, 5, 2.5
1920-01-02, 18.9, 4.4, 0
1920-01-03, 20.6, 7.2, 0
1920-01-04, 23.9, 10, 0
1920-01-05, 25.6, 7.8, 0
1920-01-06, 27.2, 10, 1.3
1920-01-07, 21.1, 7.8, 2.8
1920-01-08, 11.1, 7.2, 2.5
1920-01-09, 18.9, 7.2, 0
1920-01-10, 21.1, 9.4, 0
1920-01-11, 25, 8.9, 0
1920-01-12, 21.1, 8.3, 0
1920-01-13, 15, 3.3, 0
1920-01-14, 18.9, 5.6, 0
1920-01-15, 22.8, 7.2, 0
1920-01-16, 26.1, 13.3, 1.3
1920-01-17, 23.3, 8.3, 2
1920-01-18, 16.1, 6.7, 3
1920-01-19, 14.4, 6.7, 11.2
1920-01-20, 22.2, 10.6, 0.3
1920-01-21, 21.1, 8.9, 4.6
1920-01-22, 20, 8.9, 0
1920-01-23, 25, 13.3, 0
1920-01-24, 27.2, 11.1, 2.5
1920-01-25, 21.7, 11.7, 0.3
1920-01-26, 16.1, 10.6, 3.8
1920-01-27, 16.1, 11.1, 19.8
1920-01-28, 15.6, 11.7, 3.6
1920-01-29, 18.3, 7.2, 3.8
1920-01-30, 21.1, 5.6, 0
1920-01-31, 25.6, 12.2, 0
1920-02-01, 25.6, 10, 0
1920-02-02, 25, 15.6, 0.3
1920-02-03, 28.9, 16.1, 0
1920-02-04, 33.3, 16.7, 0.5
1920-02-05, 29.4, 13.3, 0.5
1920-02-06, 27.2, 12.8, 0
1920-02-07, 32.2, 15, 0
1920-02-08, 33.3, 15.6, 0
1920-02-09, 33.3, 12.2, 0
1920-02-10, 28.9, 14.4, 0
1920-02-11, 35.6, 16.7, 0
1920-02-12, 37.8, 18.3, 0
1920-02-13, 36.7, 14.4, 0
1920-02-14, 33.9, 16.1, 0
1920-02-15, 36.7, 18.9, 2
1920-02-16, 28.9, NA, 0
1920-02-17, 30, 15, 0
1920-02-18, 31.7, 15.6, 0
1920-02-19, 33.3, 12.8, 0
1920-02-20, 31.7, 13.3, 0
1920-02-21, 32.2, 15.6, 3.6
1920-02-22, 31.1, 17.2, 5.1
1920-02-23, 35, 20, 0
1920-02-24, 30, 11.1, 10.2
1920-02-25, 28.9, 12.2, 0
1920-02-26, 33.9, 16.7, 0
1920-02-27, 32.2, 13.9, 0
1920-02-28, 30.6, 16.7, 0.3
1920-02-29, 27.8, 16.1, 0
1920-03-01, 33.9, 18.3, 0
1920-03-02, 28.9, 16.1, 0.3
1920-03-03, 34.4, 18.9, 0
1920-03-04, 38.9, 17.2, 0
1920-03-05, 35, 16.7, 4.1
1920-03-06, 27.8, 15, 11.9
1920-03-07, 26.7, 13.9, 0
1920-03-08, 26.7, 18.3, 0
1920-03-09, 36.1, 15.6, 0
1920-03-10, 35, 16.1, 7.1
1920-03-11, 36.1, 18.3, 2.3
1920-03-12, 28.3, 20, 0
1920-03-13, 32.2, 17.8, 0
1920-03-14, 21.7, 11.1, 3.6
1920-03-15, 31.1, 13.9, 0
1920-03-16, 36.1, 19.4, 3.6
1920-03-17, 32.2, 12.2, 1
1920-03-18, 25, 11.1, 0
1920-03-19, 13.9, 7.8, 0.8
1920-03-20, 15.6, 9.4, 0.3
1920-03-21, 18.3, 10.6, 0.5
1920-03-22, 29.4, 16.1, 0.3
1920-03-23, 33.3, 14.4, 0
1920-03-24, 33.9, 13.3, 27.4
1920-03-25, 32.2, 13.3, 0
1920-03-26, 35.6, 12.8, 0
1920-03-27, 26.1, 11.7, 1
1920-03-28, NA, 11.1, 8.4
1920-03-29, 17.8, 5, 0
1920-03-30, 27.8, 9.4, 0
1920-03-31, 32.2, 14.4, 0
1920-04-01, 31.7, 11.1, 0
1920-04-02, 26.1, 12.2, 2.8
1920-04-03, 18.9, 8.9, 3.3
1920-04-04, 23.9, 8.3, 0
1920-04-05, 30, 13.3, 0
1920-04-06, 27.2, 10, 0
1920-04-07, 29.4, 12.8, 0.3
1920-04-08, 21.1, 12.2, 0
1920-04-09, 27.8, 10, 0
1920-04-10, 32.8, 14.4, 0
1920-04-11, 35.6, 12.2, 0
1920-04-12, 31.7, 10, 0
1920-04-13, 27.8, 12.2, 0
1920-04-14, 26.1, 8.3, 0.5
1920-04-15, 25, 13.3, 0
1920-04-16, 35.6, 16.1, 0
1920-04-17, 30.6, 10.6, 0.3
1920-04-18, 16.7, 5, 0
1920-04-19, 19.4, 3.3, 0
1920-04-20, 27.2, 7.8, 0
1920-04-21, 25, 0, 0
1920-04-22, 13.9, 1.7, 0
1920-04-23, 19.4, 3.3, 0
1920-04-24, 19.4, 2.8, 0
1920-04-25, 23.3, 3.3, 0
1920-04-26, 28.3, 8.9, 0
1920-04-27, 29.4, 11.7, 0
1920-04-28, 21.1, 5, 0
1920-04-29, 20, 3.3, 0
1920-04-30, 24.4, 2.2, 0
1920-05-01, 25, 6.1, 0
1920-05-02, 26.7, 7.2, 0
1920-05-03, 26.1, 7.2, 0
1920-05-04, 16.7, 5, 0.3
1920-05-05, 13.3, 2.8, 0.8
1920-05-06, 13.3, 0.6, 0
1920-05-07, 24.4, 3.3, 0
1920-05-08, 31.7, 3.3, 0
1920-05-09, 13.3, 1.7, 1
1920-05-10, 11.1, 2.2, 1
1920-05-11, 22.2, 1.7, 0
1920-05-12, 3.9, 2.2, 0
1920-05-13, 18.3, 0.6, 0
1920-05-14, 22.8, 4.4, 0.3
1920-05-15, 4.4, 0.6, 4.1
1920-05-16, 3.3, 1.1, 0.5
1920-05-17, 8.3, 1.1, 0
1920-05-18, 17.2, 2.2, 0
1920-05-19, 22.2, 7.2, 0
1920-05-20, 16.7, 2.2, 0
1920-05-21, 25.6, 2.8, 0
1920-05-22, 21.7, 1.7, 0
1920-05-23, 20.6, 6.7, 0
1920-05-24, 18.3, 1.1, 0
1920-05-25, 28.3, -2.2, 0
1920-05-26, -2.2, -4.4, 2.8
1920-05-27, 2.2, -7.2, 0.3
1920-05-28, 8.3, -2.2, 0
1920-05-29, 17.2, 2.8, 3
1920-05-30, 4.4, -0.6, 0.3
1920-05-31, 7.2, -5, 0
1920-06-01, 12.8, -3.9, 0
1920-06-02, 11.7, -0.6, 0
1920-06-03, 17.2, -1.1, 0
1920-06-04, 23.3, 2.2, 0
1920-06-05, 7.8, -4.4, 0.5
1920-06-06, 15, 2.2, 0
1920-06-07, 12.2, -4.4, 0
1920-06-08, 5.6, -12.2, 1
1920-06-09, 5.6, -10.6, 1
1920-06-10, 9.4, -3.3, 0
1920-06-11, 7.2, -5.6, 0
1920-06-12, 11.7, -0.6, 0
1920-06-13, 16.7, 2.2, 3.8
1920-06-14, 11.1, -2.8, 1
1920-06-15, 6.1, -2.2, 0
1920-06-16, 25, 0, 0
1920-06-17, 26.7, 3.9, 0
1920-06-18, 8.9, -0.6, 7.6
1920-06-19, 12.8, -1.7, 0
1920-06-20, 22.8, 2.8, 0.3
1920-06-21, 11.1, -2.8, 0.5
1920-06-22, 10.6, -2.2, 11.4
1920-06-23, 1.1, -1.7, 26.2
1920-06-24, 6.7, -3.3, 0
1920-06-25, 1.1, -1.7, 1.5
1920-06-26, 9.4, -0.6, 7.6
1920-06-27, 10, 1.7, 0
1920-06-28, 17.2, 3.3, 0
1920-06-29, 21.7, 2.2, 0
1920-06-30, 17.2, 7.2, 5.8
1920-07-01, 13.9, 1.1, 2
1920-07-02, 10, -1.1, 0
1920-07-03, 10.6, -2.2, 2
1920-07-04, 0, -1.7, 14.2
1920-07-05, 2.2, -2.8, 12.7
1920-07-06, 6.1, -1.1, 1.5
1920-07-07, 7.2, -3.3, 1
1920-07-08, 7.2, -0.6, 0.3
1920-07-09, 8.9, 1.7, 0.3
1920-07-10, 2.8, 0, 13.2
1920-07-11, 9.4, -1.1, 0
1920-07-12, 11.7, 1.7, 0
1920-07-13, 11.7, -1.1, 0
1920-07-14, 14.4, -1.1, 0
1920-07-15, 14.4, 0.6, 0
1920-07-16, 16.7, 1.7, 0
1920-07-17, 18.3, 4.4, 0
1920-07-18, 7.2, 2.8, 0
1920-07-19, 20, 7.2, 0.8
1920-07-20, 16.1, 7.8, 10.2
1920-07-21, 12.8, 5.6, 0
1920-07-22, 24.4, 8.3, 0
1920-07-23, 31.7, 10, 0
1920-07-24, 25, 8.9, 0
1920-07-25, 26.7, 8.9, 0
1920-07-26, 26.7, 7.2, 1
1920-07-27, 16.7, 5, 29.5
1920-07-28, 6.7, 3.3, 29.5
1920-07-29, 8.3, 3.3, 2.3
1920-07-30, 14.4, 2.8, 0
1920-07-31, 18.3, 3.9, 0
1920-08-01, 17.2, 8.3, 2
1920-08-02, 10, 5, 32.5
1920-08-03, 10.6, 2.8, 0
1920-08-04, 17.2, 5.6, 0
1920-08-05, 17.8, 6.1, 3.6
1920-08-06, 15, 6.7, 2.5
1920-08-07, 8.9, 1.1, 0
1920-08-08, 8.9, -0.6, 0
1920-08-09, 16.7, 3.3, 0
1920-08-10, 23.9, 7.2, 1
1920-08-11, 15.6, 7.8, 9.9
1920-08-12, 12.8, 5.6, 10.2
1920-08-13, 15, 5.6, 0
1920-08-14, 18.9, 7.8, 2.8
1920-08-15, 22.8, 9.4, 2.3
1920-08-16, 23.3, 7.2, 0
1920-08-17, 33.9, 15.6, 0
1920-08-18, 33.9, 10, 0
1920-08-19, 17.8, 6.1, 0
1920-08-20, 15.6, 3.3, 3
1920-08-21, 22.2, 5.6, 0
1920-08-22, 21.7, 7.8, 0
1920-08-23, 27.8, 11.7, 0
1920-08-24, 30.6, 10.6, 0
1920-08-25, 32.8, 14.4, 4.3
1920-08-26, 22.8, 11.1, 0
1920-08-27, 26.7, 10.6, 1
1920-08-28, 18.3, 8.9, 5.1
1920-08-29, 22.8, 12.2, 0
1920-08-30, 23.3, 7.2, 1.5
1920-08-31, 26.1, 11.7, 0
1920-09-01, 35.6, 16.7, 0
1920-09-02, 25.6, 10, 0
1920-09-03, 22.2, 12.2, 1
1920-09-04, 26.7, 11.7, 10.4
1920-09-05, 28.3, 16.1, 0
1920-09-06, 26.1, 16.7, 0
1920-09-07, 26.7, 12.2, 0.3
1920-09-08, 25.6, 10, 0
1920-09-09, 26.7, 9.4, 0
1920-09-10, 26.1, 10.6, 11.2
1920-09-11, 30.6, 15, 0.3
1920-09-12, 28.9, 14.4, 0
1920-09-13, 32.8, 16.1, 8.9
1920-09-14, 31.7, 17.8, 0
1920-09-15, 33.3, 16.7, 0
1920-09-16, 34.4, 17.8, 0
1920-09-17, 33.3, 15, 0
1920-09-18, 30, 13.9, 0
1920-09-19, 21.7, 14.4, 0
1920-09-20, 27.8, 13.3, 6.4
1920-09-21, 25.6, 13.3, 0
1920-09-22, 27.2, 10.6, 0
1920-09-23, 28.3, 15.6, 0
1920-09-24, 33.9, 18.3, 0
1920-09-25, 35.6, 15, 0
1920-09-26, 33.3, 19.4, 0
1920-09-27, 36.7, 20, 0
1920-09-28, 35.6, 16.7, 0
1920-09-29, 33.9, 16.1, 0
1920-09-30, 39.4, 20, 0
1920-10-01, 37.8, 20, 0
1920-10-02, 36.1, 18.9, 0
1920-10-03, 35.6, 22.2, 0
1920-10-04, 38.9, 22.8, 0
1920-10-05, 40, 17.8, 0
1920-10-06, 34.4, 15, 0
1920-10-07, 32.8, 16.1, 0
1920-10-08, 27.8, 12.2, 0
1920-10-09, 30.6, 11.1, 0
1920-10-10, 29.4, 16.7, 0
1920-10-11, 37.8, 20, 0
1920-10-12, 26.1, 10.6, 0
1920-10-13, 25, 12.2, 27.9
1920-10-14, 17.8, 8.3, 0
1920-10-15, 28.3, 12.8, 1
1920-10-16, 20, 6.1, 0
1920-10-17, 24.4, 9.4, 0
1920-10-18, 26.7, 12.8, 3.3
1920-10-19, 21.7, 9.4, 0.3
1920-10-20, 25.6, 9.4, 0
1920-10-21, 30.6, 11.7, 1
1920-10-22, 31.1, 11.7, 0
1920-10-23, 31.7, 11.7, 0
1920-10-24, 33.3, 13.3, 0
1920-10-25, 33.9, 13.9, 0
1920-10-26, 35.6, 15.6, 0
1920-10-27, 35.6, 15.6, 0
1920-10-28, 36.7, 15, 0
1920-10-29, 33.9, 17.8, 0
1920-10-30, 25, 10.6, 0
1920-10-31, 26.7, 11.7, 0
1920-11-01, 28.9, 8.9, 0
1920-11-02, 33.9, 15.6, 0
1920-11-03, 31.1, 11.1, 2
1920-11-04, 22.2, 8.9, 0
1920-11-05, 24.4, 8.9, 0
1920-11-06, 26.7, 10.6, 0
1920-11-07, 33.3, 10.6, 0
1920-11-08, 16.1, 6.7, 0
1920-11-09, 16.7, 6.7, 0
1920-11-10, 30.6, 7.8, 0
1920-11-11, 17.8, 7.8, 0
1920-11-12, 32.2, 9.4, 0
1920-11-13, 21.1, 7.8, 0
1920-11-14, 32.2, 13.9, 0.5
1920-11-15, 29.4, 6.7, 0
1920-11-16, 31.1, 3.9, 0
1920-11-17, 8.3, 3.9, 0
1920-11-18, 21.7, 8.3, 0
1920-11-19, 27.2, 10, 0
1920-11-20, 27.8, 8.9, 0
1920-11-21, 27.2, 12.8, 0
1920-11-22, 26.1, 6.7, 6.6
1920-11-23, 21.7, 8.3, 0
1920-11-24, 22.8, 8.9, 8.9
1920-11-25, 21.7, 10, 1
1920-11-26, 23.3, 8.3, 0.3
1920-11-27, 20, 1.7, 0
1920-11-28, 23.9, 5.6, 0
1920-11-29, 30.6, 11.7, 0
1920-11-30, 30.6, 10, 0
1920-12-01, 29.4, 9.4, 7.6
1920-12-02, 24.4, 2.2, 0
1920-12-03, 17.2, 4.4, 0
1920-12-04, 19.4, 6.1, 0
1920-12-05, 26.1, 3.9, 0
1920-12-06, 28.9, 6.7, 0
1920-12-07, 21.1, 3.9, 0
1920-12-08, 26.1, 5.6, 0
1920-12-09, 23.3, 5.6, 0
1920-12-10, 27.2, 11.1, 0
1920-12-11, 28.3, 7.2, 0
1920-12-12, 21.1, 2.2, 0
1920-12-13, 22.8, 7.2, 0
1920-12-14, 21.1, 5, 0
1920-12-15, 7.2, -5.6, 1.8
1920-12-16, 21.7, -1.1, 0
1920-12-17, 17.8, -2.2, 0
1920-12-18, 24.4, 1.1, 0
1920-12-19, 8.3, -8.9, 0
1920-12-20, 15, -1.7, 0
1920-12-21, 20, 3.9, 0
1920-12-22, 25.6, 4.4, 0
1920-12-23, 15, 1.7, 0
1920-12-24, 21.7, 6.1, 0
1920-12-25, 7.2, -5, 1
1920-12-26, 1.7, -7.2, 0
1920-12-27, 11.1, -1.1, 0.3
1920-12-28, 8.9, -0.6, 0
1920-12-29, 13.3, -7.2, 0
1920-12-30, NA, NA, 0
1920-12-31, NA, NA, 0
1921-01-01, NA, NA, 0
1921-01-02, NA, NA, 0
1921-01-03, NA, NA, 0
1921-01-04, NA, NA, 0
1921-01-05, NA, NA, 0
1921-01-06, NA, NA, 0
1921-01-07, NA, NA, 0
1921-01-08, 15, 0, 0
1921-01-09, 8.9, -5.6, 10.9
1921-01-10, -3.9, -7.2, 10.9
1921-01-11, -2.2, -6.7, 1
1921-01-12, 0, -5.6, 1
1921-01-13, 5, -3.9, 1.3
1921-01-14, 7.8, -2.2, 0
1921-01-15, 6.7, -3.3, 0
1921-01-16, 13.9, -2.2, 0
1921-01-17, 17.2, 2.8, 0
1921-01-18, 20, 3.3, 0
1921-01-19, 17.8, 7.2, 0
1921-01-20, 21.1, 7.2, 0
1921-01-21, 22.2, 9.4, 0
1921-01-22, 13.3, 7.2, 13.5
1921-01-23, 7.8, 2.2, 6.9
1921-01-24, 9.4, 1.1, 0
1921-01-25, 5.6, 0, 8.6
1921-01-26, 2.2, -0.6, 4.6
1921-01-27, 3.3, -1.1, 0
1921-01-28, 10.6, -1.7, 0
1921-01-29, 14.4, 0, 0
1921-01-30, 12.8, -3.3, 0
1921-01-31, 6.7, -5, 0
1921-02-01, 21.1, 1.1, 0
1921-02-02, 22.2, -1.7, 3.6
1921-02-03, 0, -2.2, 9.7
1921-02-04, 3.3, -0.6, 0.8
1921-02-05, 10, 0.6, 0
1921-02-06, 11.1, -2.2, 0
1921-02-07, 20, 5.6, 0
1921-02-08, 25, 10, 0
1921-02-09, 25, 5.6, 0
1921-02-10, 29.4, 13.3, 0
1921-02-11, 30, 10, 0
1921-02-12, 26.7, 10.6, 0.5
1921-02-13, 21.7, 5.6, 0
1921-02-14, 22.8, 6.1, 0
1921-02-15, 22.8, 0.6, 12.2
1921-02-16, 5, 0, 5.1
1921-02-17, 7.8, 0.6, 0
1921-02-18, 15.6, 4.4, 0
1921-02-19, 13.9, 5, 2
1921-02-20, 20, 3.9, 1
1921-02-21, 28.3, 9.4, 0
1921-02-22, 30.6, 10, 0
1921-02-23, 23.3, 2.8, 2.5
1921-02-24, 22.8, 10.6, 0
1921-02-25, 25.6, 6.1, 0
1921-02-26, 16.1, 3.3, 0
1921-02-27, 24.4, 3.3, 0
1921-02-28, 17.8, 5.6, 0
1921-03-01, 21.1, 10.6, 0
1921-03-02, 26.1, 10.6, 12.7
1921-03-03, 24.4, 11.1, 1.3
1921-03-04, 15, 1.7, 3.6
1921-03-05, 3.9, 3.9, 4.8
1921-03-06, 7.8, 6.1, 6.4
1921-03-07, 9.4, 9.4, 12.4
1921-03-08, 18.9, 15, 10.4
1921-03-09, 27.8, 12.8, 0.3
1921-03-10, 17.8, 10, 33.8
1921-03-11, 16.7, 4.4, 0
1921-03-12, 23.3, 7.2, 0
1921-03-13, 21.1, 10.6, 0
1921-03-14, 24.4, 11.7, 3.3
1921-03-15, 25.6, 10.6, 0.5
1921-03-16, 20.6, 9.4, 0
1921-03-17, 27.2, 1.1, 0
1921-03-18, 32.2, 16.7, 0
1921-03-19, 33.3, 17.8, 0
1921-03-20, 38.3, 21.1, 0
1921-03-21, 30, 13.9, 0
1921-03-22, 33.9, 17.8, 2
1921-03-23, 32.8, 16.1, 0.5
1921-03-24, 33.9, 17.2, 0
1921-03-25, 30, 13.9, 0.3
1921-03-26, 27.2, 15, 0.3
1921-03-27, 24.4, 16.7, 0
1921-03-28, 27.8, 17.8, 4.6
1921-03-29, 30.6, 20, 0
1921-03-30, 32.2, 11.7, 0
1921-03-31, 26.1, 15.6, 0.3
1921-04-01, 28.9, 16.1, 7.1
1921-04-02, 29.4, 16.1, 0.5
1921-04-03, 31.1, 17.2, 0
1921-04-04, 32.2, 16.1, 0
1921-04-05, 28.3, 14.4, 0
1921-04-06, 26.7, 11.7, 2.3
1921-04-07, 21.7, 8.9, 9.7
1921-04-08, 16.1, 8.9, 1.5
1921-04-09, 24.4, 7.8, 0
1921-04-10, 33.3, 13.9, 0
1921-04-11, 35, 20, 0
1921-04-12, 32.2, 13.3, 4.8
1921-04-13, 25.6, 11.7, 0.5
1921-04-14, 25, 14.4, 5.3
1921-04-15, 23.3, 13.9, 1.3
1921-04-16, 25, 13.9, 2.8
1921-04-17, 24.4, 13.3, 8.6
1921-04-18, 14.4, 11.7, 11.2
1921-04-19, 18.3, 12.8, 0.5
1921-04-20, 22.2, 13.3, 0
1921-04-21, 28.3, 17.8, 7.1
1921-04-22, 29.4, 16.1, 42.4
1921-04-23, 24.4, 15.6, 4.3
1921-04-24, 25, 16.1, 0.3
1921-04-25, 21.1, 13.3, 3
1921-04-26, 22.8, 15.6, 0
1921-04-27, 27.2, 18.3, 0
1921-04-28, 32.8, 17.8, 0
1921-04-29, 30.6, 15, 0.5
1921-04-30, 26.7, 15, 11.7
1921-05-01, 24.4, 15.6, 0
1921-05-02, 29.4, 13.3, 0
1921-05-03, 15, 11.1, 2.8
1921-05-04, 21.1, 8.9, 0
1921-05-05, 28.3, 17.2, 0
1921-05-06, 24.4, 13.9, 0.5
1921-05-07, 23.3, 8.9, 0
1921-05-08, 27.8, 12.2, 0
1921-05-09, 33.3, 16.7, 0
1921-05-10, 32.2, 24.4, 0
1921-05-11, 32.2, 15.6, 0
1921-05-12, 35, 17.2, 0
1921-05-13, 32.8, 17.2, 1.8
1921-05-14, 32.8, 15, 3.8
1921-05-15, 18.3, 12.8, 4.8
1921-05-16, 21.7, 13.3, 5.6
1921-05-17, 21.1, 8.3, 21.6
1921-05-18, 26.1, 13.9, 0
