"date", "max_temperature", "min_temperature", "precipitation"
1921-05-19, 28.9, 11.1, 0
1921-05-20, 26.7, 13.3, 0
1921-05-21, 29.4, 15.6, 0
1921-05-22, 25.6, 11.7, 1.8
1921-05-23, 22.8, 8.9, 0
1921-05-24, 27.8, 16.1, 0
1921-05-25, 32.2, 16.7, 0
1921-05-26, 31.7, 13.9, 0.5
1921-05-27, 32.8, 15.6, 0
1921-05-28, 31.7, 17.2, 0
1921-05-29, 33.3, 12.2, 30.7
1921-05-30, 26.7, 16.1, 0
1921-05-31, 33.3, 8.9, 0
1921-06-01, 26.7, 12.2, 0
1921-06-02, 26.7, 13.3, 0
1921-06-03, 30, 16.1, 0
1921-06-04, 31.7, 11.1, 0
1921-06-05, 33.9, 16.1, 0
1921-06-06, 33.3, 11.1, 0.8
1921-06-07, 21.7, 8.9, 0
1921-06-08, 26.7, 8.9, 0
1921-06-09, 23.3, 7.2, 0
1921-06-10, 28.9, 10.6, 0
1921-06-11, 23.9, 7.8, 13.7
1921-06-12, 11.7, 7.8, 2.3
1921-06-13, 11.1, 7.8, 0.8
1921-06-14, 14.4, 6.1, 1.5
1921-06-15, 20, 9.4, 0
1921-06-16, 23.9, 5, 0
1921-06-17, 28.9, 11.7, 0
1921-06-18, 23.9, 6.1, 0.3
1921-06-19, 8.3, 4.4, 1.5
1921-06-20, 22.8, 8.3, 0
1921-06-21, 25, 13.3, 0
1921-06-22, 28.9, 15.6, 0
1921-06-23, 28.3, 12.2, 0.5
1921-06-24, 15, 3.3, 1.5
1921-06-25, 14.4, 3.3, 0
1921-06-26, 18.3, 5.6, 0
1921-06-27, 15.6, 0.6, 0
1921-06-28, 18.3, 1.1, 0.3
1921-06-29, NA, NA, 0
1921-06-30, NA, NA, 0
1921-07-01, NA, NA, 0
1921-07-02, NA, NA, 0
1921-07-03, NA, NA, 1.8
1921-07-04, NA, NA, 10.9
1921-07-05, NA, NA, 0
1921-07-06, NA, NA, 0
1921-07-07, NA, NA, 0
1921-07-08, NA, NA, 0
1921-07-09, NA, NA, 20.1
1921-07-10, 10.6, 4.4, 0.3
1921-07-11, 21.1, 2.2, 0
1921-07-12, 17.2, 3.3, 0.3
1921-07-13, 23.9, 5.6, 0
1921-07-14, 23.9, 8.9, 0
1921-07-15, 23.9, 7.2, 0
1921-07-16, 27.8, 5.6, 0
1921-07-17, 20, 5, 0
1921-07-18, 21.1, 1.7, 0
1921-07-19, 23.3, 6.7, 0
1921-07-20, 23.9, 5.6, 0
1921-07-21, 27.2, 10, 0
1921-07-22, 26.7, 3.3, 0
1921-07-23, 26.7, 6.1, 0
1921-07-24, 28.9, 7.8, 0
1921-07-25, 24.4, 7.2, 0
1921-07-26, 26.7, 3.9, 0
1921-07-27, 11.7, 5, 0
1921-07-28, 12.8, 3.3, 0
1921-07-29, 18.3, 3.3, 0
1921-07-30, 20.6, 4.4, 0
1921-07-31, 19.4, 4.4, 0
1921-08-01, 10, -0.6, 0.5
1921-08-02, 12.2, -2.8, 0
1921-08-03, 11.1, 0, 2.3
1921-08-04, 1.7, -3.9, 4.3
1921-08-05, 8.3, -4.4, 0
1921-08-06, 12.2, -5, 0
1921-08-07, 12.8, 5, 0.3
1921-08-08, 10.6, -0.6, 0.5
1921-08-09, 7.2, -6.1, 0
1921-08-10, 17.2, 3.3, 0
1921-08-11, 13.3, 3.3, 0.8
1921-08-12, 10.6, 1.1, 0.3
1921-08-13, 15, 0, 0
1921-08-14, 22.8, 4.4, 0
1921-08-15, 16.1, 1.7, 0
1921-08-16, 5.6, -2.2, 15.7
1921-08-17, -1.7, -6.1, 15
1921-08-18, 1.7, -9.4, 0
1921-08-19, 2.2, -8.9, 0
1921-08-20, 9.4, -5.6, 0
1921-08-21, 11.1, -0.6, 0.3
1921-08-22, 12.8, 0, 0
1921-08-23, 3.9, 0, 20.3
1921-08-24, 4.4, 0, 13.2
1921-08-25, 7.8, -2.8, 0
1921-08-26, 11.1, -0.6, 0
1921-08-27, 18.9, 3.9, 0
1921-08-28, 25, 7.8, 0
1921-08-29, 20, 5, 0
1921-08-30, 23.3, 9.4, 7.9
1921-08-31, 22.2, 7.8, 0
1921-09-01, 25, 3.3, 0
1921-09-02, 5, -2.2, 0
1921-09-03, 5.6, -0.6, 0
1921-09-04, 10.6, 1.7, 0
1921-09-05, 13.9, 4.4, 9.9
1921-09-06, 13.9, 0.6, 0
1921-09-07, 15.6, -0.6, 0
1921-09-08, 22.2, 2.2, 0
1921-09-09, 15, 1.7, 0
1921-09-10, 16.7, 4.4, 3.3
1921-09-11, 18.3, 3.3, 0.3
1921-09-12, 12.8, 2.2, 0
1921-09-13, 8.3, 1.1, 0
1921-09-14, 7.8, 1.1, 9.1
1921-09-15, 12.2, 0, 0
1921-09-16, 14.4, 2.2, 2.3
1921-09-17, 16.7, 1.1, 0
1921-09-18, 23.3, 8.9, 0.5
1921-09-19, 20.6, 7.8, 23.9
1921-09-20, 18.9, 4.4, 0
1921-09-21, 22.8, 6.7, 0
1921-09-22, 17.2, 2.2, 0
1921-09-23, 20.6, 5, 0
1921-09-24, 18.3, 4.4, 0
1921-09-25, 15.6, 8.3, 0
1921-09-26, 25.6, 11.1, 0
1921-09-27, 22.2, 6.1, 0
1921-09-28, 18.3, 5.6, 0
1921-09-29, 22.2, 8.3, 0
1921-09-30, 22.2, 6.1, 0
1921-10-01, 23.3, 5.6, 0
1921-10-02, 25, 9.4, 0
1921-10-03, 27.2, 8.9, 0
1921-10-04, 29.4, 7.8, 0
1921-10-05, 30.6, 12.8, 0
1921-10-06, 30.6, 11.1, 0
1921-10-07, 28.3, 15.6, 0
1921-10-08, 24.4, 11.7, 0
1921-10-09, 13.3, 6.1, 7.9
1921-10-10, 11.7, 6.7, 0
1921-10-11, 11.7, 6.7, 0
1921-10-12, 17.8, 0, 0
1921-10-13, 15, 2.2, 0
1921-10-14, 20, 11.7, 0
1921-10-15, 22.8, 5.6, 0
1921-10-16, 26.7, 6.7, 0
1921-10-17, 26.1, 8.9, 23.1
1921-10-18, 13.9, 7.8, 0
1921-10-19, 17.8, 7.8, 0
1921-10-20, 28.3, 11.1, 0
1921-10-21, 28.3, 13.3, 3.6
1921-10-22, 26.1, 8.3, 0.3
1921-10-23, 25.6, 14.4, 0
1921-10-24, 30, 12.2, 0
1921-10-25, 34.4, 12.8, 0
1921-10-26, 32.8, 15.6, 0
1921-10-27, 30, 19.4, 0
1921-10-28, 27.2, 15, 9.7
1921-10-29, 25, 15, 28.2
1921-10-30, 26.1, 15, 0
1921-10-31, 33.3, 15, 0
1921-11-01, 35, 15.6, 0
1921-11-02, 33.9, 18.9, 0
1921-11-03, 35, 16.1, 5.3
1921-11-04, 31.7, 17.8, 1.8
1921-11-05, 33.9, 15.6, 0
1921-11-06, 34.4, 17.8, 0
1921-11-07, 38.3, 15.6, 27.9
1921-11-08, 37.8, 17.2, 0
1921-11-09, 31.7, 19.4, 0
1921-11-10, 36.7, 22.2, 0
1921-11-11, 33.3, 15.6, 2.8
1921-11-12, 27.2, 12.8, 6.1
1921-11-13, 23.9, 15, 0
1921-11-14, 28.3, 16.1, 0
1921-11-15, 35, 16.7, 0
1921-11-16, 27.8, 13.3, 0
1921-11-17, 32.8, 17.8, 0
1921-11-18, 36.7, 13.9, 0
1921-11-19, 35.6, 17.8, 0
1921-11-20, 32.8, 14.4, 0
1921-11-21, 32.8, 17.2, 0.5
1921-11-22, 32.2, 14.4, 0
1921-11-23, 31.7, 12.8, 0
1921-11-24, 32.2, 13.9, 0
1921-11-25, 34.4, 13.9, 12.7
1921-11-26, 36.1, 15.6, 0
1921-11-27, 25, 12.2, 0
1921-11-28, 27.8, 12.2, 0
1921-11-29, 26.1, 12.2, 4.6
1921-11-30, 32.8, 13.3, 0
1921-12-01, 40, 16.1, 0
1921-12-02, 31.1, 15, 0.5
1921-12-03, 35.6, 18.9, 0.3
1921-12-04, 38.3, 17.8, 0
1921-12-05, 34.4, 15, 1.5
1921-12-06, 29.4, 15, 0
1921-12-07, 36.1, 21.1, 0
1921-12-08, 32.2, 17.8, 13.2
1921-12-09, 18.9, 16.1, 22.4
1921-12-10, 25, 13.3, 0
1921-12-11, 27.2, 17.2, 0
1921-12-12, 33.3, 21.1, 0
1921-12-13, 30.6, 15.6, 0
1921-12-14, 32.2, 16.7, 0.5
1921-12-15, 37.2, 15, 0
1921-12-16, 28.9, 12.8, 0
1921-12-17, 31.1, 12.8, 0
1921-12-18, 31.7, 13.3, 0
1921-12-19, 33.3, 16.7, 0
1921-12-20, 30.6, 12.2, 0
1921-12-21, 37.2, 21.1, 0
1921-12-22, 27.2, 16.7, 0
1921-12-23, 34.4, 17.8, 0
1921-12-24, 26.1, 12.8, 0
1921-12-25, 27.2, 12.2, 0
1921-12-26, 28.9, 10.6, 0
1921-12-27, 31.1, 12.2, 0
1921-12-28, 33.9, 20, 0
1921-12-29, 34.4, 13.3, 0
1921-12-30, 26.7, 14.4, 0
1921-12-31, 32.2, 13.9, 0
1922-01-01, 34.4, 15, 0
1922-01-02, 26.1, 8.3, 0
1922-01-03, 27.8, 9.4, 0
1922-01-04, 31.1, 13.9, 0
1922-01-05, 26.7, 16.1, 4.6
1922-01-06, 24.4, 11.7, 4.1
1922-01-07, 28.3, 8.9, 0
1922-01-08, 28.9, 7.8, 0
1922-01-09, 27.8, 7.2, 0
1922-01-10, 35, 15.6, 0
1922-01-11, 27.2, 12.2, 41.4
1922-01-12, 12.8, 10, 13
1922-01-13, 15, 10, 0.3
1922-01-14, 30, 12.2, 0
1922-01-15, 32.8, 18.9, 0
1922-01-16, 34.4, 14.4, 0
1922-01-17, 30, 14.4, 0
1922-01-18, 28.3, 16.7, 1
1922-01-19, 27.8, 15.6, 0.3
1922-01-20, 26.1, 12.8, 0
1922-01-21, 31.7, 16.7, 0
1922-01-22, 33.9, 14.4, 0.3
1922-01-23, 24.4, 10, 0
1922-01-24, 19.4, 6.1, 0
1922-01-25, 27.8, 9.4, 0
1922-01-26, 30.6, 10.6, 0
1922-01-27, 30, 13.3, 0
1922-01-28, 26.1, 12.8, 0
1922-01-29, 26.1, 12.8, 0
1922-01-30, 16.7, 6.1, 0
1922-01-31, 16.7, 1.7, 0
1922-02-01, 17.8, 2.8, 0
1922-02-02, 25, 5.6, 0
1922-02-03, 23.9, 2.8, 0
1922-02-04, 28.3, 8.3, 0
1922-02-05, 27.8, 3.3, 0
1922-02-06, 8.9, 3.3, 1.3
1922-02-07, 10.6, 3.3, 0
1922-02-08, 16.1, 3.3, 0
1922-02-09, 25, 5.6, 2.3
1922-02-10, 22.8, 2.8, 0
1922-02-11, 20, 5.6, 11.9
1922-02-12, 6.1, 3.9, 12.2
1922-02-13, 5.6, 0, 9.7
1922-02-14, 17.8, 0, 0
1922-02-15, 21.7, 4.4, 0
1922-02-16, 22.8, 2.8, 0
1922-02-17, 23.3, -2.8, 0
1922-02-18, 0, -10.6, 0.8
1922-02-19, 10.6, -7.2, 0
1922-02-20, 12.2, 0, 0
1922-02-21, 21.1, 1.1, 0
1922-02-22, 19.4, 1.1, 7.6
1922-02-23, 9.4, -1.7, 0
1922-02-24, 9.4, -5, 0
1922-02-25, 11.7, -3.9, 0
1922-02-26, 16.7, 1.7, 0
1922-02-27, 5.6, -0.6, 5.1
1922-02-28, 0, -6.1, 25.4
1922-03-01, 3.3, -5, 0
1922-03-02, 6.1, -3.9, 0
1922-03-03, 13.9, -4.4, 2
1922-03-04, NA, NA, 0
1922-03-05, NA, NA, 0
1922-03-06, NA, NA, 0
1922-03-07, NA, NA, 0
1922-03-08, NA, NA, 0
1922-03-09, NA, NA, 0
1922-03-10, NA, NA, 0
1922-03-11, NA, NA, 0
1922-03-12, 6.7, -3.9, 0
1922-03-13, 1.1, -12.2, 0
1922-03-14, 0.6, -11.7, 2.8
1922-03-15, -6.7, -15.6, 1
1922-03-16, -0.6, -15, 0.5
1922-03-17, -1.7, -10, 2.8
1922-03-18, 2.8, -6.1, 0
1922-03-19, 12.2, -1.7, 0
1922-03-20, 16.7, 2.2, 0
1922-03-21, 17.8, 0, 0.5
1922-03-22, 0, -5, 2.5
1922-03-23, 3.3, -5, 0
1922-03-24, 9.4, -3.9, 0
1922-03-25, 16.7, -1.7, 0
1922-03-26, 19.4, 1.7, 1
1922-03-27, 7.8, 1.1, 0.3
1922-03-28, 5.6, 0, 45.2
1922-03-29, 4.4, -1.7, 12.4
1922-03-30, 0, -2.2, 24.4
1922-03-31, 2.8, -2.2, 7.9
1922-04-01, 3.3, -3.9, 0
1922-04-02, 4.4, 1.1, 0
1922-04-03, 6.7, 0.6, 0
1922-04-04, 8.9, -1.1, 0
1922-04-05, 11.1, 0, 0
1922-04-06, 5.6, -3.3, 0
1922-04-07, 10, -2.8, 0.3
1922-04-08, 11.1, 0, 0
1922-04-09, 15, 2.8, 4.3
1922-04-10, 6.7, -1.7, 4.1
1922-04-11, 10.6, 3.3, 1.5
1922-04-12, 10, 3.3, 0
1922-04-13, 8.3, 5, 20.3
1922-04-14, 10.6, 1.7, 0.8
1922-04-15, 15.6, 6.1, 0.5
1922-04-16, 11.7, 7.8, 18.8
1922-04-17, 9.4, 7.2, 14.5
1922-04-18, 15, 4.4, 0
1922-04-19, 17.2, 5.6, 0
1922-04-20, 23.3, 8.9, 5.3
1922-04-21, 20.6, 7.8, 37.1
1922-04-22, 8.9, 2.2, 81.3
1922-04-23, 8.3, 0.6, 15
1922-04-24, 12.8, 3.9, 0
1922-04-25, 10, 3.9, 0
1922-04-26, 7.2, 5, 0
1922-04-27, 16.7, 6.1, 0
1922-04-28, 27.2, 13.3, 0
1922-04-29, 20.6, 9.4, 0
1922-04-30, 18.9, 6.1, 0
1922-05-01, 23.3, 6.1, 0
1922-05-02, 30, 7.8, 1
1922-05-03, 15, 4.4, 1.8
1922-05-04, 23.9, 11.7, 0
1922-05-05, 21.1, 9.4, 0
1922-05-06, 25.6, 6.1, 1.3
1922-05-07, 18.9, 5.6, 0
1922-05-08, 22.2, 7.2, 0
1922-05-09, 21.7, 13.3, 0
1922-05-10, 22.2, 8.9, 1
1922-05-11, 15.6, 7.8, 22.4
1922-05-12, 11.1, 5.6, 2
1922-05-13, 13.9, 4.4, 0.5
1922-05-14, 17.8, 5.6, 4.3
1922-05-15, 13.9, 5, 0.8
1922-05-16, 18.3, 5.6, 0
1922-05-17, 22.2, 8.9, 9.4
1922-05-18, 23.9, 13.3, 0
1922-05-19, 27.8, 11.1, 0
1922-05-20, 23.3, 15, 0
1922-05-21, 23.9, 13.3, 2.8
1922-05-22, 21.7, 11.1, 0
1922-05-23, 32.2, 13.9, 0
1922-05-24, 26.7, 12.8, 0
1922-05-25, 29.4, 14.4, 1
1922-05-26, 26.7, 14.4, 0
1922-05-27, 25.6, 12.8, 0
1922-05-28, 23.9, 12.8, 10.2
1922-05-29, 16.1, 11.1, 6.1
1922-05-30, 13.9, 10.6, 8.1
1922-05-31, 18.3, 8.3, 10.4
