year,month,Date,Deficit,Potential_Evap,Prec_m_PE,Precipitation,Storage,Surplus,Evaporation,Prec_m_Evap,Recharge,Snowpack
1917,5,1917-05-15,0,62.2,27.5,89.8,150,27.30000000000001,62.2,27.599999999999994,0.19999999999998863,0.09999999999999432
1917,6,1917-06-15,15.5,109.2,-78.4,30.8,87.1,0,93.7,-62.900000000000006,0,0
1917,7,1917-07-15,70.4,155.1,-119.5,35.6,38.1,0,84.69999999999999,-49.09999999999999,0,0
1917,8,1917-08-15,61.1,117.4,-76.8,40.7,22.4,0,56.300000000000004,-15.600000000000001,0,0
1917,9,1917-09-15,40.1,81.2,-46.3,35,16.2,0,41.1,-6.100000000000001,0,0
1917,10,1917-10-15,16,21.7,-17.9,3.7,14.3,0,5.699999999999999,-1.9999999999999991,0,0
1917,11,1917-11-15,11.3,18.4,-12.5,5.8,13.1,0,7.099999999999998,-1.299999999999998,0,0
1917,12,1917-12-15,0,0,1.4,13.9,14.5,0,0,13.9,1.4000000000000004,12.5
1918,1,1918-01-15,0,0,2.2,21.9,16.7,0,0,21.9,2.1999999999999993,19.7
1918,2,1918-02-15,0,0,1.8,18.1,18.5,0,0,18.1,1.8000000000000007,16.3
1918,3,1918-03-15,0,20.2,52.4,23,71,0,20.2,2.8000000000000007,52.5,0
1918,4,1918-04-15,0,25.2,42.7,67.9,113.6,0,25.2,42.7,42.599999999999994,0.10000000000000853
1918,5,1918-05-15,0.6,80.2,-2.6,77.6,111.6,0,79.60000000000001,-2.000000000000014,0,0
1918,6,1918-06-15,33.6,131.8,-81.9,49.9,63.3,0,98.20000000000002,-48.30000000000002,0,0
1918,7,1918-07-15,34.1,135.6,-53.8,81.8,43.6,0,101.5,-19.700000000000003,0,0
1918,8,1918-08-15,43.6,127.1,-58,69.1,29.2,0,83.5,-14.400000000000006,0,0
1918,9,1918-09-15,31.1,66.2,-37.9,28.3,22.4,0,35.1,-6.800000000000001,0,0
1918,10,1918-10-15,22.6,42.5,-26.4,16.1,18.7,0,19.9,-3.799999999999997,0,0
1918,11,1918-11-15,0,1.1,11.5,12.6,30.2,0,1.1,11.5,11.5,0
1918,12,1918-12-15,0,0,2.5,24.7,32.7,0,0,24.7,2.5000000000000036,22.199999999999996
1919,1,1919-01-15,0,0,0.1,1.3,32.8,0,0,1.3,0.09999999999999432,1.2000000000000057
1919,2,1919-02-15,0,0,2.5,24.9,35.3,0,0,24.9,2.5,22.4
1919,3,1919-03-15,0,0,2.1,20.7,37.3,0,0,20.7,2,18.7
1919,4,1919-04-15,0,31.9,103.7,71.2,141,0,31.9,39.300000000000004,103.7,0
1919,5,1919-05-15,0.1,74.7,-2.3,72.3,138.8,0,74.60000000000001,-2.3000000000000114,0,0
1919,6,1919-06-15,10.4,127.8,-53.1,74.7,96.1,0,117.39999999999999,-42.69999999999999,0,0
1919,7,1919-07-15,48,153.8,-93.9,59.9,50.1,0,105.80000000000001,-45.90000000000001,0,0
1919,8,1919-08-15,85.2,128.1,-112.3,15.8,23,0,42.89999999999999,-27.09999999999999,0,0
1919,9,1919-09-15,57.2,89.8,-65.6,24.2,14.6,0,32.599999999999994,-8.399999999999995,0,0
1919,10,1919-10-15,0,14.1,40,54.2,54.7,0,14.1,40.1,40.1,0
1919,11,1919-11-15,0,0,3.3,33.3,58,0,0,33.3,3.299999999999997,30
1919,12,1919-12-15,0,0,0.6,6.4,58.6,0,0,6.4,0.6000000000000014,5.799999999999999
1920,1,1920-01-15,0,0,0.7,7.4,59.4,0,0,7.4,0.7999999999999972,6.600000000000003
1920,2,1920-02-15,0,0,1.4,13.8,60.8,0,0,13.8,1.3999999999999986,12.400000000000002
1920,3,1920-03-15,0,0,85.8,30.6,146.5,0,0,30.6,85.7,0
1920,4,1920-04-15,0,10.2,69.3,79.5,150,65.8,10.2,69.3,3.5,0
1920,5,1920-05-15,0,74.8,58.6,133.4,150,58.6,74.8,58.60000000000001,0,7.105427357601002e-15
1920,6,1920-06-15,0.1,114.5,-12.4,102.1,137.7,0,114.4,-12.300000000000011,0,0
1920,7,1920-07-15,25.5,141.6,-88.7,52.9,74.5,0,116.1,-63.199999999999996,0,0
1920,8,1920-08-15,47.2,120.7,-78.4,42.3,43.3,0,73.5,-31.200000000000003,0,0
1920,9,1920-09-15,41.7,85.8,-55.5,30.4,29.5,0,44.099999999999994,-13.699999999999996,0,0
1920,10,1920-10-15,18.4,46.3,-22.7,23.7,25.2,0,27.9,-4.199999999999999,0,0
1920,11,1920-11-15,0,0,2.6,26,27.8,0,0,26,2.6000000000000014,23.4
1920,12,1920-12-15,0,0,1.1,10.6,28.8,0,0,10.6,1,9.6
1921,1,1921-01-15,0,0,1,10,29.8,0,0,10,1,9
1921,2,1921-02-15,0,0,0.2,2,30,0,0,2,0.1999999999999993,1.8000000000000007
1921,3,1921-03-15,0,9.6,48.3,13.7,78.4,0,9.6,4.1,48.400000000000006,0
1921,4,1921-04-15,1.8,35.4,-3.9,31.5,76.3,0,33.6,-2.1000000000000014,0,0
1921,5,1921-05-15,0,73,9.4,82.4,85.7,0,73,9.400000000000006,9.400000000000006,0
1921,6,1921-06-15,64,144.4,-109.5,34.9,40.1,0,80.4,-45.50000000000001,0,0
1921,7,1921-07-15,49.9,154.6,-64.3,90.3,25.7,0,104.69999999999999,-14.399999999999991,0,0
1921,8,1921-08-15,73.6,127,-85,42,14.3,0,53.400000000000006,-11.400000000000006,0,0
1921,9,1921-09-15,12.5,77.1,-13.8,63.3,13,0,64.6,-1.2999999999999972,0,0
1921,10,1921-10-15,4.8,40.6,-5.3,35.3,12.5,0,35.800000000000004,-0.5000000000000071,0,0
1921,11,1921-11-15,0,0,1.2,12.3,13.7,0,0,12.3,1.1999999999999993,11.100000000000001
1921,12,1921-12-15,0,0,1,10.3,14.8,0,0,10.3,1.1000000000000014,9.2
1922,1,1922-01-15,0,0,1.9,19,16.7,0,0,19,1.8999999999999986,17.1
1922,2,1922-02-15,0,0,1.5,15.3,18.2,0,0,15.3,1.5,13.8
1922,3,1922-03-15,0,0.1,63.5,11.4,81.7,0,0.1,11.3,63.5,0
1922,4,1922-04-15,0,33.4,4.2,37.6,85.9,0,33.4,4.200000000000003,4.200000000000003,0
1922,5,1922-05-15,0,77.6,9.4,86.9,95.3,0,77.6,9.300000000000011,9.399999999999991,0
1922,6,1922-06-15,11.3,125.3,-28.2,97.1,78.4,0,114,-16.900000000000006,0,0
1922,7,1922-07-15,18.7,130.1,-36,94.1,61.1,0,111.39999999999999,-17.299999999999997,0,0
1922,8,1922-08-15,63.9,136.9,-92.9,44,32.1,0,73,-29,0,0
1922,9,1922-09-15,71,93,-85.3,7.7,17.8,0,22,-14.3,0,0
1922,10,1922-10-15,20.7,40.2,-23.4,16.9,15.1,0,19.500000000000004,-2.600000000000005,0,0
1922,11,1922-11-15,0,2.3,63.4,65.7,78.5,0,2.3,63.400000000000006,63.4,7.105427357601002e-15
1922,12,1922-12-15,0,0,1.3,13.3,79.9,0,0,13.3,1.4000000000000057,11.899999999999995
1923,1,1923-01-15,0,0,0.7,7.3,80.6,0,0,7.3,0.6999999999999886,6.600000000000011
1923,2,1923-02-15,0,0,0.3,2.5,80.8,0,0,2.5,0.20000000000000284,2.299999999999997
1923,3,1923-03-15,0,0,1.3,12.7,82.1,0,0,12.7,1.2999999999999972,11.400000000000002
1923,4,1923-04-15,0,33.3,30.6,31.4,112.7,0,33.3,-1.8999999999999986,30.60000000000001,0
1923,5,1923-05-15,6,76.2,-21.8,54.5,96.9,0,70.2,-15.700000000000003,0,0
1923,6,1923-06-15,2.9,120,-8.5,111.6,91.4,0,117.1,-5.5,0,0
1923,7,1923-07-15,31.7,151.7,-64.8,87,58.3,0,119.99999999999999,-32.999999999999986,0,0
1923,8,1923-08-15,9,113,-14.7,98.3,52.7,0,104,-5.700000000000003,0,0
1923,9,1923-09-15,16,84,-24.1,59.9,44.6,0,68,-8.100000000000001,0,0
1923,10,1923-10-15,0,30.2,7.8,38,52.4,0,30.2,7.800000000000001,7.799999999999997,3.552713678800501e-15
1923,11,1923-11-15,4.6,12.4,-7.1,5.3,49.8,0,7.800000000000001,-2.500000000000001,0,0
1923,12,1923-12-15,0,0,0.8,7.5,50.6,0,0,7.5,0.8000000000000043,6.699999999999996
1924,1,1924-01-15,0,0,0.3,3.3,50.9,0,0,3.3,0.29999999999999716,3.0000000000000027
1924,2,1924-02-15,0,0,2,20.3,53,0,0,20.3,2.1000000000000014,18.2
1924,3,1924-03-15,0,0,3.2,31.8,56.1,0,0,31.8,3.1000000000000014,28.7
1924,4,1924-04-15,0,35.7,39.6,18.6,95.7,0,35.7,-17.1,39.6,0
1924,5,1924-05-15,21.1,60.2,-48.3,11.9,68.5,0,39.1,-27.200000000000003,0,0
1924,6,1924-06-15,0,106.2,7.6,113.8,76.1,0,106.2,7.599999999999994,7.599999999999994,0
1924,7,1924-07-15,55.4,133.6,-90.9,42.7,40.5,0,78.19999999999999,-35.499999999999986,0,0
1924,8,1924-08-15,65.2,124.3,-82.9,41.4,22.8,0,59.099999999999994,-17.699999999999996,0,0
1924,9,1924-09-15,29.3,77.4,-34.2,43.2,18,0,48.10000000000001,-4.900000000000006,0,0
1924,10,1924-10-15,9.5,52.8,-10.8,42,16.7,0,43.3,-1.2999999999999972,0,0
1924,11,1924-11-15,0,4.2,5,9.1,21.7,0,4.2,4.8999999999999995,5,0
1924,12,1924-12-15,0,0,2.5,24.7,24.2,0,0,24.7,2.5,22.2
1925,1,1925-01-15,0,0,1,10.3,25.2,0,0,10.3,1,9.3
1925,2,1925-02-15,0,0,0.6,5.8,25.8,0,0,5.8,0.6000000000000014,5.199999999999998
1925,3,1925-03-15,0,9.7,32,4.4,57.8,0,9.7,-5.299999999999999,31.999999999999996,0
1925,4,1925-04-15,15,53.9,-23.8,30.1,49,0,38.9,-8.799999999999997,0,0
1925,5,1925-05-15,27.5,78.3,-39.1,39.2,37.4,0,50.8,-11.599999999999994,0,0
1925,6,1925-06-15,0,114.7,3.6,118.3,41,0,114.7,3.5999999999999943,3.6000000000000014,0
1925,7,1925-07-15,68.1,140.8,-86.6,54.2,22.5,0,72.70000000000002,-18.500000000000014,0,0
1925,8,1925-08-15,91.6,132.2,-103.1,29.1,11,0,40.599999999999994,-11.499999999999993,0,0
1925,9,1925-09-15,70.1,89.6,-74.6,15,6.6,0,19.5,-4.5,0,0
1925,10,1925-10-15,0,8.2,12,20.2,18.6,0,8.2,12,12.000000000000002,0
1925,11,1925-11-15,0,1.4,4.1,5.5,22.7,0,1.4,4.1,4.099999999999998,1.7763568394002505e-15
1925,12,1925-12-15,0,0,1.6,15.5,24.2,0,0,15.5,1.5,14
1926,1,1926-01-15,0,0,3.5,34.5,27.7,0,0,34.5,3.5,31
1926,2,1926-02-15,0,0,0.2,2.5,27.9,0,0,2.5,0.1999999999999993,2.3000000000000007
1926,3,1926-03-15,0,0.5,52.5,4,80.5,0,0.5,3.5,52.6,0
1926,4,1926-04-15,14.8,36.9,-29.9,7,65.4,0,22.099999999999998,-15.099999999999998,0,0
1926,5,1926-05-15,15.9,95.9,-27.1,68.8,54.2,0,80,-11.200000000000003,0,0
1926,6,1926-06-15,40,115.5,-57.9,57.6,36.3,0,75.5,-17.9,0,0
1926,7,1926-07-15,64,146.4,-79.3,67.1,21,0,82.4,-15.300000000000011,0,0
1926,8,1926-08-15,78.4,127,-88,39.1,11.4,0,48.599999999999994,-9.499999999999993,0,0
1926,9,1926-09-15,37.9,70.5,-40.7,29.8,8.6,0,32.6,-2.8000000000000007,0,0
1926,10,1926-10-15,2,38,-2.1,35.9,8.5,0,36,-0.10000000000000142,0,0
1926,11,1926-11-15,0,0,1.2,11.9,9.7,0,0,11.9,1.1999999999999993,10.700000000000001
1926,12,1926-12-15,0,0,0.7,6.5,10.3,0,0,6.5,0.6000000000000014,5.899999999999999
1927,1,1927-01-15,0,0,0.9,8.6,11.2,0,0,8.6,0.8999999999999986,7.700000000000001
1927,2,1927-02-15,0,0,0.5,4.8,11.6,0,0,4.8,0.40000000000000036,4.3999999999999995
1927,3,1927-03-15,0,4.9,50.9,26.9,62.5,0,4.9,22,50.9,0
1927,4,1927-04-15,0,32.1,81.2,113.3,143.7,0,32.1,81.19999999999999,81.19999999999999,0
1927,5,1927-05-15,0,66.7,69.8,136.4,150,63.499999999999986,66.7,69.7,6.300000000000011,0
1927,6,1927-06-15,5.4,113.1,-47.4,65.7,108,0,107.69999999999999,-41.999999999999986,0,0
1927,7,1927-07-15,32.7,131.8,-77.7,54.2,63.1,0,99.10000000000001,-44.900000000000006,0,0
1927,8,1927-08-15,39.1,113.6,-60.8,52.8,41.4,0,74.5,-21.700000000000003,0,0
1927,9,1927-09-15,47.5,84,-62,22.1,26.9,0,36.5,-14.399999999999999,0,0
1927,10,1927-10-15,15.7,48.1,-19.1,29,23.6,0,32.400000000000006,-3.4000000000000057,0,0
1927,11,1927-11-15,0,0,1.2,12.2,24.8,0,0,12.2,1.1999999999999993,11
1927,12,1927-12-15,0,0,2.1,21.1,26.9,0,0,21.1,2.099999999999998,19.000000000000004
1928,1,1928-01-15,0,0,0.3,2.9,27.2,0,0,2.9,0.3000000000000007,2.599999999999999
1928,2,1928-02-15,0,0,0.5,4.8,27.7,0,0,4.8,0.5,4.3
1928,3,1928-03-15,0,8.4,47.7,19,75.4,0,8.4,10.6,47.7,0
1928,4,1928-04-15,4.1,24,-8.3,15.7,71.2,0,19.9,-4.199999999999999,0,0
1928,5,1928-05-15,32.4,93.5,-54.9,38.5,48.7,0,61.1,-22.6,0,0
1928,6,1928-06-15,5.4,99.3,-8,91.3,46,0,93.89999999999999,-2.5999999999999943,0,0
1928,7,1928-07-15,51.9,141.1,-69.5,71.6,28.5,0,89.19999999999999,-17.599999999999994,0,0
1928,8,1928-08-15,75.8,128.3,-88.9,39.5,15.4,0,52.500000000000014,-13.000000000000014,0,0
1928,9,1928-09-15,46.6,76.1,-51.2,25,10.8,0,29.499999999999993,-4.499999999999993,0,0
1928,10,1928-10-15,1,36.9,-1.1,35.7,10.7,0,35.9,-0.19999999999999574,0,0
1928,11,1928-11-15,0,2.6,17.1,19.7,27.8,0,2.6,17.099999999999998,17.1,0
1928,12,1928-12-15,0,0,0.4,3.5,28.1,0,0,3.5,0.3000000000000007,3.1999999999999993
1929,1,1929-01-15,0,0,1.9,19.1,30,0,0,19.1,1.8999999999999986,17.200000000000003
1929,2,1929-02-15,0,0,1.2,12.5,31.3,0,0,12.5,1.3000000000000007,11.2
1929,3,1929-03-15,0,7.6,74.5,49.5,105.8,0,7.6,41.9,74.5,0
1929,4,1929-04-15,0,35.1,26.2,61.3,132,0,35.1,26.199999999999996,26.200000000000003,0
1929,5,1929-05-15,2.3,69.2,-16.6,52.6,117.6,0,66.9,-14.300000000000004,0,0
1929,6,1929-06-15,17.9,112.3,-55.4,57,80.2,0,94.4,-37.400000000000006,0,0
1929,7,1929-07-15,69.3,155.9,-112.7,43.1,36.7,0,86.60000000000001,-43.50000000000001,0,0
1929,8,1929-08-15,92.2,140.4,-112,28.5,16.9,0,48.2,-19.700000000000003,0,0
1929,9,1929-09-15,6.7,65.5,-7.6,57.9,16,0,58.8,-0.8999999999999986,0,0
1929,10,1929-10-15,0,39.1,26.1,65.1,42.1,0,39.1,25.999999999999993,26.1,0
1929,11,1929-11-15,0,0,1.5,15.3,43.7,0,0,15.3,1.6000000000000014,13.7
1929,12,1929-12-15,0,0,0.4,3.7,44,0,0,3.7,0.29999999999999716,3.400000000000003
1930,1,1930-01-15,0,0,1,9.5,45,0,0,9.5,1,8.5
1930,2,1930-02-15,0,2.6,49.2,25.6,94.2,0,2.6,23,49.2,0
1930,3,1930-03-15,0,0,14.1,14.1,108.3,0,0,14.1,14.099999999999994,5.3290705182007514e-15
1930,4,1930-04-15,0,50.1,17.9,67.9,126.1,0,50.1,17.800000000000004,17.799999999999997,7.105427357601002e-15
1930,5,1930-05-15,0,65.7,5.8,71.5,131.9,0,65.7,5.799999999999997,5.800000000000011,0
1930,6,1930-06-15,17.5,117.2,-65.7,51.5,83.6,0,99.7,-48.2,0,0
1930,7,1930-07-15,90.9,164.8,-143.7,21.1,30.9,0,73.9,-52.800000000000004,0,0
1930,8,1930-08-15,52.2,134,-63.1,70.8,20,0,81.8,-11,0,0
1930,9,1930-09-15,51.4,79.8,-58,21.8,13.4,0,28.4,-6.599999999999998,0,0
1930,10,1930-10-15,0,27,37.3,64.3,50.6,0,27,37.3,37.2,0.09999999999999432
1930,11,1930-11-15,0,1.9,24,25.9,74.6,0,1.9,24,23.999999999999993,7.105427357601002e-15
1930,12,1930-12-15,0,0,0.2,1.6,74.8,0,0,1.6,0.20000000000000284,1.3999999999999972
1931,1,1931-01-15,0,0,0.6,5.7,75.3,0,0,5.7,0.5,5.2
1931,2,1931-02-15,0,1.3,10,4.5,85.4,0,1.3,3.2,10.100000000000009,0
1931,3,1931-03-15,0,0,38.9,38.9,124.3,0,0,38.9,38.89999999999999,7.105427357601002e-15
1931,4,1931-04-15,5.4,35.4,-25.5,9.9,104.2,0,30,-20.1,0,0
1931,5,1931-05-15,4.5,67.1,-14.3,52.8,94.3,0,62.599999999999994,-9.799999999999997,0,0
1931,6,1931-06-15,60.7,150.7,-111.4,39.3,43.6,0,89.99999999999999,-50.69999999999999,0,0
1931,7,1931-07-15,106.9,162.8,-133.1,29.7,17.3,0,55.900000000000006,-26.200000000000006,0,0
1931,8,1931-08-15,85.4,129.5,-93.7,35.7,9.1,0,44.099999999999994,-8.399999999999991,0,0
1931,9,1931-09-15,63.8,98.9,-67.2,31.8,5.7,0,35.10000000000001,-3.300000000000008,0,0
1931,10,1931-10-15,15.6,39,-16.2,22.9,5.1,0,23.4,-0.5,0,0
1931,11,1931-11-15,0,0.9,17.4,18.3,22.5,0,0.9,17.400000000000002,17.4,3.552713678800501e-15
1931,12,1931-12-15,0,0,2.2,22.2,24.7,0,0,22.2,2.1999999999999993,20
1932,1,1932-01-15,0,0,1.1,11.3,25.9,0,0,11.3,1.1999999999999993,10.100000000000001
1932,2,1932-02-15,0,0,0.5,5,26.4,0,0,5,0.5,4.5
1932,3,1932-03-15,0,0,2.3,23,28.7,0,0,23,2.3000000000000007,20.7
1932,4,1932-04-15,0,45.9,80,70,108.6,0,45.9,24.1,79.89999999999999,0
1932,5,1932-05-15,0.5,85.4,-2.1,83.4,107.1,0,84.9,-1.5,0,0
1932,6,1932-06-15,9.2,125.1,-28.3,96.8,88,0,115.89999999999999,-19.099999999999994,0,0
1932,7,1932-07-15,62.7,151.6,-109.5,42,41.2,0,88.89999999999999,-46.89999999999999,0,0
1932,8,1932-08-15,72,133.5,-91.4,42.1,21.9,0,61.5,-19.4,0,0
1932,9,1932-09-15,52.9,79.5,-60.4,19.1,14.4,0,26.6,-7.5,0,0
1932,10,1932-10-15,0,23.6,3.5,27.1,17.9,0,23.6,3.5,3.4999999999999982,1.7763568394002505e-15
1932,11,1932-11-15,2,3.1,-2.3,0.8,17.6,0,1.1,-0.30000000000000004,0,0
1932,12,1932-12-15,0,0,0.7,7.2,18.3,0,0,7.2,0.6999999999999993,6.500000000000001
1933,1,1933-01-15,0,0,0.2,2.1,18.5,0,0,2.1,0.1999999999999993,1.9000000000000008
1933,2,1933-02-15,0,0,0.7,6.6,19.2,0,0,6.6,0.6999999999999993,5.9
1933,3,1933-03-15,0,2.8,54.7,43,73.9,0,2.8,40.2,54.7,0
1933,4,1933-04-15,0,30.1,14.8,44.9,88.7,0,30.1,14.799999999999997,14.799999999999997,0
1933,5,1933-05-15,0,64.7,19.3,84,108,0,64.7,19.299999999999997,19.299999999999997,0
1933,6,1933-06-15,65,160.8,-128.7,32.1,44.3,0,95.80000000000001,-63.70000000000001,0,0
1933,7,1933-07-15,101.6,167.5,-127.6,39.9,18.3,0,65.9,-26.000000000000007,0,0
1933,8,1933-08-15,57,119.7,-63.6,56.1,11.8,0,62.7,-6.600000000000001,0,0
1933,9,1933-09-15,70.1,92.5,-74.9,17.6,7,0,22.400000000000006,-4.800000000000004,0,0
1933,10,1933-10-15,31.4,34.5,-32.8,1.7,5.6,0,3.1000000000000014,-1.4000000000000015,0,0
1933,11,1933-11-15,0,6.1,0.2,6.3,5.8,0,6.1,0.20000000000000018,0.20000000000000018,0
1933,12,1933-12-15,0,0,1.4,13.7,7.1,0,0,13.7,1.2999999999999998,12.399999999999999
1934,1,1934-01-15,0,0,0.4,4.4,7.6,0,0,4.4,0.5,3.9000000000000004
1934,2,1934-02-15,0,0,0.6,5.7,8.1,0,0,5.7,0.5,5.2
1934,3,1934-03-15,0,0.8,43.9,23.1,52,0,0.8,22.3,43.9,0
1934,4,1934-04-15,14.5,37.5,-21.7,15.7,44.8,0,23,-7.300000000000001,0,0
1934,5,1934-05-15,83.9,119.4,-107.4,11.9,21.3,0,35.5,-23.6,0,0
1934,6,1934-06-15,59.9,131.5,-67.9,63.6,13.3,0,71.6,-7.999999999999993,0,0
1934,7,1934-07-15,110.2,163.6,-117.7,45.9,5.9,0,53.39999999999999,-7.499999999999993,0,0
1934,8,1934-08-15,96.7,128.6,-99.6,29,2.9,0,31.89999999999999,-2.8999999999999915,0,0
1934,9,1934-09-15,34.7,60.8,-35.4,25.4,2.3,0,26.099999999999994,-0.6999999999999957,0,0
1934,10,1934-10-15,1.2,43.4,-1.2,42.2,2.3,0,42.199999999999996,7.105427357601002e-15,0,7.105427357601002e-15
1934,11,1934-11-15,0.4,7.9,-0.4,7.5,2.3,0,7.5,0,0,0
1934,12,1934-12-15,0,0,0.8,7.6,3,0,0,7.6,0.7000000000000002,6.8999999999999995
1935,1,1935-01-15,0,0,0.5,5.4,3.6,0,0,5.4,0.6000000000000001,4.800000000000001
1935,2,1935-02-15,0,0,28.2,16.2,31.8,0,0,16.2,28.2,0
1935,3,1935-03-15,0,8.2,17.8,26,49.5,0,8.2,17.8,17.7,0.10000000000000142
1935,4,1935-04-15,0,19.9,85.1,105,134.7,0,19.9,85.1,85.19999999999999,0
1935,5,1935-05-15,0,55.6,20.7,76.3,150,5.399999999999988,55.6,20.699999999999996,15.300000000000011,0
1935,6,1935-06-15,9.8,110.1,-62.4,47.7,97.3,0,100.3,-52.599999999999994,0,0
1935,7,1935-07-15,82.3,172.9,-143.7,29.3,36,0,90.60000000000001,-61.30000000000001,0,0
1935,8,1935-08-15,91.5,133.1,-110.8,22.3,16.7,0,41.599999999999994,-19.299999999999994,0,0
1935,9,1935-09-15,71.6,87.4,-78.6,8.8,9.7,0,15.800000000000011,-7.000000000000011,0,0
1935,10,1935-10-15,26.9,33.1,-28.6,4.5,7.9,0,6.200000000000003,-1.7000000000000028,0,0
1935,11,1935-11-15,0,0,0.6,6.3,8.6,0,0,6.3,0.6999999999999993,5.6000000000000005
1935,12,1935-12-15,0,0,1.3,12.7,9.8,0,0,12.7,1.200000000000001,11.499999999999998
1936,1,1936-01-15,0,0,1.7,16.8,11.5,0,0,16.8,1.6999999999999993,15.100000000000001
1936,2,1936-02-15,0,0,1.7,17.2,13.2,0,0,17.2,1.6999999999999993,15.5
1936,3,1936-03-15,0,1.4,65.2,18.1,78.4,0,1.4,16.700000000000003,65.2,0
1936,4,1936-04-15,0,18.5,9.5,28,87.9,0,18.5,9.5,9.5,0
1936,5,1936-05-15,33.5,93.7,-65.6,28.1,55.8,0,60.2,-32.1,0,0
1936,6,1936-06-15,84.4,141.9,-115.1,26.8,25.2,0,57.5,-30.7,0,0
1936,7,1936-07-15,165.3,195.6,-183.4,12.2,7.1,0,30.299999999999983,-18.099999999999984,0,0
1936,8,1936-08-15,104.2,144.9,-107.9,37.1,3.3,0,40.7,-3.6000000000000014,0,0
1936,9,1936-09-15,70.3,88.4,-71.6,16.8,2,0,18.10000000000001,-1.3000000000000078,0,0
1936,10,1936-10-15,18.3,27.1,-18.5,8.6,1.8,0,8.8,-0.20000000000000107,0,0
1936,11,1936-11-15,0,0,23.5,23.5,25.3,0,0,23.5,23.5,0
1936,12,1936-12-15,0,0,0.6,6.2,25.9,0,0,6.2,0.5999999999999979,5.600000000000002
1937,1,1937-01-15,0,0,1.8,18.4,27.7,0,0,18.4,1.8000000000000007,16.599999999999998
1937,2,1937-02-15,0,0,0.7,7.4,28.5,0,0,7.4,0.8000000000000007,6.6
1937,3,1937-03-15,0,0,3.6,36.1,32.1,0,0,36.1,3.6000000000000014,32.5
1937,4,1937-04-15,0,27.3,54.5,19.7,86.6,0,27.3,-7.600000000000001,54.49999999999999,0
1937,5,1937-05-15,10.3,84.8,-23.1,61.8,73.8,0,74.5,-12.700000000000003,0,0
1937,6,1937-06-15,17.6,112.2,-32.5,79.7,58.9,0,94.6,-14.899999999999991,0,0
1937,7,1937-07-15,56.5,158.5,-82,76.5,33.4,0,102,-25.5,0,0
1937,8,1937-08-15,111.3,154,-131.3,22.7,13.4,0,42.7,-20.000000000000004,0,0
1937,9,1937-09-15,70.4,88.4,-75.9,12.5,7.9,0,18,-5.5,0,0
1937,10,1937-10-15,25.8,34.6,-27.1,7.5,6.6,0,8.8,-1.3000000000000007,0,0
1937,11,1937-11-15,0,0,5.4,5.4,11.9,0,0,5.4,5.300000000000001,0.09999999999999964
1937,12,1937-12-15,0,0,1.2,12,13.1,0,0,12,1.1999999999999993,10.8
1938,1,1938-01-15,0,0,0.8,8.1,14,0,0,8.1,0.9000000000000004,7.199999999999999
1938,2,1938-02-15,0,0,1.3,12.5,15.2,0,0,12.5,1.1999999999999993,11.3
1938,3,1938-03-15,0,9.5,58.2,37.9,73.4,0,9.5,28.4,58.2,0
1938,4,1938-04-15,0,34.8,39.3,74,112.7,0,34.8,39.2,39.3,0
1938,5,1938-05-15,0,67.1,15.8,82.8,128.5,0,67.1,15.700000000000003,15.799999999999997,0
1938,6,1938-06-15,17.1,124.9,-61.9,63,83.6,0,107.80000000000001,-44.80000000000001,0,0
1938,7,1938-07-15,67.4,151.5,-112.7,38.8,38.3,0,84.1,-45.3,0,0
1938,8,1938-08-15,97.5,144.4,-119,25.4,16.8,0,46.900000000000006,-21.500000000000007,0,0
1938,9,1938-09-15,41.5,90.2,-46.1,44.1,12.2,0,48.7,-4.600000000000001,0,0
1938,10,1938-10-15,44.1,50.4,-47.5,2.9,8.8,0,6.299999999999997,-3.3999999999999972,0,0
1938,11,1938-11-15,0,0,10.5,10.5,19.2,0,0,10.5,10.399999999999999,0.10000000000000142
1938,12,1938-12-15,0,0,0.3,2.8,19.5,0,0,2.8,0.3000000000000007,2.499999999999999
1939,1,1939-01-15,0,0,2.7,27.3,22.2,0,0,27.3,2.6999999999999993,24.6
1939,2,1939-02-15,0,0,1.5,15.3,23.8,0,0,15.3,1.6000000000000014,13.7
1939,3,1939-03-15,0,3.5,44.5,5.8,68.3,0,3.5,2.3,44.5,0
1939,4,1939-04-15,7.3,33.3,-13.2,20.1,62.3,0,25.999999999999996,-5.899999999999995,0,0
1939,5,1939-05-15,18.8,100.2,-30.8,69.4,50.3,0,81.4,-12,0,0
1939,6,1939-06-15,21.3,114.5,-31,83.5,40.6,0,93.2,-9.700000000000003,0,0
1939,7,1939-07-15,108,166.2,-132.4,33.9,16.2,0,58.19999999999999,-24.29999999999999,0,0
1939,8,1939-08-15,86.3,128.1,-94.1,34,8.5,0,41.8,-7.799999999999997,0,0
1939,9,1939-09-15,60.3,91.9,-63.3,28.5,5.5,0,31.60000000000001,-3.1000000000000085,0,0
1939,10,1939-10-15,3.9,33.7,-4,29.7,5.3,0,29.800000000000004,-0.10000000000000497,0,0
1939,11,1939-11-15,8.2,8.6,-8.5,0.1,5,0,0.40000000000000036,-0.3000000000000004,0,0
1939,12,1939-12-15,0,0,11.3,11.3,16.2,0,0,11.3,11.2,0.10000000000000142
