year,month,Date,Deficit,Potential_Evap,Prec_m_PE,Precipitation,Storage,Surplus,Evaporation,Prec_m_Evap,Recharge,Snowpack
1940,1,1940-01-15,0,0,0.7,6.7,16.9,0,0,6.7,0.6999999999999993,6.000000000000001
1940,2,1940-02-15,0,0,1.3,13.3,18.2,0,0,13.3,1.3000000000000007,12
1940,3,1940-03-15,0,0,4,40.1,22.3,0,0,40.1,4.100000000000001,36
1940,4,1940-04-15,0,24.7,85.2,55.5,107.5,0,24.7,30.8,85.2,0
1940,5,1940-05-15,26.6,75.2,-66.1,9.1,68,0,48.6,-39.5,0,0
1940,6,1940-06-15,41.9,123.3,-67.3,56,42.7,0,81.4,-25.400000000000006,0,0
1940,7,1940-07-15,99.9,167.3,-124.6,42.7,18,0,67.4,-24.700000000000003,0,0
1940,8,1940-08-15,85.2,126.7,-93.8,32.8,9.4,0,41.5,-8.700000000000003,0,0
1940,9,1940-09-15,80,98.4,-84.2,14.2,5.2,0,18.400000000000006,-4.200000000000006,0,0
1940,10,1940-10-15,31.9,49.8,-33,16.8,4.2,0,17.9,-1.0999999999999979,0,0
1940,11,1940-11-15,0,0,1.1,11,5.3,0,0,11,1.0999999999999996,9.9
1940,12,1940-12-15,0,0,0.7,6.9,6,0,0,6.9,0.7000000000000002,6.2
1941,1,1941-01-15,0,0,1.3,12.7,7.2,0,0,12.7,1.2000000000000002,11.5
1941,2,1941-02-15,0,0,0.6,6,7.8,0,0,6,0.5999999999999996,5.4
1941,3,1941-03-15,0,0,47.7,14.2,55.5,0,0,14.2,47.7,0
1941,4,1941-04-15,0,39.9,49.7,89.6,105.3,0,39.9,49.699999999999996,49.8,0
1941,5,1941-05-15,22.7,97,-57,40,70.9,0,74.3,-34.3,0,0
1941,6,1941-06-15,0,117.6,0.8,118.4,71.7,0,117.6,0.8000000000000114,0.7999999999999972,1.4210854715202004e-14
1941,7,1941-07-15,71,153.4,-109.1,44.3,33.7,0,82.4,-38.10000000000001,0,0
1941,8,1941-08-15,73,136.1,-88.5,47.6,18.3,0,63.099999999999994,-15.499999999999993,0,0
1941,9,1941-09-15,12.9,78.5,-14.7,63.9,16.5,0,65.6,-1.6999999999999957,0,0
1941,10,1941-10-15,0,32.2,31.8,63.9,48.3,0,32.2,31.699999999999996,31.799999999999997,0
1941,11,1941-11-15,0.7,5,-1,3.9,47.9,0,4.3,-0.3999999999999999,0,0
1941,12,1941-12-15,0,0,0.6,6.5,48.6,0,0,6.5,0.7000000000000028,5.799999999999997
1942,1,1942-01-15,0,0,0.1,0.7,48.6,0,0,0.7,0,0.7
1942,2,1942-02-15,0,0,1.5,15.1,50.1,0,0,15.1,1.5,13.6
1942,3,1942-03-15,0,1.6,62.2,43.8,112.4,0,1.6,42.199999999999996,62.300000000000004,0
1942,4,1942-04-15,0,51.4,42.2,93.7,150,4.6000000000000085,51.4,42.300000000000004,37.599999999999994,0.10000000000000142
1942,5,1942-05-15,0,63.3,86.5,149.8,150,86.5,63.3,86.50000000000001,0,1.4210854715202004e-14
1942,6,1942-06-15,0.4,110.5,-18.3,92.2,132.1,0,110.1,-17.89999999999999,0,0
1942,7,1942-07-15,26.4,140.8,-85.3,55.5,73.2,0,114.4,-58.900000000000006,0,0
1942,8,1942-08-15,51,127.9,-83,44.9,41.2,0,76.9,-32.00000000000001,0,0
1942,9,1942-09-15,20.9,70.6,-28.3,42.4,33.8,0,49.699999999999996,-7.299999999999997,0,0
1942,10,1942-10-15,19.4,41.1,-24.7,16.4,28.5,0,21.700000000000003,-5.300000000000004,0,0
1942,11,1942-11-15,0,3.4,5.1,8.5,33.6,0,3.4,5.1,5.100000000000001,0
1942,12,1942-12-15,0,0,0.5,5,34.1,0,0,5,0.5,4.5
1943,1,1943-01-15,0,0,1.2,12.2,35.3,0,0,12.2,1.1999999999999957,11.000000000000004
1943,2,1943-02-15,0,0,0.6,6.1,35.9,0,0,6.1,0.6000000000000014,5.499999999999998
1943,3,1943-03-15,0,0,1.4,14.3,37.4,0,0,14.3,1.5,12.8
1943,4,1943-04-15,0,49.7,2.7,18,40.1,0,49.7,-31.700000000000003,2.700000000000003,0
1943,5,1943-05-15,7.3,65.8,-10,55.8,37.4,0,58.5,-2.700000000000003,0,0
1943,6,1943-06-15,0,114.7,2.6,117.3,40,0,114.7,2.5999999999999943,2.6000000000000014,0
1943,7,1943-07-15,92.4,155,-114.3,40.7,18.1,0,62.599999999999994,-21.89999999999999,0,0
1943,8,1943-08-15,90.6,138.3,-99.6,38.7,9.1,0,47.70000000000002,-9.000000000000014,0,0
1943,9,1943-09-15,61,76.7,-64.3,12.4,5.8,0,15.700000000000003,-3.3000000000000025,0,0
1943,10,1943-10-15,5.7,41.2,-6,35.2,5.6,0,35.5,-0.29999999999999716,0,0
1943,11,1943-11-15,0,1.1,3.8,5,9.4,0,1.1,3.9,3.8000000000000007,0.0999999999999992
1943,12,1943-12-15,0,0,0.2,2.1,9.6,0,0,2.1,0.1999999999999993,1.9000000000000008
1944,1,1944-01-15,0,0,2.9,28.6,12.5,0,0,28.6,2.9000000000000004,25.700000000000003
1944,2,1944-02-15,0,0,1.5,15.5,14,0,0,15.5,1.5,14
1944,3,1944-03-15,0,0,1.6,16.4,15.7,0,0,16.4,1.6999999999999993,14.7
1944,4,1944-04-15,0,25.6,66.7,34.5,82.3,0,25.6,8.899999999999999,66.6,0
1944,5,1944-05-15,4.7,94.8,-10.5,84.3,76.6,0,90.1,-5.799999999999997,0,0
1944,6,1944-06-15,0,112.2,0.9,113,77.4,0,112.2,0.7999999999999972,0.8000000000000114,0
1944,7,1944-07-15,26.6,137.1,-48.8,88.3,55.2,0,110.5,-22.200000000000003,0,0
1944,8,1944-08-15,37.6,126.1,-55.1,71,37.7,0,88.5,-17.5,0,0
1944,9,1944-09-15,54.3,79.1,-68.5,10.6,23.5,0,24.799999999999997,-14.199999999999998,0,0
1944,10,1944-10-15,23.7,42.7,-27.8,14.9,19.3,0,19.000000000000004,-4.100000000000003,0,0
1944,11,1944-11-15,0,0,47,47,66.3,0,0,47,47,0
1944,12,1944-12-15,0,0,0.5,5,66.8,0,0,5,0.5,4.5
1945,1,1945-01-15,0,0,1.1,11.2,68,0,0,11.2,1.2000000000000028,9.999999999999996
1945,2,1945-02-15,0,0,0.9,8.9,68.8,0,0,8.9,0.7999999999999972,8.100000000000003
1945,3,1945-03-15,0,13.8,43.4,34.1,112.3,0,13.8,20.3,43.5,0
1945,4,1945-04-15,2.2,29.5,-8.9,20.6,105.6,0,27.3,-6.699999999999999,0,0
1945,5,1945-05-15,3.1,65.7,-10.6,55.1,98.1,0,62.6,-7.5,0,0
1945,6,1945-06-15,0,93,1.9,94.9,100,0,93,1.9000000000000057,1.9000000000000057,0
1945,7,1945-07-15,43.2,144,-89.4,54.5,53.8,0,100.8,-46.3,0,0
1945,8,1945-08-15,53.3,129.5,-75.1,54.3,32,0,76.2,-21.900000000000006,0,0
1945,9,1945-09-15,30.3,77.9,-37.7,40.2,24.6,0,47.60000000000001,-7.400000000000006,0,0
1945,10,1945-10-15,31.9,43.4,-37.6,5.8,19,0,11.5,-5.7,0,0
1945,11,1945-11-15,0,0.7,1.7,2.3,20.7,0,0.7,1.5999999999999999,1.6999999999999993,0
1945,12,1945-12-15,0,0,0.6,5.9,21.3,0,0,5.9,0.6000000000000014,5.299999999999999
1946,1,1946-01-15,0,0,0.1,1.5,21.4,0,0,1.5,0.09999999999999787,1.4000000000000021
1946,2,1946-02-15,0,0,0.8,8.1,22.2,0,0,8.1,0.8000000000000007,7.299999999999999
1946,3,1946-03-15,0,22.6,31,39.6,53.2,0,22.6,17,31.000000000000004,0
1946,4,1946-04-15,16.6,58,-25.1,32.8,44.7,0,41.4,-8.600000000000001,0,0
1946,5,1946-05-15,0,62.6,45.2,107.8,89.9,0,62.6,45.199999999999996,45.2,0
1946,6,1946-06-15,7.8,120.7,-18.8,101.9,78.9,0,112.9,-11,0,0
1946,7,1946-07-15,72.5,152.4,-116.2,36.2,35.3,0,79.9,-43.7,0,0
1946,8,1946-08-15,52.2,117.7,-65,52.7,22.5,0,65.5,-12.799999999999997,0,0
1946,9,1946-09-15,0,77.7,19.6,97.2,42.1,0,77.7,19.5,19.6,0
1946,10,1946-10-15,0,24.7,29.9,54.7,72,0,24.7,30.000000000000004,29.9,0.10000000000000497
1946,11,1946-11-15,0,0,11.6,11.6,83.6,0,0,11.6,11.599999999999994,5.3290705182007514e-15
1946,12,1946-12-15,0,0,0.9,8.8,84.5,0,0,8.8,0.9000000000000057,7.899999999999995
1947,1,1947-01-15,0,0,1.3,12.8,85.8,0,0,12.8,1.2999999999999972,11.500000000000004
1947,2,1947-02-15,0,0,0.4,4.2,86.2,0,0,4.2,0.4000000000000057,3.7999999999999945
1947,3,1947-03-15,0,0,1.7,17.2,87.9,0,0,17.2,1.7000000000000028,15.499999999999996
1947,4,1947-04-15,0,26.8,54.1,41.5,142,0,26.8,14.7,54.099999999999994,0
1947,5,1947-05-15,4,64.8,-33.1,31.7,112.9,0,60.8,-29.099999999999998,0,0
1947,6,1947-06-15,0,102.4,49.9,152.3,150,12.800000000000004,102.4,49.900000000000006,37.099999999999994,7.105427357601002e-15
1947,7,1947-07-15,40,146.9,-128.4,18.5,61.6,0,106.9,-88.4,0,0
1947,8,1947-08-15,91.3,150.1,-127.4,22.7,25.5,0,58.8,-36.099999999999994,0,0
1947,9,1947-09-15,59.3,84.5,-69,15.5,15.8,0,25.200000000000003,-9.700000000000003,0,0
1947,10,1947-10-15,21.8,54.3,-24.3,30.1,13.4,0,32.5,-2.3999999999999986,0,0
1947,11,1947-11-15,0,0,3.5,34.6,16.8,0,0,34.6,3.4000000000000004,31.200000000000003
1947,12,1947-12-15,0,0,0.2,1.7,17,0,0,1.7,0.1999999999999993,1.5000000000000007
1948,1,1948-01-15,0,0,0.6,6.5,17.6,0,0,6.5,0.6000000000000014,5.899999999999999
1948,2,1948-02-15,0,0,1.1,10.7,18.7,0,0,10.7,1.0999999999999979,9.600000000000001
1948,3,1948-03-15,0,0,1.1,10.5,19.8,0,0,10.5,1.1000000000000014,9.399999999999999
1948,4,1948-04-15,0,47.8,69.1,59,88.8,0,47.8,11.200000000000003,69,0
1948,5,1948-05-15,7.7,76.8,-18.3,58.5,78.3,0,69.1,-10.599999999999994,0,0
1948,6,1948-06-15,0,110,12.7,122.7,91,0,110,12.700000000000003,12.700000000000003,0
1948,7,1948-07-15,32.6,143.9,-65.9,78,57.6,0,111.30000000000001,-33.30000000000001,0,0
1948,8,1948-08-15,53.8,130,-77.8,52.1,33.6,0,76.2,-24.1,0,0
1948,9,1948-09-15,65.8,97.4,-80.2,17.2,19.3,0,31.60000000000001,-14.40000000000001,0,0
1948,10,1948-10-15,10.1,35.4,-11.6,23.7,17.8,0,25.299999999999997,-1.5999999999999979,0,0
1948,11,1948-11-15,0,0.3,15.4,15.8,33.2,0,0.3,15.5,15.400000000000002,0.09999999999999787
1948,12,1948-12-15,0,0,0.8,8.2,34,0,0,8.2,0.7999999999999972,7.400000000000002
1949,1,1949-01-15,0,0,3,29.8,37,0,0,29.8,3,26.8
1949,2,1949-02-15,0,0,0.2,2.3,37.2,0,0,2.3,0.20000000000000284,2.099999999999997
1949,3,1949-03-15,0,0,2.2,21.7,39.4,0,0,21.7,2.1999999999999957,19.500000000000004
1949,4,1949-04-15,0,44.3,49.2,36.1,88.5,0,44.3,-8.199999999999996,49.1,0
1949,5,1949-05-15,9.1,84.7,-21.1,63.6,76.5,0,75.60000000000001,-12.000000000000007,0,0
1949,6,1949-06-15,39.9,122.4,-69,53.4,47.4,0,82.5,-29.1,0,0
1949,7,1949-07-15,95.5,156,-122.7,33.3,20.3,0,60.5,-27.200000000000003,0,0
1949,8,1949-08-15,74.2,137.9,-83.1,54.8,11.4,0,63.7,-8.900000000000006,0,0
1949,9,1949-09-15,38,69.6,-40.8,28.8,8.6,0,31.599999999999994,-2.7999999999999936,0,0
1949,10,1949-10-15,0,30.9,29.8,60.7,38.4,0,30.9,29.800000000000004,29.799999999999997,7.105427357601002e-15
1949,11,1949-11-15,10.8,16.4,-14.5,1.9,34.7,0,5.599999999999998,-3.699999999999998,0,0
1949,12,1949-12-15,0,0,1.5,14.7,36.2,0,0,14.7,1.5,13.2
1950,1,1950-01-15,0,0,1,9.9,37.1,0,0,9.9,0.8999999999999986,9.000000000000002
1950,2,1950-02-15,0,0,1.2,12.5,38.4,0,0,12.5,1.2999999999999972,11.200000000000003
1950,3,1950-03-15,0,0,4.6,45.9,43,0,0,45.9,4.600000000000001,41.3
1950,4,1950-04-15,0,17.1,81.9,23.9,124.9,0,17.1,6.799999999999997,81.9,0
1950,5,1950-05-15,0.6,66,-3.9,62,121.5,0,65.4,-3.4000000000000057,0,0
1950,6,1950-06-15,37.4,122,-96.7,25.3,62.2,0,84.6,-59.3,0,0
1950,7,1950-07-15,46,129.4,-69.9,59.5,38.3,0,83.4,-23.900000000000006,0,0
1950,8,1950-08-15,45.9,117.2,-58.7,58.6,25.5,0,71.30000000000001,-12.70000000000001,0,0
1950,9,1950-09-15,2.7,79.5,-3.3,76.2,25,0,76.8,-0.5999999999999943,0,0
1950,10,1950-10-15,31.2,49.7,-36.8,12.8,19.3,0,18.500000000000004,-5.700000000000003,0,0
1950,11,1950-11-15,0,0,0.8,7.9,20.1,0,0,7.9,0.8000000000000007,7.1
1950,12,1950-12-15,0,0,0.3,2.9,20.4,0,0,2.9,0.29999999999999716,2.6000000000000028
1951,1,1951-01-15,0,0,0.2,2.5,20.7,0,0,2.5,0.3000000000000007,2.1999999999999993
1951,2,1951-02-15,0,0,1.3,13,22,0,0,13,1.3000000000000007,11.7
1951,3,1951-03-15,0,0,1.9,19.4,23.9,0,0,19.4,1.8999999999999986,17.5
1951,4,1951-04-15,0,28.2,38.1,25.1,62,0,28.2,-3.099999999999998,38.1,0
1951,5,1951-05-15,9.7,83.5,-16.3,67.2,55.4,0,73.8,-6.599999999999994,0,0
1951,6,1951-06-15,0,97.3,3.8,101.1,59.2,0,97.3,3.799999999999997,3.8000000000000043,0
1951,7,1951-07-15,61,139.3,-88,51.3,32.2,0,78.30000000000001,-27.000000000000014,0,0
1951,8,1951-08-15,30.9,121.2,-38.5,82.7,24.7,0,90.30000000000001,-7.6000000000000085,0,0
1951,9,1951-09-15,27.8,68.6,-32.9,35.7,19.6,0,40.8,-5.099999999999994,0,0
1951,10,1951-10-15,0,33.9,20.8,54.7,40.4,0,33.9,20.800000000000004,20.799999999999997,7.105427357601002e-15
1951,11,1951-11-15,0,0,0.3,3.5,40.7,0,0,3.5,0.30000000000000426,3.1999999999999957
1951,12,1951-12-15,0,0,3.3,32.8,44,0,0,32.8,3.299999999999997,29.5
1952,1,1952-01-15,0,0,1.2,12.4,45.3,0,0,12.4,1.2999999999999972,11.100000000000003
1952,2,1952-02-15,0,0,2.7,27.4,48,0,0,27.4,2.700000000000003,24.699999999999996
1952,3,1952-03-15,0,0,2.1,21.1,50.1,0,0,21.1,2.1000000000000014,19
1952,4,1952-04-15,0,41.6,50.3,3.7,100.4,0,41.6,-37.9,50.300000000000004,0
1952,5,1952-05-15,2.8,75.8,-8.5,67.2,94.6,0,73,-5.799999999999997,0,0
1952,6,1952-06-15,18.2,133.1,-42.2,90.9,70.6,0,114.89999999999999,-23.999999999999986,0,0
1952,7,1952-07-15,78.7,144.5,-118.1,26.3,31.2,0,65.8,-39.5,0,0
1952,8,1952-08-15,63.4,126.8,-76.2,50.6,18.4,0,63.4,-12.799999999999997,0,0
1952,9,1952-09-15,79.1,93.3,-87.4,5.9,10,0,14.200000000000003,-8.300000000000002,0,0
1952,10,1952-10-15,28,30.6,-29.9,0.7,8.2,0,2.6000000000000014,-1.9000000000000015,0,0
1952,11,1952-11-15,0,0,17.8,17.8,25.9,0,0,17.8,17.7,0.10000000000000142
1952,12,1952-12-15,0,0,0.5,5,26.4,0,0,5,0.5,4.5
1953,1,1953-01-15,0,0,1.5,14.6,27.9,0,0,14.6,1.5,13.1
1953,2,1953-02-15,0,0,2.8,28.3,30.7,0,0,28.3,2.8000000000000007,25.5
1953,3,1953-03-15,0,1.8,77.8,35.8,108.5,0,1.8,34,77.8,0
1953,4,1953-04-15,0,16.3,64.7,81,150,23.200000000000003,16.3,64.7,41.5,0
1953,5,1953-05-15,0.5,65.9,-18.5,47.4,132,0,65.4,-18.000000000000007,0,0
1953,6,1953-06-15,4.1,125.1,-25.3,99.8,110.7,0,121,-21.200000000000003,0,0
1953,7,1953-07-15,40.5,141.3,-93.1,48.1,58.1,0,100.80000000000001,-52.70000000000001,0,0
1953,8,1953-08-15,34.4,130.8,-52,78.9,40.5,0,96.4,-17.5,0,0
1953,9,1953-09-15,59.5,83.3,-76.1,7.2,23.9,0,23.799999999999997,-16.599999999999998,0,0
1953,10,1953-10-15,20,52,-23.6,28.4,20.3,0,32,-3.6000000000000014,0,0
1953,11,1953-11-15,0,10.1,0.8,10.9,21.1,0,10.1,0.8000000000000007,0.8000000000000007,0
1953,12,1953-12-15,0,0,1.1,11.2,22.2,0,0,11.2,1.0999999999999979,10.100000000000001
1954,1,1954-01-15,0,0,0.3,3.1,22.6,0,0,3.1,0.40000000000000213,2.699999999999998
1954,2,1954-02-15,0,11.2,10.9,9,33.4,0,11.2,-2.1999999999999993,10.799999999999997,0
1954,3,1954-03-15,0,0,3.7,36.9,37.1,0,0,36.9,3.700000000000003,33.199999999999996
1954,4,1954-04-15,0,36.5,16,19.3,53.1,0,36.5,-17.2,16,0
1954,5,1954-05-15,13.5,65.1,-20.6,44.5,46,0,51.599999999999994,-7.099999999999994,0,0
1954,6,1954-06-15,4.8,112.5,-7,105.5,43.8,0,107.7,-2.200000000000003,0,0
1954,7,1954-07-15,108.9,160.9,-135.6,25.4,17.1,0,52,-26.6,0,0
1954,8,1954-08-15,72.1,129.4,-79.4,50,9.9,0,57.30000000000001,-7.300000000000011,0,0
1954,9,1954-09-15,56.9,82.5,-60.3,22.2,6.5,0,25.6,-3.400000000000002,0,0
1954,10,1954-10-15,0,29.9,15.4,45.3,21.9,0,29.9,15.399999999999999,15.399999999999999,0
1954,11,1954-11-15,1.7,13.2,-2.1,11.1,21.6,0,11.5,-0.40000000000000036,0,0
1954,12,1954-12-15,0,0,0.4,4.2,22,0,0,4.2,0.3999999999999986,3.8000000000000016
1955,1,1955-01-15,0,0,0.4,4.4,22.4,0,0,4.4,0.3999999999999986,4.000000000000002
1955,2,1955-02-15,0,0,2.5,24.9,24.9,0,0,24.9,2.5,22.4
1955,3,1955-03-15,0,0,0.9,8.6,25.8,0,0,8.6,0.9000000000000021,7.6999999999999975
1955,4,1955-04-15,0,50.9,16,28.7,41.8,0,50.9,-22.2,15.999999999999996,0
1955,5,1955-05-15,16.5,90.5,-22.6,67.9,35.8,0,74,-6.099999999999994,0,0
1955,6,1955-06-15,22.6,104.3,-29.1,75.2,29.2,0,81.69999999999999,-6.499999999999986,0,0
1955,7,1955-07-15,95.2,160.4,-110.9,49.5,13.6,0,65.2,-15.700000000000003,0,0
1955,8,1955-08-15,95.9,144,-102.9,41.2,6.7,0,48.099999999999994,-6.8999999999999915,0,0
1955,9,1955-09-15,27.5,80.7,-28.7,51.9,5.4,0,53.2,-1.3000000000000043,0,0
1955,10,1955-10-15,33.8,39.2,-35,4.2,4.3,0,5.400000000000006,-1.2000000000000055,0,0
1955,11,1955-11-15,0,0,1.1,11.4,5.4,0,0,11.4,1.1000000000000005,10.3
1955,12,1955-12-15,0,0,2,20.3,7.4,0,0,20.3,2,18.3
1956,1,1956-01-15,0,0,1.1,10.5,8.5,0,0,10.5,1.0999999999999996,9.4
1956,2,1956-02-15,0,0,0.6,5.9,9.1,0,0,5.9,0.5999999999999996,5.300000000000001
1956,3,1956-03-15,0,0,64.7,20.8,73.8,0,0,20.8,64.7,0
1956,4,1956-04-15,0,16.8,11.8,28.6,85.6,0,16.8,11.8,11.799999999999997,3.552713678800501e-15
1956,5,1956-05-15,10.4,78.7,-23,55.7,73,0,68.3,-12.599999999999994,0,0
1956,6,1956-06-15,75.4,148.2,-115.7,32.6,32.7,0,72.79999999999998,-40.19999999999998,0,0
1956,7,1956-07-15,45.7,138.5,-56.2,82.3,22.2,0,92.8,-10.5,0,0
1956,8,1956-08-15,37.9,120.6,-43.7,76.9,16.4,0,82.69999999999999,-5.799999999999983,0,0
1956,9,1956-09-15,55.7,79.5,-61.3,18.2,10.7,0,23.799999999999997,-5.599999999999998,0,0
1956,10,1956-10-15,26.8,48.1,-28.8,19.3,8.8,0,21.3,-2,0,0
1956,11,1956-11-15,0,0.7,39.4,40.1,48.2,0,0.7,39.4,39.400000000000006,0
1956,12,1956-12-15,0,0,0.7,6.8,48.9,0,0,6.8,0.6999999999999957,6.100000000000004
1957,1,1957-01-15,0,0,0.6,6,49.5,0,0,6,0.6000000000000014,5.399999999999999
1957,2,1957-02-15,0,0,0.8,8.1,50.3,0,0,8.1,0.7999999999999972,7.3000000000000025
1957,3,1957-03-15,0,0,34.8,15.7,85.1,0,0,15.7,34.8,0
1957,4,1957-04-15,0,25.2,37.4,62.7,122.5,0,25.2,37.5,37.400000000000006,0.09999999999999432
1957,5,1957-05-15,0,70.5,61.4,131.9,150,33.9,70.5,61.400000000000006,27.5,7.105427357601002e-15
1957,6,1957-06-15,0,111.3,-9.6,101.7,140.4,0,111.3,-9.599999999999994,0,0
1957,7,1957-07-15,30.1,154.7,-100.5,54.2,70,0,124.6,-70.39999999999999,0,0
1957,8,1957-08-15,38.3,130,-63,67,45.2,0,91.7,-24.700000000000003,0,0
1957,9,1957-09-15,30.9,74.2,-42.5,31.7,33.7,0,43.300000000000004,-11.600000000000005,0,0
1957,10,1957-10-15,0,35.5,8,43.5,41.7,0,35.5,8,8,0
1957,11,1957-11-15,0,2.1,18.3,20.3,59.9,0,2.1,18.2,18.199999999999996,3.552713678800501e-15
1957,12,1957-12-15,0,0,0.9,0.9,60.8,0,0,0.9,0.8999999999999986,1.4432899320127035e-15
1958,1,1958-01-15,0,0,0.7,7.4,61.5,0,0,7.4,0.7000000000000028,6.6999999999999975
1958,2,1958-02-15,0,0,2,19.6,63.5,0,0,19.6,2,17.6
1958,3,1958-03-15,0,0,1.4,14.4,64.9,0,0,14.4,1.4000000000000057,12.999999999999995
1958,4,1958-04-15,0,31.5,73.9,67.8,138.8,0,31.5,36.3,73.9,0
1958,5,1958-05-15,10.1,92.3,-52.4,39.9,96.6,0,82.2,-42.300000000000004,0,0
1958,6,1958-06-15,7.5,105.1,-20,85.1,84.1,0,97.6,-12.5,0,0
1958,7,1958-07-15,21.7,125.5,-43.6,81.9,62.2,0,103.8,-21.89999999999999,0,0
1958,8,1958-08-15,86,136.9,-121.4,15.5,26.8,0,50.900000000000006,-35.400000000000006,0,0
1958,9,1958-09-15,72.6,90,-84.5,5.6,14.9,0,17.400000000000006,-11.800000000000006,0,0
1958,10,1958-10-15,33.7,41.3,-37.1,4.2,11.6,0,7.599999999999994,-3.399999999999994,0,0
1958,11,1958-11-15,0,3.3,5.1,8.4,16.6,0,3.3,5.1000000000000005,5.000000000000002,0.09999999999999876
1958,12,1958-12-15,0,0,0.5,5.4,17.2,0,0,5.4,0.5999999999999979,4.8000000000000025
1959,1,1959-01-15,0,0,0.6,6,17.8,0,0,6,0.6000000000000014,5.399999999999999
1959,2,1959-02-15,0,0,1.3,13,19.1,0,0,13,1.3000000000000007,11.7
1959,3,1959-03-15,0,7.9,24.5,10.1,43.5,0,7.9,2.1999999999999993,24.4,0
1959,4,1959-04-15,4.8,30.6,-6.9,23.7,41.5,0,25.8,-2.1000000000000014,0,0
1959,5,1959-05-15,0,71,26.9,97.9,68.5,0,71,26.900000000000006,27,0
1959,6,1959-06-15,50.5,139.1,-79.5,59.6,39.5,0,88.6,-28.999999999999993,0,0
1959,7,1959-07-15,90.6,148.1,-111.9,36.2,18.2,0,57.5,-21.299999999999997,0,0
1959,8,1959-08-15,113.8,144.3,-124.3,20,7.7,0,30.500000000000014,-10.500000000000014,0,0
1959,9,1959-09-15,0,73.9,15.9,89.8,23.6,0,73.9,15.899999999999991,15.900000000000002,0
1959,10,1959-10-15,9.4,23.6,-11.2,12.4,21.9,0,14.200000000000001,-1.8000000000000007,0,0
1959,11,1959-11-15,0,0,1.7,16.7,23.5,0,0,16.7,1.6000000000000014,15.099999999999998
1959,12,1959-12-15,0,0,0.6,5.6,24.1,0,0,5.6,0.6000000000000014,4.999999999999998
1960,1,1960-01-15,0,0,1.3,13.1,25.4,0,0,13.1,1.2999999999999972,11.800000000000002
1960,2,1960-02-15,0,0,2.3,22.9,27.7,0,0,22.9,2.3000000000000007,20.599999999999998
1960,3,1960-03-15,0,0,1.6,15.8,29.3,0,0,15.8,1.6000000000000014,14.2
1960,4,1960-04-15,0,36.3,76.7,45.6,106,0,36.3,9.300000000000004,76.7,0
1960,5,1960-05-15,1.7,74.4,-6,68.4,101.7,0,72.7,-4.299999999999997,0,0
1960,6,1960-06-15,6,111.3,-17.8,93.5,89.9,0,105.3,-11.799999999999997,0,0
1960,7,1960-07-15,78.7,155.4,-132.7,22.7,35.8,0,76.7,-54,0,0
1960,8,1960-08-15,38.6,130.6,-48.9,81.6,25.5,0,92,-10.400000000000006,0,0
1960,9,1960-09-15,51.6,84.4,-60.4,24,16.8,0,32.800000000000004,-8.800000000000004,0,0
1960,10,1960-10-15,32,40.9,-35.7,5.3,13.1,0,8.899999999999999,-3.5999999999999988,0,0
1960,11,1960-11-15,0,2.9,12.7,15.6,25.8,0,2.9,12.7,12.700000000000001,0
1960,12,1960-12-15,0,0,1.7,17.3,27.5,0,0,17.3,1.6999999999999993,15.600000000000001
1961,1,1961-01-15,0,0,0.2,2.4,27.8,0,0,2.4,0.3000000000000007,2.099999999999999
1961,2,1961-02-15,0,0,0.5,5.2,28.3,0,0,5.2,0.5,4.7
1961,3,1961-03-15,0,11.3,27.3,15.9,55.6,0,11.3,4.6,27.3,0
1961,4,1961-04-15,0,22.8,1.3,24.1,56.9,0,22.8,1.3000000000000007,1.2999999999999972,3.552713678800501e-15
1961,5,1961-05-15,0,69.1,29.8,98.9,86.7,0,69.1,29.80000000000001,29.800000000000004,7.105427357601002e-15
1961,6,1961-06-15,41.3,131.1,-77.3,53.8,50.8,0,89.8,-36,0,0
1961,7,1961-07-15,65.3,142.8,-88.6,54.2,27.5,0,77.50000000000001,-23.30000000000001,0,0
1961,8,1961-08-15,101.6,143.1,-116.9,26.2,12.2,0,41.5,-15.3,0,0
1961,9,1961-09-15,19.9,67.8,-21.6,46.1,10.5,0,47.9,-1.7999999999999972,0,0
1961,10,1961-10-15,21,39.3,-22.5,16.9,9,0,18.299999999999997,-1.3999999999999986,0,0
1961,11,1961-11-15,0,1.3,1.1,2.4,10.1,0,1.3,1.0999999999999999,1.0999999999999996,2.220446049250313e-16
1961,12,1961-12-15,0,0,0.7,7.4,10.9,0,0,7.4,0.8000000000000007,6.6
1962,1,1962-01-15,0,0,0.8,7.9,11.7,0,0,7.9,0.7999999999999989,7.100000000000001
1962,2,1962-02-15,0,0,3,29.8,14.7,0,0,29.8,3,26.8
1962,3,1962-03-15,0,0,2.6,26.2,17.3,0,0,26.2,2.6000000000000014,23.599999999999998
1962,4,1962-04-15,0,42,38.4,15.8,55.7,0,42,-26.2,38.400000000000006,0
1962,5,1962-05-15,0,84.9,78.8,163.7,134.4,0,84.9,78.79999999999998,78.7,0.0999999999999801
1962,6,1962-06-15,0,113.6,4.2,117.9,138.7,0,113.6,4.300000000000011,4.299999999999983,2.842170943040401e-14
1962,7,1962-07-15,5.6,130.2,-36.7,93.5,107.5,0,124.6,-31.099999999999994,0,0
